DISTRITO,CASILLA,,PAN,PRI,PRD-PT,PVEM,CONVERGENCIA,NUEVA ALIANZA,PARTIDO SOCIAL DEMÓCRATO,CANDIDATOS NO REGISTRADOS,NULOS,TOTAL,,
1,534,B,193,194,41,0,10,8,0,0,3,449, ,
1,535,B,115,140,23,0,24,5,2,0,10,319, ,
1,535,C1,140,155,21,0,17,5,3,1,6,348, ,
1,536,B,171,205,52,0,10,3,9,0,11,461, ,
1,536,C1,183,194,25,0,21,14,4,0,7,448, ,
1,537,B,124,197,34,0,11,4,2,0,2,374, ,
1,538,B,140,110,45,0,5,7,4,0,8,319, ,
1,538,C1,122,139,39,0,4,6,1,0,8,319, ,
1,539,B,143,103,18,0,3,12,1,1,9,290, ,
1,539,C1,148,113,11,0,4,4,2,0,4,286, ,
1,539,E1,84,121,21,0,2,6,1,0,2,237, ,
1,540,B,35,67,11,0,8,2,3,0,4,130, ,
1,1549,B,106,118,18,0,1,3,1,0,12,259, ,
1,1549,C1,109,112,19,0,0,0,0,0,0,240, ,
1,1550,B,102,106,19,0,1,2,2,0,8,240, ,
1,1551,B,92,113,25,0,0,0,0,0,8,238, ,
1,1552,B,121,121,8,0,0,3,1,0,7,261, ,
1,1552,C1,109,110,16,0,0,1,0,0,6,242, ,
1,1553,B,38,112,42,0,0,0,0,0,4,196, ,
1,1553,E1,43,118,18,0,0,0,0,0,3,182, ,
1,1553,E2,235,119,27,0,1,3,1,0,1,387, ,
1,1554,B,45,126,5,0,3,1,3,0,5,188, ,
1,1555,B,7,42,6,0,1,0,0,0,3,59, ,
1,1556,B,8,114,5,0,0,0,3,0,3,133, ,
1,1557,B,55,53,3,0,0,0,1,0,3,115, ,
1,1558,B,52,104,27,0,1,0,2,0,14,200, ,
1,1558,E1,84,95,4,0,0,1,1,0,4,189, ,
1,1559,B,43,124,10,0,0,0,0,0,6,183, ,
1,1560,B,159,216,6,0,1,1,0,0,15,398, ,
1,1561,B,107,104,83,0,0,1,4,0,3,302, ,
1,1561,C1,134,99,83,0,0,0,2,0,7,325, ,
1,1562,B,172,168,68,0,1,0,3,0,12,424, ,
1,1562,C1,178,154,83,0,3,1,1,0,9,429, ,
1,1563,B,95,89,75,0,2,3,4,0,14,282, ,
1,1563,C1,99,95,66,0,1,3,6,0,6,276, ,
1,1564,B,169,71,53,0,0,0,0,0,20,313, ,
1,1564,E1,97,66,16,0,1,1,1,0,4,186, ,
1,1565,B,105,99,24,0,0,0,1,2,9,240, ,
1,1565,C1,82,142,28,0,1,0,1,0,2,256, ,
1,1566,B,162,170,47,0,0,1,0,0,1,381, ,
1,1566,C1,185,165,35,0,0,1,0,0,7,393, ,
1,1567,B,145,86,54,0,0,2,1,0,5,293, ,
1,1567,C1,153,105,34,0,0,2,0,0,7,301, ,
1,1567,C2,174,72,39,0,0,1,1,0,0,287, ,
1,1568,B,181,94,68,0,2,0,0,0,5,350, ,
1,1568,C1,200,84,56,0,2,1,3,0,7,353, ,
1,1569,B,88,58,21,0,0,0,1,0,5,173, ,
1,1569,E1,100,72,32,0,0,0,0,0,12,216, ,
1,1570,B,103,40,20,0,0,0,0,1,3,167, ,
1,1571,B,33,50,13,0,0,0,0,0,1,97, ,
1,1572,B,94,111,64,0,1,1,0,0,16,287, ,
1,1572,C1,71,159,46,0,1,0,0,0,9,286, ,
1,1602,B,129,106,52,0,9,6,8,0,14,324, ,
1,1602,C1,111,147,46,0,2,0,10,1,13,330, ,
1,1602,C2,78,156,39,0,9,7,8,0,13,310, ,
1,1603,B,122,125,27,0,5,5,10,0,4,298, ,
1,1603,C1,103,131,31,0,3,2,5,0,11,286, ,
1,1604,B,110,168,30,0,5,7,4,0,9,333, ,
1,1604,C1,137,109,20,0,8,4,4,0,23,305, ,
1,1604,C2,131,118,41,0,5,9,3,0,13,320, ,
1,1605,B,133,136,30,0,5,1,6,0,7,318, ,
1,1605,C1,130,147,35,0,8,4,4,0,17,345, ,
1,1605,C2,144,168,24,0,4,4,5,0,8,357, ,
1,1606,B,74,83,60,0,5,1,11,3,13,250, ,
1,1606,C1,64,123,24,0,0,3,5,0,12,231, ,
1,1607,B,89,179,29,0,7,6,10,1,10,331, ,
1,1607,C1,73,197,15,0,4,3,5,0,9,306, ,
1,1608,B,81,130,39,0,1,2,8,0,1,262, ,
1,1608,C1,86,151,33,0,4,4,3,0,3,284, ,
1,1609,B,157,115,68,0,6,7,2,0,13,368, ,
1,1609,C1,144,159,54,0,6,9,2,0,4,378, ,
1,1609,C2,135,156,50,0,2,7,4,0,8,362, ,
1,1610,B,116,86,48,0,5,3,0,0,0,258, ,
1,1610,C1,138,64,52,0,6,5,2,0,10,277, ,
1,1611,B,73,83,43,0,2,0,6,0,5,212, ,
1,1611,C1,62,90,27,0,2,2,6,0,6,195, ,
1,1612,B,73,96,52,0,1,3,6,0,9,240, ,
1,1612,C1,93,77,44,0,1,3,4,0,6,228, ,
1,1782,B,170,146,16,0,1,0,1,0,10,344, ,
1,1782,C1,203,183,15,0,1,0,1,0,10,413, ,
1,1783,B,133,205,33,0,0,0,4,0,4,379, ,
1,1783,C1,165,190,32,0,0,1,0,0,7,395, ,
1,1783,E1,93,123,8,0,0,1,1,0,10,236, ,
1,1784,B,150,199,37,0,0,0,3,0,8,397, ,
1,1784,C1,161,205,34,0,0,1,1,1,9,412, ,
1,1784,C2,172,194,35,0,0,0,0,0,4,405, ,
1,1784,C3,154,227,30,0,0,0,0,0,8,419, ,
1,1785,B,171,185,33,0,0,4,3,0,6,402, ,
1,1785,C1,177,182,44,0,0,1,1,0,6,411, ,
1,1786,B,133,188,19,0,0,1,1,0,1,343, ,
1,1786,C1,143,185,16,0,0,2,1,0,4,351, ,
1,1787,B,158,256,30,0,0,1,1,0,8,454, ,
1,1787,C1,158,262,25,0,0,0,0,3,4,452, ,
1,1788,B,101,111,16,0,0,1,1,0,7,237, ,
1,1788,C1,92,139,10,0,0,1,0,0,2,244, ,
1,1789,B,140,82,18,0,1,0,0,1,5,247, ,
1,1789,C1,121,78,17,0,1,1,0,0,6,224, ,
1,1790,B,92,318,26,0,2,2,0,1,5,446, ,
1,1791,B,125,219,2,0,0,0,2,0,5,353, ,
1,1791,C1,151,193,8,0,1,0,0,0,1,354, ,
1,1831,B,191,124,12,0,1,4,3,1,15,351, ,
1,1831,C1,193,118,9,0,0,3,2,0,16,341, ,
1,1832,B,143,120,6,0,0,1,1,0,2,273, ,
1,1832,C1,114,90,7,0,0,3,0,0,10,224, ,
1,1833,B,59,43,1,0,0,0,0,0,3,106, ,
1,1834,B,161,142,2,0,0,0,0,0,5,310, ,
1,1835,B,163,88,6,0,0,1,2,0,4,264, ,
1,1837,B,150,188,11,0,0,0,0,4,34,387, ,
1,1837,C1,141,184,8,0,0,0,2,3,21,359, ,
1,1837,E1,235,120,147,0,2,2,5,0,39,550, ,
1,1838,B,80,27,0,0,0,0,0,0,5,112, ,
1,1838,E1,127,107,23,0,1,1,0,0,31,290, ,
1,1838,E2,75,80,50,0,3,1,2,0,21,232, ,
1,1839,B,167,101,125,0,6,2,2,30,0,433, ,
1,1839,C1,144,113,114,0,2,1,4,0,36,414, ,
1,1839,E1,135,177,180,0,0,0,0,0,20,512, ,
1,2050,B,109,168,12,0,0,6,0,0,12,307, ,
1,2050,C1,116,151,10,0,1,7,1,0,2,288, ,
1,2051,B,80,104,4,0,0,5,1,0,3,197, ,
1,2052,B,72,172,6,0,1,8,1,0,7,267, ,
1,2052,E1,94,83,2,0,1,1,0,0,7,188, ,
1,2053,B,58,70,9,0,0,1,0,0,3,141, ,
1,2054,B,67,118,1,0,5,5,1,0,1,198, ,
1,2107,B,111,190,88,0,2,11,3,0,5,410, ,
1,2107,C1,114,192,87,0,0,2,2,0,9,406, ,
1,2108,B,150,194,63,0,1,8,3,0,6,425, ,
1,2108,C1,132,207,74,0,2,11,3,0,6,435, ,
1,2109,B,13,33,11,0,0,0,0,0,1,58, ,
1,2110,B,150,99,5,0,0,0,0,0,7,261, ,
1,2110,C1,109,141,8,0,0,1,0,0,6,265, ,
1,2111,B,152,160,5,0,0,0,0,0,5,322, ,
1,2111,C1,135,171,3,0,0,3,0,0,10,322, ,
1,2112,B,73,108,2,0,0,0,1,0,3,187, ,
1,2113,B,41,51,0,0,0,0,0,0,4,96, ,
1,2114,B,16,58,1,0,0,0,0,0,0,75, ,
1,2157,B,111,69,68,0,3,1,3,0,7,262, ,
1,2158,B,116,82,23,0,0,4,0,0,5,230, ,
1,2158,C1,120,89,28,0,0,3,1,0,9,250, ,
1,2159,B,131,93,24,0,0,0,2,0,5,255, ,
1,2160,B,111,46,35,0,3,1,2,0,2,200, ,
1,2160,C1,114,21,46,0,0,0,0,0,3,184, ,
1,2160,E1,29,119,27,0,3,1,0,0,5,184, ,
1,2161,B,169,74,68,0,0,0,0,0,5,316, ,
1,2181,B,146,140,62,0,1,25,38,2,13,427, ,
1,2181,C1,154,181,51,0,2,25,45,0,15,473, ,
1,2182,B,94,180,50,0,1,24,19,0,9,377, ,
1,2182,C1,107,135,58,0,2,23,14,0,8,347, ,
1,2182,C2,103,167,46,0,2,24,13,0,8,363, ,
1,2182,C3,98,157,59,0,2,34,20,0,5,375, ,
1,2183,B,80,108,32,0,2,9,2,0,5,238, ,
1,2183,C1,89,110,34,0,1,11,8,0,2,255, ,
1,2184,B,115,158,58,0,0,9,5,2,6,353, ,
1,2184,C1,125,149,68,0,2,10,2,2,12,370, ,
1,2185,B,138,178,62,0,2,21,4,0,5,410, ,
1,2185,C1,125,179,79,0,2,13,4,0,9,411, ,
1,2186,B,111,122,99,0,0,20,8,0,14,374, ,
1,2186,C1,104,123,115,0,0,26,7,0,10,385, ,
1,2187,B,128,150,99,0,1,22,8,0,15,423, ,
1,2187,C1,112,141,124,0,5,27,6,0,9,424, ,
1,2188,B,124,110,94,0,3,8,8,0,7,354, ,
1,2188,C1,165,111,108,0,1,17,17,0,12,431, ,
1,2189,B,78,92,98,0,1,31,11,0,6,317, ,
1,2189,C1,84,93,71,0,1,31,20,0,13,313, ,
1,2189,C2,97,69,84,0,4,30,15,0,9,308, ,
1,2190,B,112,130,96,0,3,18,15,0,18,392, ,
1,2190,C1,106,120,122,0,1,11,9,0,3,372, ,
1,2191,B,138,143,85,0,0,23,5,0,7,401, ,
1,2191,C1,162,144,78,0,0,15,9,0,4,412, ,
1,2192,B,73,121,42,0,1,8,4,0,3,252, ,
1,2192,C1,87,111,36,0,0,9,2,0,4,249, ,
1,2193,B,157,173,54,0,0,10,7,0,6,407, ,
1,2193,C1,174,203,48,0,0,12,4,0,10,451, ,
1,2194,B,132,144,61,0,1,25,3,0,1,367, ,
1,2194,C1,129,157,40,0,2,34,3,0,6,371, ,
1,2195,B,117,114,28,0,0,7,0,0,4,270, ,
1,2195,C1,148,120,18,0,0,10,4,0,0,300, ,
1,2196,B,184,113,47,0,2,4,8,0,19,377, ,
1,2196,C1,160,128,61,0,1,12,5,0,5,372, ,
1,2197,B,86,124,60,0,1,17,8,0,11,307, ,
1,2197,C1,87,113,68,0,0,10,3,0,19,300, ,
1,2198,B,87,175,58,0,3,18,15,0,10,366, ,
1,2198,C1,76,168,63,0,8,28,12,0,6,361, ,
1,2198,C2,99,165,92,0,1,19,14,1,12,403, ,
1,2199,B,54,152,56,0,3,14,6,0,9,294, ,
1,2199,C1,46,141,62,0,3,17,12,0,6,287, ,
1,2200,B,44,102,58,0,0,16,7,1,8,236, ,
1,2200,C1,52,101,63,0,2,10,7,0,7,242, ,
1,2201,B,50,128,83,0,0,11,7,0,4,283, ,
1,2201,C1,65,101,101,0,2,5,4,1,14,293, ,
1,2202,B,78,134,134,0,1,16,5,0,10,378, ,
1,2203,B,74,77,37,0,1,5,8,0,5,207, ,
1,2204,B,72,205,53,0,0,10,6,0,11,357, ,
1,2204,C1,79,199,45,0,1,6,10,1,11,352, ,
1,2205,B,129,195,76,0,0,5,17,1,9,432, ,
1,2205,C1,111,232,69,0,2,8,10,0,11,443, ,
1,2206,B,136,183,49,0,2,13,32,0,20,435, ,
1,2206,C1,152,188,36,0,1,14,27,1,2,421, ,
1,2207,B,125,141,63,0,0,19,19,0,8,375, ,
1,2207,C1,150,134,48,0,3,20,15,0,14,384, ,
1,2208,B,88,138,44,0,3,18,4,2,6,303, ,
1,2208,C1,86,113,79,0,3,10,4,0,7,302, ,
1,2209,B,77,80,61,0,0,6,5,0,10,239, ,
1,2209,C1,55,111,48,0,1,7,3,0,12,237, ,
1,2210,B,107,138,59,0,2,8,6,0,11,331, ,
1,2210,C1,119,149,41,0,0,12,6,4,10,341, ,
1,2210,C2,124,114,44,0,2,7,4,1,7,303, ,
1,2210,C3,108,149,54,0,7,11,2,0,9,340, ,
1,2210,C4,134,135,46,0,3,8,4,0,12,342, ,
1,2211,B,43,128,33,0,0,4,4,1,11,224, ,
1,2396,B,160,170,58,0,3,1,1,0,7,400, ,
1,2396,C1,159,182,49,0,2,1,1,0,6,400, ,
1,2396,C2,153,168,53,0,1,1,5,1,4,386, ,
1,2397,B,113,120,33,0,1,2,1,1,9,280, ,
1,2397,C1,100,117,37,0,2,0,0,0,3,259, ,
1,2397,S1,16,23,6,0,0,0,0,0,0,45, ,
1,2398,B,156,120,26,0,0,1,3,0,1,307, ,
1,2398,C1,151,123,43,0,1,1,2,0,8,329, ,
1,2399,B,131,102,33,0,0,0,0,2,6,274, ,
1,2399,C1,94,131,35,0,1,3,0,0,6,270, ,
1,2400,B,160,108,45,0,2,2,3,0,5,325, ,
1,2400,C1,153,118,46,0,0,1,3,0,11,332, ,
1,2400,C2,167,128,50,0,0,0,3,1,8,357, ,
1,2400,C3,154,119,43,0,0,2,1,1,9,329, ,
1,2401,B,184,207,46,0,2,4,3,0,0,446, ,
1,2401,C1,164,224,43,0,0,2,1,0,8,442, ,
1,2402,B,137,135,68,0,1,3,2,0,6,352, ,
1,2402,C1,116,145,54,0,2,2,4,0,3,326, ,
1,2403,B,119,150,52,0,1,0,3,0,7,332, ,
1,2403,C1,115,136,48,0,0,3,3,0,4,309, ,
1,2404,B,137,216,46,0,0,5,3,0,8,415, ,
1,2404,C1,158,184,74,0,0,2,1,3,3,425, ,
1,2405,B,156,234,50,0,2,4,3,0,5,454, ,
1,2405,C1,180,225,55,0,2,5,2,0,7,476, ,
1,2406,B,137,130,63,0,0,4,5,1,3,343, ,
1,2406,C1,100,130,92,0,0,6,3,0,2,333, ,
1,2406,C2,111,124,94,0,2,2,1,0,7,341, ,
1,2407,B,157,160,87,0,1,2,1,1,8,417, ,
1,2407,C1,167,169,58,0,3,3,8,0,5,413, ,
1,2407,C2,165,144,78,0,2,9,3,0,6,407, ,
1,2408,B,162,144,109,0,4,5,2,0,7,433, ,
1,2408,C1,160,135,91,0,0,6,2,0,9,403, ,
1,2409,B,126,23,3,0,2,0,0,0,3,157, ,
1,2410,B,111,45,13,0,0,0,1,1,2,173, ,
1,2411,B,59,50,4,0,0,2,0,0,2,117, ,
1,2412,B,228,53,16,0,0,5,5,0,5,312, ,
1,2412,C1,212,67,13,0,0,0,0,0,5,297, ,
1,2413,B,242,93,13,0,1,4,3,0,7,363, ,
1,2413,C1,251,108,28,0,0,4,1,0,14,406, ,
1,2414,B,118,44,27,0,1,1,0,0,7,198, ,
1,2415,B,43,95,43,0,1,0,1,0,7,190, ,
1,2415,C1,30,98,45,0,0,2,0,0,7,182, ,
1,2416,B,74,49,31,0,0,0,1,0,6,161, ,
1,2417,B,105,80,58,0,1,1,2,0,10,257, ,
1,2417,C1,97,117,56,0,1,5,2,0,5,283, ,
1,2418,B,96,144,132,0,1,1,5,0,8,387, ,
1,2418,C1,80,180,130,0,0,2,0,0,16,408, ,
1,2418,C2,91,152,131,0,0,0,2,0,15,391, ,
1,2419,B,94,150,99,0,0,1,3,0,9,356, ,
1,2419,C1,132,141,93,0,0,2,4,0,4,376, ,
1,2420,B,134,131,113,0,0,1,2,0,3,384, ,
1,2421,B,59,131,85,0,0,0,1,0,7,283, ,
1,2422,B,126,195,85,0,1,0,0,0,5,412, ,
1,2422,C1,119,229,94,0,0,1,1,0,7,451, ,
1,2423,B,194,189,140,0,0,5,5,0,6,539, ,
1,2423,C1,182,223,117,0,0,0,1,0,10,533, ,
1,2742,B,149,92,60,0,0,0,4,0,4,309, ,
1,2742,C1,140,90,62,0,0,0,1,0,9,302, ,
1,2743,B,117,74,49,0,0,0,5,0,3,248, ,
1,2743,C1,142,82,44,0,1,0,2,0,3,274, ,
1,2744,B,71,60,44,0,0,0,0,0,7,182, ,
1,2745,B,82,23,10,0,0,0,0,0,2,117, ,
1,2746,B,33,31,19,0,0,0,1,0,0,84, ,
1,2746,E1,84,47,38,0,0,0,1,0,1,171, ,
1,2747,B,189,113,87,0,0,0,1,0,5,395, ,
1,2747,C1,148,155,77,0,0,1,2,0,16,399, ,
1,2839,B,82,170,34,0,0,0,3,0,4,293, ,
1,2839,C1,113,147,36,0,0,1,1,0,2,300, ,
1,2840,B,119,90,22,1,0,0,0,0,6,238, ,
1,2840,C1,94,98,31,0,0,0,1,0,2,226, ,
1,2841,B,134,99,43,0,0,0,0,0,2,278, ,
1,2841,C1,114,129,54,0,0,2,3,1,4,307, ,
1,2842,B,107,141,30,0,0,1,0,0,5,284, ,
1,2842,C1,150,109,34,0,0,0,0,0,3,296, ,
1,2843,B,37,68,15,0,0,0,0,0,1,121, ,
1,2844,B,54,76,93,0,0,0,1,0,4,228, ,
1,2845,B,16,51,29,0,0,2,0,0,2,100, ,
1,2846,B,30,16,16,0,0,0,0,0,3,65,,
3,1,B,136,117,34,4,7,5,2,7,312, ,,
3,1,C1,132,105,32,5,3,6,0,12,295, ,,
3,2,B,140,97,31,1,1,2,0,2,274, ,,
3,2,C1,146,98,33,2,2,0,0,11,292, ,,
3,3,B,208,109,47,0,5,6,2,14,391, ,,
3,3,C1,195,94,46,1,2,11,0,32,381, ,,
3,3,C2,223,94,33,2,3,3,0,23,381, ,,
3,4,B,223,33,49,2,0,4,0,14,325, ,,
3,4,C1,223,56,32,4,3,2,0,13,333, ,,
3,4,C2,198,58,49,2,2,5,0,14,328, ,,
3,5,B,220,122,21,6,3,5,2,7,386, ,,
3,5,C1,188,139,33,0,4,4,1,15,384, ,,
3,5,C2,209,136,26,2,5,3,2,11,394, ,,
3,6,B,189,116,31,2,5,7,0,16,366, ,,
3,6,C1,190,116,49,0,4,5,0,7,371, ,,
3,7,B,95,130,32,2,3,4,0,23,289, ,,
3,8,B,56,87,10,3,1,1,0,6,164, ,,
3,9,B,32,9,5,0,0,0,0,1,47, ,,
3,10,B,228,124,23,3,5,2,0,3,388, ,,
3,10,C1,239,86,14,3,9,7,0,19,377, ,,
3,10,C2,206,96,27,2,9,4,0,10,354, ,,
3,11,B,204,61,14,2,4,4,1,17,307, ,,
3,11,C1,179,69,18,8,1,2,3,9,289, ,,
3,12,B,171,194,20,1,1,1,1,11,400, ,,
3,102,B,185,160,6,2,4,3,0,12,372, ,,
3,102,C1,219,134,14,1,5,5,0,10,388, ,,
3,102,C2,193,160,3,2,2,2,0,6,368, ,,
3,103,B,211,195,12,0,3,4,0,8,433, ,,
3,103,C1,205,160,10,0,5,3,0,8,391, ,,
3,103,C2,208,183,1,1,2,3,0,10,408, ,,
3,104,B,195,209,10,2,4,3,0,11,434, ,,
3,104,C1,186,194,17,1,1,5,1,7,412, ,,
3,105,B,157,179,11,0,4,1,1,6,359, ,,
3,105,C1,178,177,6,0,6,1,0,8,376, ,,
3,105,C2,167,176,9,1,3,2,0,11,369, ,,
3,106,B,202,205,7,2,7,3,0,11,437, ,,
3,106,C1,195,190,12,1,4,0,0,0,402, ,,
3,106,C2,203,167,7,0,6,7,0,19,409, ,,
3,106,C3,169,191,5,1,7,6,0,14,393, ,,
3,107,B,210,210,11,1,3,3,0,7,445, ,,
3,107,C1,205,183,15,2,1,3,0,10,419, ,,
3,107,C2,201,190,8,3,6,3,0,9,420, ,,
3,107,C3,168,194,13,1,3,4,0,14,397, ,,
3,107,C4,168,200,11,1,11,0,0,9,400, ,,
3,108,B,197,164,9,2,4,2,0,7,385, ,,
3,108,C1,187,151,5,1,7,3,0,0,354, ,,
3,108,C2,153,199,5,0,1,4,0,6,368, ,,
3,109,B,173,194,6,0,3,2,0,4,382, ,,
3,109,C1,164,227,4,1,2,2,0,3,403, ,,
3,110,B,214,224,4,2,4,3,0,7,458, ,,
3,110,C1,210,215,5,0,1,0,0,8,439, ,,
3,111,B,180,138,7,0,2,1,0,8,336, ,,
3,111,C1,208,152,5,1,3,2,2,12,385, ,,
3,111,C2,192,156,12,1,4,2,0,7,374, ,,
3,112,B,238,211,7,0,1,0,0,8,465, ,,
3,112,C1,246,206,10,1,2,1,0,8,474, ,,
3,112,C2,207,233,4,1,3,3,0,7,458, ,,
3,113,B,159,171,6,0,3,0,0,17,356, ,,
3,113,C1,174,161,3,2,2,2,0,17,361, ,,
3,113,C2,191,149,9,2,3,2,0,10,366, ,,
3,114,B,221,187,12,1,4,0,0,7,432, ,,
3,114,C1,198,226,3,0,9,5,1,1,443, ,,
3,114,C2,198,211,11,0,1,1,0,14,436, ,,
3,115,B,164,205,13,0,6,6,0,1,395, ,,
3,115,C1,190,177,10,0,1,3,0,6,387, ,,
3,115,C2,158,197,3,1,4,8,0,11,382, ,,
3,115,C3,200,191,13,0,9,2,0,7,422, ,,
3,116,B,225,195,11,1,3,4,0,13,452, ,,
3,116,C1,241,198,5,7,3,0,0,11,465, ,,
3,116,C2,216,215,17,1,6,1,3,13,472, ,,
3,117,B,191,196,13,5,3,6,1,4,419, ,,
3,117,C1,184,228,12,0,3,4,0,8,439, ,,
3,117,C2,199,202,9,0,4,2,0,3,419, ,,
3,117,C3,142,247,13,2,3,1,0,3,411, ,,
3,118,B,230,116,17,0,1,6,0,6,376, ,,
3,118,C1,196,118,19,1,3,4,0,11,352, ,,
3,119,B,231,151,13,3,1,3,0,16,418, ,,
3,119,C1,214,156,9,2,5,7,0,0,393, ,,
3,120,B,168,127,11,1,7,91,0,16,421, ,,
3,120,C1,166,138,11,2,3,62,0,18,400, ,,
3,121,B,162,109,13,0,2,75,0,21,382, ,,
3,121,C1,163,94,7,0,0,78,0,14,356, ,,
3,122,B,133,94,3,0,3,69,0,12,314, ,,
3,122,C1,149,85,6,3,1,64,0,16,324, ,,
3,122,C2,135,105,8,0,1,56,0,11,316, ,,
3,122,C3,189,93,13,2,2,67,0,11,377, ,,
3,123,B,122,93,16,1,1,68,0,17,318, ,,
3,123,C1,123,94,6,0,1,84,0,17,325, ,,
3,123,C2,152,95,6,0,2,45,0,15,315, ,,
3,123,C3,130,78,9,3,5,71,1,19,316, ,,
3,124,B,127,100,7,0,1,0,0,7,242, ,,
3,124,C1,127,92,7,0,0,0,0,4,230, ,,
3,125,B,276,105,1,0,0,3,0,7,392, ,,
3,126,B,123,77,6,1,1,1,0,6,215, ,,
3,127,B,165,240,4,1,5,0,0,12,427, ,,
3,127,C1,133,240,5,1,5,2,0,12,398, ,,
3,128,B,115,104,3,1,1,4,0,2,230, ,,
3,129,B,86,39,0,0,1,3,0,2,131, ,,
3,130,B,81,31,3,1,2,0,0,7,125, ,,
3,131,B,141,105,9,1,4,2,2,7,271, ,,
3,132,B,232,28,8,0,0,2,0,9,279, ,,
3,132,C1,165,55,8,3,2,1,0,14,248, ,,
3,133,B,232,53,9,0,4,0,0,6,304, ,,
3,133,C1,253,41,3,1,2,3,0,14,317, ,,
3,134,B,207,109,3,1,2,1,0,9,332, ,,
3,134,C1,217,111,7,0,1,2,0,12,350, ,,
3,135,B,188,112,3,0,0,30,0,8,341, ,,
3,136,B,240,75,7,0,1,16,0,9,348, ,,
3,136,C1,237,93,4,1,3,24,0,5,367, ,,
3,136,C2,237,66,6,0,1,19,0,11,340, ,,
3,136,S1,170,111,13,1,4,2,2,2,305, ,,
3,137,B,252,75,5,1,1,8,0,0,342, ,,
3,137,C1,225,84,6,0,4,12,0,10,341, ,,
3,138,B,211,131,1,4,0,31,0,6,384, ,,
3,138,C1,226,125,5,0,1,27,0,11,395, ,,
3,1613,B,199,146,4,1,8,2,0,4,364, ,,
3,1613,C1,240,127,6,0,5,5,0,2,385, ,,
3,1614,B,202,117,5,0,9,5,1,7,346, ,,
3,1614,C1,231,124,4,1,1,2,0,7,370, ,,
3,1615,B,185,125,4,3,3,5,0,6,331, ,,
3,1615,C1,212,91,2,3,2,1,0,16,327, ,,
3,1615,C2,205,98,3,0,2,8,0,4,320, ,,
3,1616,B,209,96,2,1,1,3,1,5,318, ,,
3,1616,C1,220,111,3,0,1,2,0,6,343, ,,
3,1617,B,136,138,2,0,3,3,2,2,286, ,,
3,1617,C1,175,124,2,0,0,4,0,4,309, ,,
3,1618,B,126,132,4,0,0,2,0,2,266, ,,
3,1618,C1,91,137,4,0,3,2,0,3,240, ,,
3,1619,B,222,113,5,1,3,3,0,6,353, ,,
3,1619,C1,219,129,6,2,4,4,0,15,379, ,,
3,1620,B,243,113,6,1,4,4,0,12,383, ,,
3,1620,C1,278,104,8,2,0,2,1,13,408, ,,
3,1620,C2,255,120,6,5,7,2,0,2,397, ,,
3,1621,B,162,113,7,2,5,4,0,2,295, ,,
3,1621,C1,163,114,5,2,3,2,0,2,291, ,,
3,1622,B,190,118,6,0,2,5,0,6,327, ,,
3,1622,C1,187,125,7,2,2,1,1,6,331, ,,
3,1622,C2,191,137,7,1,6,2,0,2,346, ,,
3,1623,B,173,121,4,0,4,2,0,4,308, ,,
3,1623,C1,188,77,13,2,5,3,0,6,294, ,,
3,1624,B,216,88,5,0,7,2,1,7,326, ,,
3,1624,C1,237,83,4,1,4,2,0,4,335, ,,
3,1624,C2,226,62,4,2,3,4,0,5,306, ,,
3,1625,B,59,36,4,0,2,1,0,1,103, ,,
3,1626,B,91,103,10,0,2,6,0,3,215, ,,
3,1626,C1,99,125,6,1,3,7,1,6,248, ,,
3,1627,B,32,22,0,0,0,0,1,2,57, ,,
3,1628,B,166,56,5,4,2,4,1,4,242, ,,
3,1629,B,67,36,0,4,3,0,0,1,111, ,,
3,1630,B,63,22,1,1,0,1,0,2,90, ,,
3,1631,B,175,94,6,3,6,5,0,7,296, ,,
3,1632,B,73,45,1,0,1,1,0,1,122, ,,
3,1633,B,219,80,6,0,5,2,0,9,321, ,,
3,1633,E1,115,7,1,0,2,0,0,0,125, ,,
3,1634,B,57,20,1,0,0,2,0,3,83, ,,
3,1824,B,183,195,19,1,2,1,0,3,404, ,,
3,1824,C1,197,171,25,3,0,1,0,10,407, ,,
3,1825,B,181,167,37,0,4,1,2,10,402, ,,
3,1826,B,194,84,21,0,0,1,0,12,312, ,,
3,1827,B,210,123,24,0,1,2,0,10,370, ,,
3,1828,B,166,28,8,1,1,0,1,2,207, ,,
3,1828,C1,162,26,4,1,1,1,0,2,197, ,,
3,1829,B,86,71,8,1,0,0,1,9,176, ,,
3,1829,E1,107,86,5,0,1,0,0,5,204, ,,
3,1830,B,65,36,8,1,0,1,0,2,113, ,,
3,2055,B,170,138,8,3,1,1,0,5,326, ,,
3,2055,C1,168,123,21,3,1,5,0,2,323, ,,
3,2055,C2,194,141,8,1,0,0,0,2,346, ,,
3,2055,E1,64,59,6,0,1,0,0,2,132, ,,
3,2056,B,263,173,17,0,2,2,0,8,465, ,,
3,2056,C1,248,179,13,1,3,3,0,6,453, ,,
3,2057,B,127,114,23,1,0,1,0,2,268, ,,
3,2058,B,122,56,7,0,1,0,0,6,192, ,,
3,2059,B,38,26,4,0,0,1,0,0,69, ,,
3,2060,B,51,33,8,2,1,0,0,0,95, ,,
3,2061,B,40,50,9,1,0,0,0,1,101, ,,
3,2062,B,49,61,22,1,0,1,117,0,251, ,,
3,2097,B,223,95,2,0,7,1,0,4,332, ,,
