DISTRITO,CASILLA,,PAN,PRI,PRD-PT,PVEM,CONVERGENCIA,NUEVA ALIANZA,PARTIDO SOCIAL DEMÓCRATO,CANDIDATOS NO REGISTRADOS,NULOS,TOTAL,,
5,1958,C4,162,189,30,0,1,11,6,0,6,405, ,
5,1958,C5,183,157,30,0,1,10,3,0,8,392, ,
5,1959,B,207,129,34,0,0,5,4,1,2,382, ,
5,1959,C1,162,129,44,0,1,11,3,0,1,351, ,
5,1959,C2,174,136,38,0,2,9,6,0,4,369, ,
5,1959,C3,173,121,38,0,1,13,5,0,3,354, ,
5,1959,C4,202,123,43,0,1,5,8,0,8,390, ,
5,1960,B,225,135,22,0,3,6,5,0,2,398, ,
5,1960,C1,198,146,27,0,0,3,6,1,1,382, ,
5,1960,C2,182,173,33,0,2,10,10,0,4,414, ,
5,1961,B,119,101,20,0,2,4,6,0,3,255, ,
5,1961,C1,125,103,19,0,0,2,2,0,4,255, ,
5,1962,B,156,108,26,0,2,9,4,0,4,309, ,
5,1962,C1,120,127,30,0,1,7,3,0,6,294, ,
5,1962,C2,119,129,30,0,0,12,0,1,6,297, ,
5,1963,B,188,148,30,0,3,7,4,0,3,383, ,
5,1963,C1,175,145,13,0,3,5,5,0,4,350, ,
5,1964,B,174,156,43,0,1,8,3,0,7,392, ,
5,1964,C1,170,153,47,0,3,9,2,0,7,391, ,
5,1964,C2,165,165,42,0,0,10,5,0,0,387, ,
5,1965,B,184,123,33,0,0,5,3,0,0,348, ,
5,1965,C1,181,123,31,0,1,6,9,0,1,352, ,
5,1965,C2,205,110,35,0,2,4,1,1,2,360, ,
5,1966,B,120,90,24,0,0,6,3,1,1,245, ,
5,1966,C1,105,108,26,0,1,3,4,0,3,250, ,
5,1967,B,147,155,38,0,0,0,8,0,5,353, ,
5,1967,C1,160,141,34,0,2,5,3,0,9,354, ,
5,1967,C2,154,142,31,0,1,5,1,0,9,343, ,
5,1967,C3,152,149,24,0,3,5,4,0,10,347, ,
5,1967,C4,136,129,37,0,2,8,7,0,8,327, ,
5,1967,C5,161,141,55,0,4,4,3,0,9,377, ,
5,1967,C6,157,146,35,0,0,7,3,0,9,357, ,
5,1968,B,146,167,38,0,0,8,3,1,5,368, ,
5,1968,C1,128,186,37,0,1,4,6,0,6,368, ,
5,1968,C2,130,180,36,0,0,12,4,0,8,370, ,
5,1969,B,97,134,28,0,0,12,7,0,8,286, ,
5,1969,C1,124,142,26,0,1,4,3,0,6,306, ,
5,1969,C2,132,161,41,0,1,7,3,0,3,348, ,
5,1969,C3,102,106,35,0,0,4,9,0,5,261, ,
5,1970,B,131,157,28,0,1,2,6,0,8,333, ,
5,1970,C1,155,145,27,0,1,15,3,0,6,352, ,
5,1971,B,126,144,30,0,2,5,5,0,18,330, ,
5,1971,C1,176,147,35,0,0,12,3,0,8,381, ,
5,1971,C2,124,81,17,0,0,3,2,0,8,235, ,
5,1972,B,131,138,27,0,0,10,2,0,4,312, ,
5,1972,C1,132,169,27,0,0,7,2,0,1,338, ,
5,1972,C2,131,147,28,0,0,8,3,0,6,323, ,
5,1973,B,121,122,37,0,2,9,2,0,5,298, ,
5,1973,C1,126,132,33,0,0,2,7,1,5,306, ,
5,1973,C2,125,128,30,0,0,8,7,0,0,298, ,
5,1973,C3,112,140,23,0,0,6,3,0,4,288, ,
5,1974,B,110,145,23,0,0,5,2,0,5,290, ,
5,1974,C1,98,126,30,0,1,7,2,0,4,268, ,
5,1975,B,147,157,33,0,0,7,7,0,10,361, ,
5,1975,C1,162,133,50,0,1,7,9,0,5,367, ,
5,1976,B,108,119,24,0,1,5,2,0,2,261, ,
5,1976,C1,125,109,32,0,0,10,2,1,4,283, ,
5,1977,B,111,121,26,0,1,8,4,0,3,274, ,
5,1977,C1,128,126,19,0,0,7,3,0,3,286, ,
5,1978,B,170,141,38,0,3,5,5,0,10,372, ,
5,1978,C1,144,159,36,0,1,6,8,0,4,358, ,
5,1979,B,134,74,15,0,0,5,3,0,2,233, ,
5,1979,C1,127,79,24,0,0,6,1,1,2,240, ,
5,1980,B,140,107,32,0,1,3,5,0,1,289, ,
5,1980,C1,153,92,26,0,1,8,4,0,6,290, ,
5,1981,B,153,170,18,0,1,11,4,0,6,363, ,
5,1981,C1,151,188,22,0,1,10,5,0,3,380, ,
5,1982,B,128,122,21,0,1,9,3,0,3,287, ,
5,1982,C1,135,132,25,0,1,5,2,0,2,302, ,
5,1982,S1,191,81,23,0,4,1,0,0,3,303, ,
5,1983,B,155,128,29,0,0,9,4,0,8,333, ,
5,1983,C1,157,126,35,0,2,7,5,0,10,342, ,
5,1983,C2,146,131,36,0,0,6,2,0,4,325, ,
5,1983,C3,162,137,29,0,4,6,0,0,8,346, ,
5,1984,B,148,133,27,0,0,4,1,0,22,335, ,
5,1984,C1,156,145,27,0,0,10,2,0,7,347, ,
5,1985,B,121,137,21,0,4,11,0,0,5,299, ,
5,1985,C1,148,127,20,0,1,2,2,2,3,305, ,
5,1985,C2,128,162,22,0,2,9,6,0,3,332, ,
5,1986,B,123,148,28,0,1,4,7,0,2,313, ,
5,1986,C1,157,131,27,0,1,6,3,0,4,329, ,
5,1986,C2,116,157,19,0,1,4,4,0,2,303, ,
5,1986,S1,152,80,10,0,1,1,3,0,0,247, ,
5,1987,B,135,63,23,0,1,2,5,0,4,233, ,
5,1987,C1,99,62,19,0,0,4,5,0,2,191, ,
5,1988,B,162,112,30,0,3,12,4,0,7,330, ,
5,1988,C1,142,142,20,0,1,9,4,0,8,326, ,
5,1988,C2,170,129,33,0,1,10,3,1,4,351, ,
5,1989,B,110,115,21,0,0,6,3,0,5,260, ,
5,1989,C1,114,121,21,0,2,6,6,0,7,277, ,
5,1989,C2,125,132,17,0,0,7,6,0,6,293, ,
5,1990,B,109,60,30,0,0,6,2,0,3,210, ,
5,1990,C1,103,75,19,0,0,6,2,0,1,206, ,
5,1991,B,95,135,27,0,0,5,3,0,5,270, ,
5,1991,C1,98,122,24,0,0,1,0,0,3,248, ,
5,1991,C2,121,99,19,0,5,5,5,0,5,259, ,
5,1992,B,109,112,28,0,0,1,3,0,5,258, ,
5,1992,E1,42,41,7,0,0,1,0,0,6,97, ,
5,1993,B,110,135,32,0,0,7,1,0,8,293, ,
5,1993,C1,105,161,25,0,1,3,3,0,9,307, ,
5,1993,C2,133,128,44,0,0,3,1,0,2,311, ,
5,1994,B,123,84,32,0,1,5,3,0,9,257, ,
5,1994,C1,115,99,19,0,1,5,5,0,1,245, ,
5,1995,B,105,134,32,0,0,10,4,0,4,289, ,
5,1995,C1,82,146,41,0,0,6,6,0,1,282, ,
5,1995,C2,99,152,34,0,1,2,1,0,5,294, ,
5,1996,B,133,153,39,0,1,10,6,0,1,343, ,
5,1996,C1,157,139,45,0,0,10,7,3,1,362, ,
5,1996,C2,142,128,60,0,3,7,7,0,7,354, ,
5,1996,C3,117,128,69,0,2,6,4,0,3,329, ,
5,1996,C4,161,116,54,0,0,5,6,1,10,353, ,
5,1996,C5,143,143,52,0,2,12,6,0,12,370, ,
5,1997,B,102,172,44,0,0,6,2,1,7,334, ,
5,1997,C1,113,181,37,0,2,12,3,0,6,354, ,
5,1997,C2,140,172,38,0,2,6,1,2,2,363, ,
5,1997,C3,138,148,40,0,1,11,2,1,8,349, ,
5,1998,B,161,127,55,0,0,9,6,0,6,364, ,
5,1998,C1,141,119,35,0,0,10,6,0,8,319, ,
5,1998,C2,142,130,39,0,0,13,0,0,7,331, ,
5,1998,C3,156,124,41,0,1,15,4,0,5,346, ,
5,1998,C4,151,107,37,0,1,9,4,2,6,317, ,
5,1998,E1,123,122,14,0,1,1,2,0,4,267, ,
5,1998,E1 C1,140,110,11,0,2,6,1,0,6,276, ,
5,1999,B,156,167,39,0,1,18,8,15,5,409, ,
5,1999,C1,137,177,48,0,0,11,5,0,2,380, ,
5,1999,C2,111,171,38,0,0,7,4,0,2,333, ,
5,2000,B,117,160,35,0,2,15,2,0,7,338, ,
5,2000,C1,115,145,30,0,0,9,2,0,5,306, ,
5,2000,C2,122,124,33,0,0,12,6,0,4,301, ,
5,2000,C3,113,125,34,0,0,12,5,0,0,289, ,
5,2001,B,116,85,27,0,3,6,0,0,5,242, ,
5,2001,C1,124,87,26,0,0,7,3,0,4,251, ,
5,2002,B,211,122,31,0,1,5,1,0,5,376, ,
5,2002,E1,84,34,4,0,0,0,0,0,6,128, ,
5,2003,B,125,162,32,0,0,2,3,0,13,337, ,
5,2003,C1,123,176,23,0,1,6,2,0,15,346, ,
5,2004,B,93,113,12,0,0,1,1,0,8,228, ,
5,2004,C1,65,142,8,0,0,2,2,0,3,222, ,
5,2005,B,93,143,12,0,2,2,0,0,10,262, ,
5,2005,C1,89,146,9,0,1,3,0,0,0,248, ,
5,2006,B,116,176,26,0,1,2,0,0,4,325, ,
5,2006,C1,107,149,220,0,1,0,0,0,5,482, ,
5,2007,B,187,111,15,0,0,2,0,0,14,329, ,
5,2007,E1,212,142,7,0,1,1,0,0,21,384, ,
5,2008,B,51,45,40,0,0,1,0,0,3,140, ,
5,2009,B,198,78,17,0,0,0,1,0,12,306, ,
5,2009,E1,145,84,7,0,0,0,0,0,6,242, ,
5,2010,B,147,115,7,0,1,0,2,0,16,288, ,
5,2010,C1,164,101,17,0,0,0,0,0,10,292, ,
5,2011,B,168,167,11,0,1,1,1,0,13,362, ,
5,2150,B,113,126,139,0,4,2,12,0,15,411, ,
5,2151,B,8,108,123,0,1,0,2,0,1,243, ,
5,2151,E1,20,70,53,0,0,0,2,0,1,146, ,
5,2152,B,15,49,72,0,0,0,0,2,2,140, ,
5,2153,B,32,153,217,0,0,1,4,0,18,425, ,
5,2153,C1,32,174,162,0,1,7,1,0,12,389, ,
5,2154,B,36,156,136,0,1,1,0,0,5,335, ,
5,2155,B,41,99,148,0,2,1,2,0,9,302, ,
5,2156,B,73,122,91,0,0,3,5,1,9,304, ,
5,2212,B,119,192,29,0,0,4,2,0,5,351, ,
5,2212,C1,162,162,21,0,0,1,1,0,8,355, ,
5,2212,C2,110,199,31,0,0,1,2,0,5,348, ,
5,2213,B,149,179,32,0,0,1,3,0,12,376, ,
5,2213,C1,134,211,24,0,0,2,3,0,11,385, ,
5,2213,C2,132,183,27,0,1,1,0,0,7,351, ,
5,2213,C3,127,209,29,0,0,1,2,0,5,373, ,
5,2214,B,181,253,28,0,0,4,2,0,7,475, ,
5,2214,C1,171,218,22,0,0,5,0,0,11,427, ,
5,2214,C2,162,246,24,0,0,4,1,0,13,450, ,
5,2215,B,165,215,20,0,0,2,0,0,17,419, ,
5,2216,B,70,184,11,0,0,0,0,0,2,267, ,
5,2217,B,120,100,6,0,0,0,0,0,4,230, ,
5,2218,B,16,25,1,0,0,0,0,0,2,44, ,
5,2219,B,16,91,13,0,0,1,0,0,3,124, ,
5,2220,B,148,194,35,0,1,1,1,0,14,394, ,
5,2220,E1,56,69,7,0,0,1,0,0,6,139, ,
5,2221,B,79,50,4,0,0,0,0,0,6,139, ,
5,2222,B,11,140,15,0,1,0,0,0,6,173, ,
5,2222,E1,94,76,13,0,0,1,0,1,7,192, ,
5,2633,B,76,232,47,0,0,21,6,0,7,389, ,
5,2633,C1,86,270,49,0,1,14,7,0,11,438, ,
5,2634,B,71,172,35,0,0,29,6,0,3,316, ,
5,2634,C1,81,116,54,0,0,31,7,0,11,300, ,
5,2634,C2,86,142,59,0,0,18,3,0,14,322, ,
5,2635,B,87,168,58,0,2,14,4,0,17,350, ,
5,2635,C1,67,202,65,0,2,22,7,0,6,371, ,
5,2635,C2,89,210,49,0,0,14,7,0,6,375, ,
5,2636,B,82,211,42,0,2,21,6,0,7,371, ,
5,2636,C1,88,201,53,0,1,21,6,0,6,376, ,
5,2637,B,51,170,33,0,3,15,5,0,0,277, ,
5,2637,C1,58,180,28,0,2,11,15,0,13,307, ,
5,2638,B,72,103,49,0,0,8,39,0,10,281, ,
5,2638,C1,88,87,53,0,2,14,32,0,11,287, ,
5,2639,B,68,92,82,0,0,10,11,0,5,268, ,
5,2639,C1,69,66,118,0,2,23,7,0,13,298, ,
5,2639,E1,38,39,88,0,0,16,3,0,5,189, ,
5,2640,B,48,88,105,0,0,66,0,0,12,319, ,
5,2640,C1,48,81,89,0,1,78,9,0,19,325, ,
5,2641,B,72,106,35,0,2,4,5,0,9,233, ,
5,2642,B,54,132,57,0,0,8,15,0,13,279, ,
5,2642,C1,70,119,48,0,1,15,21,0,12,286, ,
5,2642,C2,79,133,44,0,1,14,21,0,7,299, ,
5,2643,B,138,77,59,0,1,10,12,0,4,301, ,
5,2643,C1,139,109,31,0,3,11,9,0,6,308, ,
5,2643,C2,148,95,54,0,0,9,8,0,11,325, ,
5,2643,C3,130,96,65,0,1,8,3,0,7,310, ,
5,2644,B,38,112,47,0,0,8,1,0,7,213, ,
5,2644,C1,33,96,56,0,0,8,17,0,7,217, ,
5,2645,B,32,30,46,0,2,8,6,0,4,128, ,
5,2645,E1,41,23,34,0,0,1,2,0,3,104, ,
5,2646,B,85,80,37,0,6,24,11,2,7,252, ,
5,2646,C1,85,79,39,0,2,22,4,0,20,251, ,
5,2647,B,29,23,102,0,1,8,1,0,9,173, ,
5,2647,C1,11,19,121,0,1,8,0,0,2,162, ,
5,2648,B,98,75,117,0,2,21,1,0,19,333, ,
5,2648,C1,113,64,117,0,0,16,5,0,0,315, ,
5,2649,B,74,58,132,0,0,10,3,2,2,281, ,
5,2649,C1,82,76,141,0,0,15,2,0,4,320, ,
5,2649,C2,94,64,139,0,0,5,4,0,5,311, ,
6,2966,B,180,234,15,0,1,8,5,0,4,447, ,
6,2966,C1,199,247,29,0,3,5,14,1,5,503, ,
6,2966,C2,195,239,27,0,1,8,4,2,9,485, ,
6,2966,C3,179,246,22,0,1,0,16,0,4,468, ,
6,2966,C4,195,225,19,0,0,9,8,0,4,460, ,
6,2967,B,147,191,15,0,3,7,8,1,5,377, ,
6,2967,C1,153,161,23,0,2,5,6,0,5,355, ,
6,2967,C2,170,161,12,0,1,10,9,2,4,369, ,
6,2968,B,196,171,12,0,0,3,6,0,4,392, ,
6,2968,C1,204,185,17,0,1,4,3,0,2,416, ,
6,2968,C2,185,168,27,0,0,6,1,0,2,389, ,
6,2968,C3,210,160,18,0,0,5,3,0,5,401, ,
6,2969,B,229,233,28,0,0,5,8,1,1,505, ,
6,2969,C1,212,248,30,0,1,8,11,0,8,518, ,
6,2969,C2,237,236,38,0,1,6,11,0,4,533, ,
6,2969,C3,223,254,25,0,1,4,5,0,7,519, ,
6,2969,C4,245,239,23,0,1,4,5,0,3,520, ,
6,2969,C5,217,226,21,0,1,7,6,1,6,485, ,
6,2969,C6,214,269,27,0,0,2,16,0,1,529, ,
6,2969,C7,232,239,26,0,1,3,7,0,2,510, ,
6,2969,C8,235,243,27,0,2,5,12,2,2,528, ,
6,2969,C9,217,259,29,0,0,5,15,0,3,528, ,
6,2970,B,207,214,23,0,1,6,3,0,4,458, ,
6,2970,C1,168,228,31,0,1,7,3,0,2,440, ,
6,2970,C2,152,189,26,0,0,4,8,1,5,385, ,
6,2971,B,157,225,22,0,2,6,6,0,4,422, ,
6,2971,C1,152,258,23,0,0,6,4,0,2,445, ,
6,2972,B,147,182,14,0,1,11,11,0,2,368, ,
6,2972,C1,141,164,14,0,0,2,13,0,5,339, ,
6,2972,C2,130,200,16,0,1,5,14,0,3,369, ,
6,2972,C3,123,200,14,0,3,8,13,0,2,363, ,
6,2973,B,123,148,13,0,0,3,3,4,2,296, ,
6,2973,C1,129,148,20,0,0,4,5,0,0,306, ,
6,2973,C2,126,143,21,0,0,3,6,0,3,302, ,
6,2974,B,155,190,21,0,0,5,7,0,5,383, ,
6,2974,C1,161,199,19,0,1,2,4,0,6,392, ,
6,2974,C2,163,187,24,0,0,4,9,0,2,389, ,
6,2975,B,168,167,20,0,0,2,5,0,2,364, ,
6,2975,C1,175,170,16,0,1,4,8,0,0,374, ,
6,2975,C2,160,181,24,0,1,9,6,1,2,384, ,
6,2976,B,212,230,28,0,0,3,8,1,4,486, ,
6,2976,C1,225,216,23,0,1,3,6,0,5,479, ,
6,2976,C10,209,218,22,0,0,5,7,0,3,464, ,
6,2976,C11,181,228,35,0,0,4,8,1,2,459, ,
6,2976,C12,206,235,20,0,4,7,3,0,4,479, ,
6,2976,C2,221,198,24,0,0,3,12,0,8,466, ,
6,2976,C3,217,227,27,0,0,5,10,0,0,486, ,
6,2976,C4,237,192,27,0,1,10,1,0,2,470, ,
6,2976,C5,197,226,25,0,0,8,0,0,3,459, ,
6,2976,C6,220,237,21,0,1,4,5,0,6,494, ,
6,2976,C7,225,209,18,0,1,6,9,1,6,475, ,
6,2976,C8,231,172,26,0,1,5,4,0,2,441, ,
6,2976,C9,213,207,17,0,0,9,6,0,3,455, ,
6,2977,B,151,193,26,0,0,7,9,0,3,389, ,
6,2977,C1,142,175,22,0,2,6,10,2,6,365, ,
6,2978,B,156,167,13,0,1,5,1,0,2,345, ,
6,2978,C1,132,187,20,0,0,8,7,0,1,355, ,
6,3018,B,147,180,14,0,1,4,2,0,7,355, ,
6,3018,C1,125,188,15,0,2,5,3,2,5,345, ,
6,3018,C2,151,212,18,0,0,4,2,1,8,396, ,
6,3018,C3,142,179,11,0,1,3,3,0,29,368, ,
6,3018,C4,158,186,22,0,2,4,3,0,13,388, ,
6,3018,C5,148,153,17,0,1,3,4,0,13,339, ,
6,3018,C6,102,206,15,0,1,2,5,0,7,338, ,
6,3019,B,138,250,18,0,0,8,0,3,7,424, ,
6,3019,C1,139,231,25,0,2,3,3,0,7,410, ,
6,3019,C2,142,256,15,0,0,6,1,1,5,426, ,
6,3019,C3,112,247,19,0,1,7,4,0,10,400, ,
6,3020,B,128,264,20,0,0,1,4,0,5,422, ,
6,3020,C1,135,227,22,0,4,6,6,0,5,405, ,
6,3020,C2,114,221,17,0,0,7,6,0,0,365, ,
6,3020,C3,146,239,13,0,3,1,4,0,9,415, ,
6,3020,C4,157,241,20,0,2,9,3,1,2,435, ,
6,3021,B,113,212,6,0,0,3,4,0,7,345, ,
6,3021,C1,88,225,20,0,1,5,3,0,10,352, ,
6,3021,C2,125,190,9,0,1,3,1,0,13,342, ,
6,3022,B,105,281,17,0,0,4,4,2,21,434, ,
6,3022,C1,110,290,14,0,2,6,3,1,9,435, ,
6,3022,C2,110,268,17,0,0,2,0,0,8,405, ,
6,3023,B,137,194,12,0,2,6,8,0,8,367, ,
6,3023,C1,117,178,19,0,0,5,5,1,7,332, ,
6,3023,C2,137,188,16,0,2,3,3,2,7,358, ,
6,3023,C3,125,188,29,0,2,3,7,0,31,385, ,
6,3023,C4,126,180,19,0,2,3,4,1,12,347, ,
6,3023,C5,138,214,22,0,0,4,1,0,7,386, ,
6,3023,C6,128,183,20,0,2,4,5,2,14,358, ,
6,3023,C7,116,205,27,0,0,3,2,0,10,363, ,
6,3024,B,155,193,27,0,0,5,1,0,8,389, ,
6,3024,C1,122,220,20,0,1,4,5,0,9,381, ,
6,3024,C10,152,201,28,0,3,8,12,3,7,414, ,
6,3024,C2,145,214,19,0,3,14,11,0,5,411, ,
6,3024,C3,146,224,21,0,0,6,7,0,14,418, ,
6,3024,C4,134,212,27,0,2,9,3,0,9,396, ,
6,3024,C5,133,196,29,0,1,6,2,3,6,376, ,
6,3024,C6,166,194,22,0,0,10,4,0,5,401, ,
6,3024,C7,142,213,25,0,0,5,5,0,5,395, ,
6,3024,C8,113,216,31,0,1,2,4,1,3,371, ,
6,3024,C9,130,212,28,0,0,8,4,0,12,394, ,
6,3025,B,81,111,5,0,1,0,2,0,1,201, ,
6,3030,B,113,179,18,0,3,7,3,0,9,332, ,
6,3030,C1,147,175,22,0,0,8,5,0,5,362, ,
6,3030,C2,109,216,21,0,4,4,7,0,6,367, ,
6,3030,E1,89,113,14,0,1,6,3,0,7,233, ,
6,3030,E1 C1,89,98,12,0,1,4,4,0,5,213, ,
6,3031,B,152,166,11,0,1,4,3,0,7,344, ,
6,3031,C1,145,177,14,0,1,1,2,3,4,347, ,
6,3031,C2,110,156,20,0,1,10,3,0,9,309, ,
6,3031,C3,125,171,24,0,0,3,0,0,13,336, ,
6,3032,B,223,240,23,0,0,5,8,1,4,504, ,
6,3032,C1,217,217,32,0,3,5,7,0,6,487, ,
6,3032,C10,217,230,14,0,3,7,7,1,7,486, ,
6,3032,C11,227,239,13,0,1,8,4,0,6,498, ,
6,3032,C12,215,219,25,0,1,4,12,0,3,479, ,
6,3032,C13,226,216,21,0,0,3,8,0,3,477, ,
6,3032,C14,215,240,33,0,1,6,4,0,4,503, ,
6,3032,C2,229,210,14,0,0,2,9,0,6,470, ,
6,3032,C3,223,213,25,0,1,2,8,0,4,476, ,
6,3032,C4,202,224,30,0,4,7,7,0,2,476, ,
6,3032,C5,226,212,17,0,1,8,12,0,2,478, ,
6,3032,C6,193,250,26,0,1,8,5,2,4,489, ,
6,3032,C7,221,228,28,0,2,9,8,0,7,503, ,
6,3032,C8,203,207,24,0,0,2,2,0,7,445, ,
6,3032,C9,197,235,15,0,0,13,4,0,3,467, ,
6,3033,B,233,225,30,0,0,4,6,0,4,502, ,
6,3033,C1,225,212,25,0,1,7,5,0,4,479, ,
6,3033,C2,203,242,22,0,0,4,10,0,4,485, ,
6,3033,C3,186,242,29,0,1,7,7,0,4,476, ,
6,3033,C4,246,217,20,0,0,10,7,0,3,503, ,
6,3033,C5,203,245,34,0,3,10,5,0,6,506, ,
6,3033,C6,209,212,25,0,0,15,6,0,10,477, ,
6,3033,C7,197,214,28,0,3,7,5,0,4,458, ,
6,3034,B,131,182,16,0,0,5,1,1,1,337, ,
6,3034,C1,132,187,11,0,1,6,1,0,8,346, ,
6,3034,C2,114,182,23,0,0,3,4,1,5,332, ,
6,3035,B,182,231,33,0,1,2,4,1,5,459, ,
6,3035,C1,191,212,23,0,1,3,1,0,8,439, ,
6,3036,B,162,199,9,0,1,2,6,0,2,381, ,
6,3036,C1,179,213,13,0,1,4,3,0,2,415, ,
6,3036,C2,174,190,16,0,0,5,8,1,2,396, ,
6,3037,B,170,226,16,0,0,5,3,1,4,425, ,
6,3037,C1,191,195,18,0,3,4,6,3,2,422, ,
6,3037,C2,168,205,21,0,0,5,2,1,4,406, ,
6,3038,B,203,216,18,0,1,6,9,0,7,460, ,
6,3038,C1,210,206,24,0,0,6,12,0,6,464, ,
6,3038,C2,204,213,31,0,1,6,13,0,3,471, ,
6,3039,B,168,185,15,0,2,0,5,0,4,379, ,
6,3039,C1,130,204,19,0,2,3,9,0,2,369, ,
6,3039,C2,155,156,19,0,0,6,6,2,3,347, ,
6,3040,B,123,199,26,0,1,5,3,0,1,358, ,
6,3040,C1,133,179,20,0,2,5,6,0,10,355, ,
6,3040,C2,147,196,16,0,0,3,7,0,3,372, ,
6,3041,B,133,185,26,0,0,5,8,0,5,362, ,
6,3041,C1,143,196,21,0,1,5,5,2,6,379, ,
6,3042,B,129,205,16,0,0,6,7,0,5,368, ,
6,3042,C1,138,175,9,0,2,3,1,0,0,328, ,
6,3042,C2,142,193,17,0,0,5,5,1,3,366, ,
6,3043,B,157,217,13,0,1,8,3,0,7,406, ,
6,3043,C1,132,229,9,0,0,6,7,1,6,390, ,
6,3044,B,89,147,11,0,0,3,5,0,4,259, ,
6,3044,C1,101,136,9,0,1,3,4,0,3,257, ,
6,3045,B,174,274,16,0,1,2,2,1,11,481, ,
6,3045,C1,190,267,16,0,1,6,4,0,0,484, ,
6,3046,B,178,232,18,0,1,5,4,1,6,445, ,
6,3046,C1,162,243,26,0,0,7,8,0,8,454, ,
6,3046,C2,174,232,17,0,0,4,4,1,9,441, ,
6,3047,B,143,190,13,0,0,5,2,0,3,356, ,
6,3047,C1,133,215,12,0,0,5,3,2,6,376, ,
6,3048,B,170,197,20,0,2,4,3,2,1,399, ,
6,3048,C1,162,190,10,0,5,6,7,0,4,384, ,
6,3048,C2,170,189,15,0,3,3,10,0,2,392, ,
6,3048,C3,166,218,10,0,1,10,2,0,2,409, ,
6,3049,B,134,161,18,0,0,4,5,0,10,332, ,
6,3049,C1,138,190,20,0,0,2,12,1,5,368, ,
6,3049,C2,138,169,14,0,2,5,2,0,9,339, ,
6,3059,B,154,194,23,0,2,2,5,0,8,388, ,
6,3059,C1,161,218,23,0,1,5,11,1,6,426, ,
6,3060,B,105,131,13,0,3,2,1,0,9,264, ,
6,3060,C1,106,118,18,0,1,3,5,0,7,258, ,
6,3061,B,125,150,15,0,1,3,3,1,8,306, ,
6,3061,C1,110,162,21,0,2,2,4,1,10,312, ,
6,3061,C2,130,142,28,0,1,4,3,0,6,314, ,
6,3061,C3,129,140,23,0,0,3,3,0,3,301, ,
6,3062,B,169,241,24,0,1,6,5,1,12,459, ,
6,3062,C1,135,186,30,0,0,7,3,0,12,373, ,
6,3063,B,133,203,20,0,2,7,4,0,6,375, ,
6,3063,C1,121,163,26,0,1,4,8,1,8,332, ,
6,3064,B,124,202,30,0,1,2,5,1,5,370, ,
6,3064,C1,147,198,14,0,2,4,6,0,0,371, ,
6,3064,C2,143,183,15,0,0,2,4,0,5,352, ,
6,3065,B,165,225,22,0,1,3,11,0,5,432, ,
6,3065,C1,161,205,32,0,0,2,5,0,9,414, ,
6,3065,C2,156,236,19,0,0,3,8,0,8,430, ,
6,3066,B,126,193,17,0,1,3,1,0,3,344, ,
6,3066,C1,195,174,13,0,1,3,5,0,3,394, ,
6,3066,C2,150,164,17,0,1,3,4,1,2,342, ,
6,3116,B,220,218,17,0,1,4,3,0,5,468, ,
6,3116,C1,193,231,19,0,2,1,2,0,2,450, ,
6,3116,C2,228,196,13,0,3,3,2,1,3,449, ,
6,3116,C3,174,219,17,0,1,2,6,0,4,423, ,
6,3116,C4,162,250,15,0,2,5,6,0,11,451, ,
6,3116,C5,200,194,25,0,2,4,2,0,4,431, ,
6,3116,C6,181,231,19,0,1,5,6,0,6,449, ,
6,3116,C7,182,233,13,0,0,3,4,0,6,441, ,
6,3116,C8,195,225,12,0,2,3,5,0,6,448, ,
6,3117,B,130,226,17,0,0,6,3,0,9,391, ,
6,3117,C1,121,211,15,0,0,10,4,0,9,370, ,
6,3117,C2,107,226,29,0,0,10,1,2,9,384, ,
6,3118,B,112,195,15,0,1,6,4,1,11,345, ,
6,3118,C1,109,183,26,0,0,4,4,1,8,335, ,
6,3118,C2,98,195,18,0,2,8,5,1,11,338, ,
6,3118,C3,76,217,22,0,1,7,5,0,6,334, ,
6,3119,B,132,198,34,0,0,0,0,3,4,371, ,
6,3119,C1,120,171,26,0,2,9,5,0,13,346, ,
6,3119,C2,129,191,45,0,2,7,6,0,9,389, ,
6,3119,C3,127,210,40,0,1,4,2,2,9,395, ,
6,3119,C4,125,180,25,0,3,8,3,0,14,358, ,
6,3119,S1,20,23,4,0,0,0,1,0,0,48, ,
6,3120,B,113,210,43,0,2,3,9,0,10,390, ,
6,3120,C1,119,260,39,0,3,5,6,4,14,450, ,
6,3120,C2,113,238,27,0,2,11,5,3,14,413, ,
6,3120,C3,114,251,26,0,0,3,6,1,5,406, ,
6,3121,B,151,220,33,0,2,4,3,1,5,419, ,
6,3121,C1,145,248,25,0,2,7,2,2,5,436, ,
6,3121,C2,142,208,27,0,0,10,5,0,9,401, ,
6,3121,C3,166,214,35,0,1,4,9,0,8,437, ,
6,3121,C4,145,217,24,0,3,9,10,1,11,420, ,
6,3122,B,141,207,23,0,0,13,6,1,7,398, ,
6,3122,C1,125,217,30,0,1,5,7,1,12,398, ,
6,3122,C2,143,208,24,0,1,9,2,1,15,403, ,
6,3122,C3,145,197,26,0,2,6,2,0,16,394, ,
6,3122,C4,118,198,27,0,2,6,5,0,8,364, ,
6,3122,C5,126,231,37,0,0,11,8,0,6,419, ,
6,3150,B,138,231,37,0,3,2,2,0,11,424, ,
