dtto,municipio,secc,PAN_UDC,PRI_PVEM PNA_PPC,PRI_PNA PSD,PRI_PNA PPC,PRI,PRD,PT,PVEM,CONV,PNA,PSDC,PPC,CC1,VALIDOS,NULOS,TOTAL
07,TORREON,1540,234,0,0,0,361,6,6,3,0,3,1,3,1,618,9,627
07,TORREON,1541,108,0,0,0,177,5,1,1,0,4,1,1,0,298,14,312
07,TORREON,1542,121,0,0,0,211,0,2,5,2,0,0,0,0,341,3,344
07,TORREON,1543,165,0,0,0,244,8,5,1,0,3,0,3,0,429,8,437
07,TORREON,1544,98,0,0,0,120,1,2,2,1,0,0,2,1,227,1,228
07,TORREON,1545,145,0,0,0,172,4,3,1,0,2,1,1,1,330,4,334
07,TORREON,1546,94,0,0,0,213,5,9,3,2,3,0,4,0,333,6,339
07,TORREON,1547,206,0,0,0,280,6,5,4,2,8,1,3,0,515,12,527
07,TORREON,1571,52,0,0,0,75,5,0,3,0,0,0,1,2,138,1,139
07,TORREON,1572,78,0,0,0,234,4,4,3,3,2,2,0,1,331,6,337
07,TORREON,1573,125,0,0,0,94,0,2,2,0,1,0,1,0,225,8,233
07,TORREON,1574,99,0,0,0,163,2,0,7,1,3,0,2,0,277,5,282
07,TORREON,1575,119,0,0,0,114,1,5,3,3,7,0,2,12,266,5,271
07,TORREON,1576,132,0,0,0,165,5,7,2,4,9,0,2,1,327,4,331
07,TORREON,1577,145,0,0,0,197,7,6,2,2,4,3,0,42,408,11,419
07,TORREON,1578,86,0,0,0,162,1,2,1,0,0,0,1,1,254,10,264
07,TORREON,1579,152,0,0,0,162,3,2,0,1,3,0,4,0,327,12,339
07,TORREON,1580,36,0,0,0,67,0,2,0,0,1,0,0,0,106,3,109
07,TORREON,1581,80,0,0,0,190,9,5,4,2,3,0,0,0,293,6,299
07,TORREON,1582,53,0,0,0,140,1,5,2,0,1,0,0,1,203,5,208
07,TORREON,1583,162,0,0,0,292,5,5,2,1,3,0,0,0,470,4,474
07,TORREON,1584,86,0,0,0,245,2,2,1,1,1,1,0,3,342,4,346
07,TORREON,1585,105,0,0,0,128,0,4,0,0,0,0,0,0,237,5,242
07,TORREON,1586,93,0,0,0,199,3,2,0,0,0,0,0,0,297,4,301
07,TORREON,1587,80,0,0,0,151,1,0,0,1,0,0,1,0,234,12,246
07,TORREON,1588,47,0,0,0,126,1,1,0,0,0,0,0,0,175,6,181
07,TORREON,1589,75,0,0,0,115,1,1,1,3,0,1,0,0,197,7,204
07,TORREON,1590,92,0,0,0,172,3,3,5,0,0,1,0,0,276,5,281
07,TORREON,1591,100,0,0,0,215,1,4,0,1,0,0,0,0,321,2,323
07,TORREON,1592,96,0,0,0,175,0,1,1,0,0,0,0,0,273,5,278
07,TORREON,1593,81,0,0,0,276,4,7,2,0,0,0,8,4,382,6,388
07,TORREON,1594,28,0,0,0,107,0,2,1,0,0,0,1,0,139,5,144
07,TORREON,1595,86,0,0,0,143,3,6,0,1,1,0,11,0,251,8,259
07,TORREON,1596,36,0,0,0,166,0,0,0,0,0,2,10,0,214,1,215
07,TORREON,1597,60,0,0,0,249,2,3,2,1,1,0,0,0,318,12,330
07,TORREON,1598,111,0,0,0,234,2,2,1,0,2,0,0,0,352,6,358
07,TORREON,1599,37,0,0,0,293,2,1,2,0,0,1,3,0,339,6,345
07,TORREON,1600,36,0,0,0,143,5,0,1,0,0,1,4,1,191,3,194
07,TORREON,1601,20,0,0,0,107,0,0,0,0,0,0,0,0,127,7,134
07,TORREON,1602,27,0,0,0,244,2,2,2,0,0,0,0,0,277,4,281
07,TORREON,1603,18,0,0,0,209,0,0,0,2,0,0,0,0,229,7,236
07,TORREON,1604,35,0,0,0,296,0,0,1,0,0,0,0,1,333,10,343
07,TORREON,1605,59,0,0,0,180,2,2,1,1,0,0,1,0,246,8,254
07,TORREON,1606,26,0,0,0,173,1,1,2,0,0,0,0,0,203,6,209
07,TORREON,1607,40,0,0,0,104,0,0,0,0,0,0,0,0,144,2,146
07,TORREON,1608,25,0,0,0,133,3,2,1,0,0,0,1,0,165,4,169
07,TORREON,1609,16,0,0,0,117,0,0,0,1,0,0,1,0,135,2,137
07,TORREON,1610,15,0,0,0,89,0,1,1,1,0,0,0,0,107,5,112
08,TORREON,1218,590,213,0,0,0,18,12,0,7,0,3,0,0,843,41,884
08,TORREON,1219,447,110,0,0,0,7,5,0,1,0,4,0,0,574,15,589
08,TORREON,1220,239,387,0,0,0,9,7,0,7,0,0,0,0,649,12,661
08,TORREON,1221,232,388,0,0,0,8,9,0,19,0,0,0,0,656,19,675
08,TORREON,1222,298,281,0,0,0,10,9,0,4,0,3,0,0,605,15,620
08,TORREON,1223,187,316,0,0,0,3,5,0,6,0,5,0,0,522,14,536
08,TORREON,1224,249,381,0,0,0,6,9,0,4,0,5,0,0,654,23,677
08,TORREON,1225,173,300,0,0,0,5,10,0,6,0,6,0,0,500,12,512
08,TORREON,1226,130,220,0,0,0,6,8,0,0,0,0,0,0,364,7,371
08,TORREON,1227,507,191,0,0,0,13,15,0,6,0,5,0,0,737,40,777
08,TORREON,1228,459,171,0,0,0,12,12,0,5,0,2,0,0,661,33,694
08,TORREON,1229,144,308,0,0,0,6,4,0,7,0,2,0,0,471,9,480
08,TORREON,1230,141,333,0,0,0,10,9,0,7,0,1,0,0,501,13,514
08,TORREON,1231,149,201,0,0,0,12,9,0,5,0,1,0,0,377,11,388
08,TORREON,1232,387,156,0,0,0,6,18,0,9,0,3,0,0,579,31,610
08,TORREON,1233,388,203,0,0,0,11,6,0,6,0,2,0,0,616,31,647
08,TORREON,1234,193,186,0,0,0,10,15,0,4,0,2,0,0,410,10,420
08,TORREON,1235,179,184,0,0,0,2,13,0,15,0,2,0,0,395,17,412
08,TORREON,1236,163,168,0,0,0,5,16,0,3,0,2,0,0,357,20,377
08,TORREON,1237,171,207,0,0,0,5,3,0,4,0,2,0,0,392,21,413
08,TORREON,1238,158,190,0,0,0,6,4,0,2,0,6,0,0,366,14,380
08,TORREON,1239,195,176,0,0,0,12,9,0,9,0,2,0,0,403,16,419
08,TORREON,1240,165,296,0,0,0,5,5,0,8,0,2,0,0,481,18,499
08,TORREON,1241,191,189,0,0,0,13,15,0,3,0,4,0,0,415,17,432
08,TORREON,1242,250,270,0,0,0,7,9,0,5,0,2,0,0,543,15,558
08,TORREON,1243,190,193,0,0,0,9,7,0,2,0,2,0,0,403,16,419
08,TORREON,1244,135,185,0,0,0,3,4,0,2,0,2,0,0,331,18,349
08,TORREON,1245,147,310,0,0,0,3,15,0,3,0,0,0,0,478,19,497
08,TORREON,1246,137,216,0,0,0,13,7,0,6,0,6,0,0,385,18,403
08,TORREON,1247,229,410,0,0,0,13,10,0,3,0,3,0,0,668,16,684
08,TORREON,1248,244,434,0,0,0,13,9,0,8,0,1,0,0,709,23,732
08,TORREON,1249,160,251,0,0,0,6,5,0,7,0,0,0,0,429,14,443
08,TORREON,1250,182,300,0,0,0,9,9,0,15,0,2,0,0,517,8,525
08,TORREON,1251,83,255,0,0,0,3,3,0,2,0,0,0,0,346,6,352
08,TORREON,1252,104,336,0,0,0,6,4,0,3,0,2,0,0,455,19,474
08,TORREON,1253,159,340,0,0,0,6,8,0,0,0,1,0,0,514,13,527
08,TORREON,1254,213,397,0,0,0,8,7,0,4,0,2,0,0,631,20,651
08,TORREON,1255,152,224,0,0,0,6,9,0,2,0,1,0,0,394,8,402
08,TORREON,1256,106,224,0,0,0,6,9,0,0,0,2,0,0,347,23,370
08,TORREON,1257,191,506,0,0,0,12,14,0,9,0,2,0,0,734,13,747
08,TORREON,1258,233,587,0,0,0,8,13,0,9,0,3,0,0,853,20,873
08,TORREON,1259,199,418,0,0,0,11,10,0,10,0,8,0,0,656,28,684
08,TORREON,1260,11,10,0,0,0,0,0,0,0,0,0,0,0,21,2,23
08,TORREON,1261,257,672,0,0,0,8,9,0,5,0,4,0,0,955,32,987
08,TORREON,1262,87,345,0,0,0,6,5,0,3,0,0,0,0,446,6,452
08,TORREON,1263,102,353,0,0,0,2,5,0,4,0,2,0,0,468,9,477
08,TORREON,1264,188,567,0,0,0,6,10,0,8,0,4,0,0,783,20,803
08,TORREON,1265,110,339,0,0,0,0,6,0,5,0,1,0,0,461,12,473
08,TORREON,1266,244,691,0,0,0,16,6,0,8,0,2,0,0,967,44,1011
08,TORREON,1267,158,525,0,0,0,19,2,0,8,0,3,0,0,715,27,742
08,TORREON,1268,104,161,0,0,0,5,7,0,1,0,0,0,0,278,7,285
08,TORREON,1269,76,358,0,0,0,7,9,0,2,0,1,0,0,453,4,457
08,TORREON,1270,77,413,0,0,0,6,9,0,0,0,0,0,0,505,10,515
08,TORREON,1271,169,542,0,0,0,8,10,0,7,0,2,0,0,738,24,762
08,TORREON,1272,78,482,0,0,0,7,5,0,2,0,1,0,0,575,6,581
08,TORREON,1273,162,354,0,0,0,5,7,0,3,0,2,0,0,533,7,540
08,TORREON,1274,130,447,0,0,0,5,4,0,1,0,4,0,0,591,6,597
08,TORREON,1275,192,380,0,0,0,5,16,0,2,0,4,0,0,599,23,622
08,TORREON,1276,167,491,0,0,0,15,17,0,8,0,1,0,0,699,18,717
08,TORREON,1277,134,457,0,0,0,5,11,0,2,0,6,0,0,615,21,636
08,TORREON,1278,85,420,0,0,0,6,1,0,0,0,2,0,0,514,18,532
08,TORREON,1279,71,298,0,0,0,5,1,0,5,0,0,0,0,380,15,395
08,TORREON,1280,44,263,0,0,0,2,4,0,1,0,0,0,0,314,7,321
08,TORREON,1281,43,202,0,0,0,3,3,0,5,0,0,0,0,256,11,267
08,TORREON,1282,107,242,0,0,0,2,1,0,5,0,1,0,0,358,17,375
08,TORREON,1283,151,413,0,0,0,11,5,0,4,0,0,0,0,584,23,607
08,TORREON,1284,47,221,0,0,0,1,5,0,1,0,3,0,0,278,6,284
08,TORREON,1285,124,344,0,0,0,8,3,0,1,0,4,0,0,484,12,496
08,TORREON,1286,83,212,0,0,0,3,4,0,0,0,0,0,0,302,6,308
08,TORREON,1287,106,354,0,0,0,8,11,0,4,0,2,0,0,485,15,500
08,TORREON,1288,12,167,0,0,0,3,2,0,0,0,0,0,0,184,0,184
08,TORREON,1289,0,158,0,0,0,0,3,0,3,0,2,0,0,166,6,172
08,TORREON,1290,58,217,0,0,0,5,6,0,0,0,1,0,0,287,7,294
08,TORREON,1291,87,373,0,0,0,7,4,0,6,0,2,0,0,479,16,495
08,TORREON,1292,75,280,0,0,0,6,5,0,2,0,1,0,0,369,8,377
08,TORREON,1293,46,225,0,0,0,2,3,0,5,0,0,0,0,281,10,291
08,TORREON,1294,54,477,0,0,0,4,3,0,1,0,0,0,0,539,9,548
08,TORREON,1295,46,365,0,0,0,8,2,0,3,0,1,0,0,425,7,432
08,TORREON,1296,55,340,0,0,0,3,4,0,1,0,2,0,0,405,3,408
08,TORREON,1297,65,250,0,0,0,6,1,0,1,0,0,0,0,323,7,330
08,TORREON,1298,88,355,0,0,0,4,5,0,1,0,1,0,0,454,11,465
08,TORREON,1299,57,315,0,0,0,2,4,0,2,0,2,0,0,382,14,396
08,TORREON,1300,85,336,0,0,0,2,10,0,5,0,1,0,0,439,27,466
08,TORREON,1301,53,302,0,0,0,7,4,0,3,0,0,0,0,369,12,381
08,TORREON,1302,94,315,0,0,0,4,4,0,4,0,1,0,0,422,9,431
08,TORREON,1303,51,298,0,0,0,1,1,0,3,0,0,0,0,354,6,360
08,TORREON,1304,56,272,0,0,0,2,3,0,3,0,1,0,0,337,14,351
08,TORREON,1305,34,187,0,0,0,0,3,0,0,0,3,0,0,227,3,230
08,TORREON,1306,113,316,0,0,0,4,6,0,7,0,4,0,0,450,19,469
08,TORREON,1307,72,353,0,0,0,3,6,0,1,0,0,0,0,435,22,457
08,TORREON,1308,72,328,0,0,0,5,3,0,8,0,1,0,0,417,8,425
08,TORREON,1309,88,724,0,0,0,9,12,0,2,0,0,0,0,835,11,846
08,TORREON,1332,217,471,0,0,0,16,11,0,9,0,13,0,0,737,17,754
08,TORREON,1333,214,327,0,0,0,10,13,0,7,0,4,0,0,575,26,601
08,TORREON,1334,184,269,0,0,0,10,8,0,9,0,3,0,0,483,15,498
08,TORREON,1335,129,170,0,0,0,9,5,0,4,0,0,0,0,317,9,326
08,TORREON,1336,174,492,0,0,0,8,9,0,3,0,2,0,0,688,20,708
08,TORREON,1337,152,399,0,0,0,5,9,0,3,0,2,0,0,570,15,585
08,TORREON,1338,191,481,0,0,0,18,12,0,2,0,4,0,0,708,23,731
08,TORREON,1339,279,382,0,0,0,14,20,0,7,0,2,0,0,704,21,725
08,TORREON,1340,186,482,0,0,0,12,9,0,6,0,1,0,0,696,18,714
08,TORREON,1341,189,442,0,0,0,9,7,0,4,0,11,0,0,662,14,676
08,TORREON,1368,339,400,0,0,0,12,13,0,5,0,3,0,0,772,28,800
08,TORREON,1369,237,316,0,0,0,8,15,0,9,0,5,0,0,590,18,608
08,TORREON,1370,163,184,0,0,0,7,3,0,7,0,1,0,0,365,18,383
08,TORREON,1371,147,272,0,0,0,12,13,0,3,0,1,0,0,448,14,462
08,TORREON,1372,189,258,0,0,0,4,10,0,5,0,0,0,0,466,14,480
08,TORREON,1373,210,277,0,0,0,9,21,0,3,0,0,0,0,520,18,538
08,TORREON,1374,295,307,0,0,0,16,9,0,9,0,4,0,0,640,40,680
08,TORREON,1375,196,319,0,0,0,9,9,0,8,0,0,0,0,541,12,553
08,TORREON,1376,319,276,0,0,0,13,15,0,5,0,1,0,0,629,27,656
08,TORREON,1377,298,396,0,0,0,19,13,0,5,0,2,0,0,733,21,754
08,TORREON,1378,205,340,0,0,0,12,7,0,4,0,4,0,0,572,26,598
08,TORREON,1379,197,187,0,0,0,3,13,0,6,0,4,0,0,410,10,420
08,TORREON,1392,479,171,0,0,0,7,12,0,5,0,2,0,0,676,39,715
08,TORREON,1393,621,189,0,0,0,5,8,0,8,0,4,0,0,835,42,877
08,TORREON,1394,164,176,0,0,0,6,5,0,1,0,3,0,0,355,16,371
08,TORREON,1395,458,231,0,0,0,7,14,0,2,0,1,0,0,713,33,746
08,TORREON,1396,104,212,0,0,0,2,12,0,5,0,3,0,0,338,15,353
08,TORREON,1397,186,444,0,0,0,6,24,0,6,0,10,0,0,676,32,708
08,TORREON,1398,504,346,0,0,0,8,18,0,11,0,2,0,0,889,29,918
08,TORREON,1399,357,306,0,0,0,13,14,0,7,0,3,0,0,700,33,733
08,TORREON,1400,380,140,0,0,0,10,7,0,3,0,4,0,0,544,23,567
08,TORREON,1401,389,174,0,0,0,12,15,0,7,0,1,0,0,598,36,634
08,TORREON,1402,548,194,0,0,0,9,21,0,4,0,5,0,0,781,47,828
08,TORREON,1424,241,348,0,0,0,9,6,0,4,0,2,0,0,610,20,630
08,TORREON,1425,212,529,0,0,0,8,21,0,9,0,7,0,0,786,21,807
08,TORREON,1426,94,502,0,0,0,7,13,0,5,0,2,0,0,623,29,652
08,TORREON,1427,181,513,0,0,0,9,13,0,7,0,4,0,0,727,19,746
08,TORREON,1428,192,398,0,0,0,11,15,0,9,0,4,0,0,629,19,648
08,TORREON,1429,209,506,0,0,0,17,13,0,5,0,3,0,0,753,20,773
08,TORREON,1430,268,617,0,0,0,21,19,0,4,0,7,0,0,936,16,952
08,TORREON,1431,164,413,0,0,0,7,7,0,3,0,2,0,0,596,19,615
08,TORREON,1432,161,442,0,0,0,13,6,0,5,0,2,0,0,629,24,653
08,TORREON,1433,181,479,0,0,0,6,13,0,5,0,0,0,0,684,9,693
08,TORREON,1434,217,331,0,0,0,8,22,0,3,0,4,0,0,585,27,612
08,TORREON,1435,124,302,0,0,0,7,5,0,3,0,2,0,0,443,20,463
09,TORREON,1172,386,0,0,272,0,7,9,5,9,0,6,0,0,694,23,717
09,TORREON,1173,441,0,0,503,0,9,14,9,7,0,4,0,0,987,31,1018
09,TORREON,1174,226,0,0,222,0,12,10,4,0,0,0,0,0,474,10,484
09,TORREON,1175,215,0,0,340,0,8,10,5,1,0,2,0,0,581,19,600
09,TORREON,1176,429,0,0,477,0,19,21,5,7,0,3,0,0,961,42,1003
09,TORREON,1177,722,0,0,537,0,12,15,19,12,0,7,0,0,1324,57,1381
09,TORREON,1178,280,0,0,277,0,9,5,4,5,0,0,0,0,580,11,591
09,TORREON,1179,401,0,0,655,0,6,15,15,4,0,5,0,0,1101,27,1128
09,TORREON,1180,980,0,0,1368,0,19,19,24,10,0,9,0,0,2429,69,2498
09,TORREON,1181,243,0,0,389,0,8,10,10,6,0,5,0,0,671,15,686
09,TORREON,1182,203,0,0,366,0,10,10,10,8,0,2,0,0,609,22,631
09,TORREON,1183,770,0,0,310,0,12,19,18,19,0,3,0,0,1151,60,1211
09,TORREON,1184,1415,0,0,1579,0,183,49,46,12,0,4,0,0,3288,92,3380
09,TORREON,1185,249,0,0,515,0,7,14,12,4,0,4,0,0,805,22,827
09,TORREON,1186,160,0,0,330,0,6,8,1,2,0,1,0,0,508,7,515
09,TORREON,1187,434,0,0,212,0,12,10,9,7,0,12,0,0,696,21,717
09,TORREON,1188,314,0,0,309,0,11,7,12,4,0,4,0,0,661,21,682
09,TORREON,1189,202,0,0,492,0,5,9,10,6,0,7,0,0,731,21,752
09,TORREON,1190,197,0,0,559,0,11,5,11,2,0,3,0,0,788,21,809
09,TORREON,1191,212,0,0,322,0,7,9,10,5,0,0,0,0,565,9,574
09,TORREON,1192,326,0,0,390,0,6,12,11,5,0,2,0,0,752,18,770
09,TORREON,1193,614,0,0,526,0,28,19,16,5,0,12,0,0,1220,41,1261
09,TORREON,1194,334,0,0,397,0,19,5,12,2,0,3,0,0,772,26,798
09,TORREON,1195,288,0,0,422,0,20,10,8,5,0,13,0,0,766,31,797
09,TORREON,1196,306,0,0,404,0,5,11,7,6,0,4,0,0,743,19,762
09,TORREON,1197,322,0,0,492,0,8,13,10,1,0,7,0,0,853,26,879
09,TORREON,1198,192,0,0,427,0,8,7,10,4,0,7,0,0,655,18,673
09,TORREON,1199,278,0,0,375,0,10,3,18,4,0,11,0,0,699,27,726
09,TORREON,1200,582,0,0,138,0,1,12,7,14,0,19,0,0,773,43,816
09,TORREON,1201,274,0,0,426,0,10,10,10,4,0,7,0,0,741,34,775
09,TORREON,1202,209,0,0,481,0,5,9,15,5,0,2,0,0,726,21,747
09,TORREON,1203,274,0,0,309,0,10,12,16,13,0,6,0,0,640,27,667
09,TORREON,1204,448,0,0,236,0,10,10,11,7,0,17,0,0,739,36,775
09,TORREON,1205,424,0,0,210,0,12,5,10,3,0,26,0,0,690,22,712
09,TORREON,1206,445,0,0,233,0,12,14,11,19,0,12,0,0,746,34,780
09,TORREON,1207,585,0,0,157,0,11,5,15,6,0,5,0,0,784,45,829
09,TORREON,1208,268,0,0,386,0,15,15,13,3,0,6,0,0,706,21,727
09,TORREON,1209,358,0,0,493,0,11,10,20,5,0,2,0,0,899,23,922
09,TORREON,1210,363,0,0,475,0,11,17,8,7,0,4,0,0,885,32,917
09,TORREON,1211,154,0,0,254,0,8,8,11,5,0,7,0,0,447,12,459
09,TORREON,1212,151,0,0,271,0,5,4,6,4,0,32,0,0,473,9,482
09,TORREON,1213,367,0,0,429,0,17,16,12,2,0,4,0,0,847,34,881
09,TORREON,1214,460,0,0,396,0,17,21,20,10,0,11,0,0,935,40,975
09,TORREON,1215,464,0,0,277,0,13,6,16,6,0,14,0,0,796,35,831
09,TORREON,1216,228,0,0,234,0,9,10,11,5,0,3,0,0,500,25,525
09,TORREON,1217,263,0,0,105,0,4,8,11,10,0,9,0,0,410,18,428
09,TORREON,1310,1692,0,0,2715,0,66,63,71,27,0,19,0,0,4653,105,4758
09,TORREON,1311,236,0,0,358,0,21,6,12,8,0,1,0,0,642,21,663
09,TORREON,1312,275,0,0,378,0,26,16,16,7,0,6,0,0,724,21,745
09,TORREON,1315,261,0,0,445,0,12,15,15,3,0,1,0,0,752,20,772
09,TORREON,1316,192,0,0,306,0,17,13,15,3,0,0,0,0,546,15,561
09,TORREON,1317,326,0,0,374,0,26,9,17,7,0,3,0,0,762,26,788
09,TORREON,1318,230,0,0,464,0,16,11,14,6,0,1,0,0,742,17,759
09,TORREON,1319,194,0,0,387,0,22,9,11,4,0,1,0,0,628,23,651
09,TORREON,1320,785,0,0,1201,0,132,29,29,10,0,8,0,0,2194,65,2259
09,TORREON,1321,186,0,0,324,0,8,6,8,2,0,0,0,0,534,10,544
09,TORREON,1322,400,0,0,584,0,26,22,10,8,0,5,0,0,1055,35,1090
09,TORREON,1323,248,0,0,590,0,11,18,12,4,0,1,0,0,884,23,907
09,TORREON,1324,187,0,0,468,0,8,11,14,2,0,0,0,0,690,20,710
09,TORREON,1325,176,0,0,405,0,11,11,11,6,0,4,0,0,624,23,647
09,TORREON,1326,237,0,0,408,0,15,14,33,2,0,4,0,0,713,19,732
09,TORREON,1327,176,0,0,452,0,13,9,8,4,0,2,0,0,664,21,685
09,TORREON,1328,271,0,0,335,0,5,11,12,3,0,1,0,0,638,15,653
09,TORREON,1329,195,0,0,564,0,10,12,19,1,0,1,0,0,802,31,833
09,TORREON,1330,194,0,0,417,0,18,12,9,1,0,1,0,0,652,14,666
09,TORREON,1331,213,0,0,339,0,6,13,4,1,0,1,0,0,577,11,588
09,TORREON,1342,230,0,0,404,0,10,6,11,4,0,1,0,0,666,16,682
09,TORREON,1343,246,0,0,628,0,10,16,5,2,0,0,0,0,907,16,923
09,TORREON,1344,93,0,0,461,0,3,5,11,0,0,0,0,0,573,18,591
09,TORREON,1345,196,0,0,530,0,4,20,7,3,0,1,0,0,761,9,770
09,TORREON,1346,229,0,0,480,0,7,17,10,3,0,2,0,0,748,17,765
09,TORREON,1347,144,0,0,467,0,19,5,12,5,0,4,0,0,656,26,682
09,TORREON,1348,223,0,0,464,0,16,15,13,2,0,1,0,0,734,21,755
09,TORREON,1349,245,0,0,469,0,16,17,14,9,0,2,0,0,772,15,787
09,TORREON,1350,2342,0,0,3029,0,141,103,113,47,0,15,0,0,5790,195,5985
09,TORREON,1351,2297,0,0,3303,0,128,96,97,40,0,17,0,0,5978,169,6147
09,TORREON,1365,1239,0,0,1991,0,95,80,65,27,0,11,0,0,3508,122,3630
09,TORREON,1366,258,0,0,286,0,19,12,8,2,0,3,0,0,588,26,614
09,TORREON,1367,341,0,0,507,0,22,14,9,4,0,2,0,0,899,28,927
09,TORREON,1380,393,0,0,321,0,15,10,13,6,0,1,0,0,759,31,790
09,TORREON,1381,298,0,0,287,0,5,12,12,2,0,2,0,0,618,22,640
10,FRANCISCO I. MADERO,0131,284,0,0,0,802,14,35,134,29,6,5,2,8,1319,32,1351
10,FRANCISCO I. MADERO,0132,231,0,0,0,415,10,61,79,0,9,1,11,4,821,25,846
10,FRANCISCO I. MADERO,0133,110,0,0,0,363,6,15,10,2,3,0,7,11,527,16,543
10,FRANCISCO I. MADERO,0134,308,0,0,0,680,32,59,45,9,9,4,50,3,1199,24,1223
10,FRANCISCO I. MADERO,0135,184,0,0,0,626,14,36,22,3,24,3,50,5,967,26,993
10,FRANCISCO I. MADERO,0136,152,0,0,0,400,12,20,13,1,19,5,32,4,658,12,670
10,FRANCISCO I. MADERO,0137,172,0,0,0,377,4,13,24,0,3,3,15,0,611,23,634
10,FRANCISCO I. MADERO,0138,193,0,0,0,512,14,16,21,2,17,8,36,0,819,20,839
10,FRANCISCO I. MADERO,0139,155,0,0,0,382,11,24,15,1,9,7,21,1,626,14,640
10,FRANCISCO I. MADERO,0140,119,0,0,0,0,2,23,5,7,2,2,15,1,176,3,179
10,FRANCISCO I. MADERO,0141,147,0,0,0,383,8,18,7,7,8,3,11,1,593,13,606
10,FRANCISCO I. MADERO,0142,190,0,0,0,282,12,34,8,4,16,2,29,0,577,13,590
10,FRANCISCO I. MADERO,0143,232,0,0,0,544,16,21,10,6,12,4,47,1,893,17,910
10,FRANCISCO I. MADERO,0144,189,0,0,0,515,11,21,13,2,7,0,20,2,780,18,798
10,FRANCISCO I. MADERO,0145,205,0,0,0,470,12,22,36,1,4,2,18,1,771,25,796
10,FRANCISCO I. MADERO,0146,194,0,0,0,611,146,34,65,5,28,0,6,1,1090,32,1122
10,FRANCISCO I. MADERO,0147,273,0,0,0,645,23,37,16,3,12,3,44,7,1063,24,1087
10,FRANCISCO I. MADERO,0148,271,0,0,0,339,13,31,22,2,4,3,14,1,700,17,717
10,FRANCISCO I. MADERO,0149,47,0,0,0,73,0,1,1,1,1,0,0,1,125,3,128
10,FRANCISCO I. MADERO,0150,148,0,0,0,142,8,3,6,1,0,1,1,0,310,6,316
10,FRANCISCO I. MADERO,0151,46,0,0,0,48,2,4,2,1,0,0,0,0,103,2,105
10,FRANCISCO I. MADERO,0152,120,0,0,0,326,6,7,5,2,3,0,1,0,470,5,475
10,FRANCISCO I. MADERO,0153,136,0,0,0,183,11,9,3,4,8,3,2,2,361,12,373
10,FRANCISCO I. MADERO,0154,132,0,0,0,322,2,6,4,1,2,2,4,0,475,12,487
10,FRANCISCO I. MADERO,0155,73,0,0,0,157,5,19,1,1,1,1,3,0,261,4,265
10,FRANCISCO I. MADERO,0156,97,0,0,0,227,3,5,59,2,7,1,7,1,409,8,417
10,FRANCISCO I. MADERO,0157,229,0,0,0,375,24,18,12,1,7,1,3,0,670,6,676
10,FRANCISCO I. MADERO,0158,57,0,0,0,257,2,14,59,2,0,1,19,2,413,11,424
10,FRANCISCO I. MADERO,0159,167,0,0,0,387,9,39,16,3,5,2,5,0,633,15,648
10,FRANCISCO I. MADERO,0160,92,0,0,0,184,8,29,14,2,4,0,3,0,336,15,351
10,FRANCISCO I. MADERO,0161,148,0,0,0,236,53,20,23,1,6,2,4,4,497,8,505
10,FRANCISCO I. MADERO,0162,136,0,0,0,312,37,337,17,6,13,21,1,3,883,57,940
10,FRANCISCO I. MADERO,0163,203,0,0,0,186,7,21,2,1,5,1,0,0,426,11,437
10,FRANCISCO I. MADERO,0164,150,0,0,0,194,2,7,4,2,4,1,3,0,367,4,371
10,FRANCISCO I. MADERO,0165,157,0,0,0,239,8,9,33,0,1,3,6,0,456,12,468
10,FRANCISCO I. MADERO,0166,161,0,0,0,286,4,11,14,3,19,1,2,1,502,12,514
10,FRANCISCO I. MADERO,0167,40,0,0,0,87,6,17,57,0,3,0,5,2,217,1,218
10,FRANCISCO I. MADERO,0168,174,0,0,0,561,13,13,34,1,20,1,0,0,817,17,834
10,FRANCISCO I. MADERO,0169,259,0,0,0,549,16,23,84,7,6,1,18,4,967,18,985
10,FRANCISCO I. MADERO,0170,61,0,0,0,187,3,5,71,1,2,1,1,0,332,5,337
10,FRANCISCO I. MADERO,0171,285,0,0,0,397,6,3,54,1,5,1,5,1,758,9,767
10,FRANCISCO I. MADERO,0172,188,0,0,0,233,7,4,11,2,1,0,1,1,448,14,462
10,SAN PEDRO,1091,636,0,0,0,790,36,18,6,26,38,5,30,3,1588,35,1623
10,SAN PEDRO,1092,107,0,0,0,209,8,5,2,9,0,1,2,0,343,11,354
10,SAN PEDRO,1093,339,0,0,0,435,21,14,4,20,11,5,14,5,868,33,901
10,SAN PEDRO,1094,460,0,0,0,506,32,20,11,19,11,12,10,4,1085,37,1122
10,SAN PEDRO,1095,273,0,0,0,329,23,11,4,13,7,3,7,0,670,21,691
10,SAN PEDRO,1096,313,0,0,0,488,21,7,7,18,9,2,6,2,873,23,896
10,SAN PEDRO,1097,228,0,0,0,555,18,15,7,15,16,3,14,0,871,30,901
10,SAN PEDRO,1098,378,0,0,0,629,25,16,2,14,20,5,22,0,1111,47,1158
10,SAN PEDRO,1099,174,0,0,0,300,6,7,7,22,12,3,12,6,549,11,560
10,SAN PEDRO,1100,306,0,0,0,500,15,16,9,41,4,3,13,4,911,21,932
10,SAN PEDRO,1101,121,0,0,0,224,6,5,2,27,5,0,7,1,398,1,399
