"DTO_LOC,N,12,0","CVE_DEL,N,12,0","NOM_DEL,C,28","SECCION,N,12,0","CASILLA,C,13","LIS_NOM,N,9,0","APC,N,8,0","PRI,N,7,0","PRD,N,8,0","PT,N,6,0","CDPPN,N,7,0","PCD,N,7,0","PSN,N,5,0","PARM,N,7,0","PAS,N,6,0","DSPPN,N,7,0","V_CC,N,7,0","TOTV_CC,N,10,0","V_BLAN,N,8,0","V_NUL,N,7,0","OBSERVACIO,C,18"
1,5,GUSTAVO A. MADERO,821,B,692,124,120,160,16,0,10,3,4,1,8,5,195,10,9,
1,5,GUSTAVO A. MADERO,821,C,693,113,101,124,14,0,1,2,3,2,6,3,146,10,5,
1,5,GUSTAVO A. MADERO,822,B,637,86,78,135,11,0,5,0,3,0,6,5,156,0,21,
1,5,GUSTAVO A. MADERO,822,C,638,88,108,114,23,2,6,2,8,1,11,4,152,5,8,
1,5,GUSTAVO A. MADERO,823,B,693,88,102,132,29,0,11,1,6,2,6,4,179,13,8,
1,5,GUSTAVO A. MADERO,823,C,693,109,101,123,22,1,7,1,7,0,8,7,161,5,3,
1,5,GUSTAVO A. MADERO,824,B,578,97,72,111,18,2,0,0,2,0,16,1,132,4,9,
1,5,GUSTAVO A. MADERO,824,C1,578,100,88,127,13,2,3,0,4,0,7,0,145,2,8,
1,5,GUSTAVO A. MADERO,824,C2,578,121,73,116,17,2,11,0,5,0,16,5,151,2,9,
1,5,GUSTAVO A. MADERO,825,B,564,103,79,144,10,0,4,2,2,0,5,0,160,4,8,
1,5,GUSTAVO A. MADERO,825,C,564,102,77,129,4,0,2,4,4,0,11,0,139,0,0,
1,5,GUSTAVO A. MADERO,826,B,487,76,87,93,11,0,3,0,2,1,4,2,110,5,7,
1,5,GUSTAVO A. MADERO,826,C,488,76,85,82,6,0,0,0,2,1,13,6,95,4,7,
1,5,GUSTAVO A. MADERO,827,B,615,107,85,123,9,3,6,0,2,1,12,8,150,12,7,
1,5,GUSTAVO A. MADERO,827,C1,615,108,79,167,0,0,0,0,1,0,9,0,167,0,9,
1,5,GUSTAVO A. MADERO,827,C2,616,112,62,136,18,1,7,1,1,0,5,0,163,1,6,
1,5,GUSTAVO A. MADERO,828,B,658,136,108,91,12,2,6,0,4,2,26,4,117,9,9,
1,5,GUSTAVO A. MADERO,828,C,658,134,108,114,12,0,11,1,6,2,16,0,140,16,7,
1,5,GUSTAVO A. MADERO,829,B,577,114,87,97,15,0,9,0,2,1,10,3,125,9,4,
1,5,GUSTAVO A. MADERO,829,C,577,143,78,82,10,0,12,3,6,1,9,2,110,3,4,
1,5,GUSTAVO A. MADERO,830,B,596,134,95,105,12,0,11,2,3,1,15,2,133,9,11,
1,5,GUSTAVO A. MADERO,830,C,596,139,78,96,18,0,16,1,2,0,10,0,131,6,5,
1,5,GUSTAVO A. MADERO,831,B,683,144,96,133,14,2,10,1,5,2,3,0,162,4,10,
1,5,GUSTAVO A. MADERO,831,C,684,147,94,137,11,1,14,1,6,0,9,5,169,7,3,
1,5,GUSTAVO A. MADERO,832,B,596,123,85,100,15,4,11,0,3,3,12,2,135,8,4,
1,5,GUSTAVO A. MADERO,832,C,596,100,73,150,16,1,8,1,3,1,12,3,180,6,3,
1,5,GUSTAVO A. MADERO,833,B,725,111,111,167,10,0,8,0,5,0,16,8,193,0,8,
1,5,GUSTAVO A. MADERO,833,C,725,113,119,151,16,1,10,1,2,1,16,8,188,3,22,
1,5,GUSTAVO A. MADERO,834,B,531,106,80,109,12,4,4,1,1,2,16,4,136,3,11,
1,5,GUSTAVO A. MADERO,834,C,532,103,83,112,8,0,5,2,2,1,16,2,130,2,12,
1,5,GUSTAVO A. MADERO,835,B,710,156,78,130,14,4,8,0,5,0,12,3,159,9,13,
1,5,GUSTAVO A. MADERO,835,C,710,136,89,127,10,4,9,3,10,1,15,0,154,1,20,
1,5,GUSTAVO A. MADERO,836,B,464,103,98,100,0,0,0,0,4,0,9,0,100,6,2,
1,5,GUSTAVO A. MADERO,836,C,465,85,89,87,7,0,4,0,3,4,8,3,105,1,3,
1,5,GUSTAVO A. MADERO,837,B,587,110,81,137,13,2,8,2,2,3,12,3,168,6,11,
1,5,GUSTAVO A. MADERO,837,C,587,114,79,129,18,0,15,0,5,1,8,4,167,0,7,
1,5,GUSTAVO A. MADERO,838,B,546,105,79,110,19,11,3,1,1,2,14,2,148,4,5,
1,5,GUSTAVO A. MADERO,838,C,546,103,69,129,15,0,5,0,1,0,19,4,153,2,10,
1,5,GUSTAVO A. MADERO,839,B,665,135,78,137,19,1,8,0,5,1,22,3,169,1,7,
1,5,GUSTAVO A. MADERO,839,C,665,146,78,149,21,2,14,0,5,0,27,5,191,0,8,
1,5,GUSTAVO A. MADERO,840,B,568,110,66,143,11,0,8,1,6,0,12,5,168,2,5,
1,5,GUSTAVO A. MADERO,840,C,569,107,78,127,15,2,6,1,2,2,5,2,155,9,4,
1,5,GUSTAVO A. MADERO,841,B,738,129,105,164,11,0,11,0,1,1,10,0,187,0,9,
1,5,GUSTAVO A. MADERO,841,C,738,150,101,160,13,2,19,2,4,0,8,0,196,4,15,
1,5,GUSTAVO A. MADERO,842,B,521,94,58,129,14,2,8,0,4,0,6,0,153,8,2,
1,5,GUSTAVO A. MADERO,842,C1,521,91,68,111,14,1,6,1,3,0,6,7,140,4,10,
1,5,GUSTAVO A. MADERO,842,C2,522,104,71,115,13,1,14,2,0,1,9,0,146,0,10,
1,5,GUSTAVO A. MADERO,843,B,726,130,109,155,0,0,0,0,7,0,9,0,155,6,17,
1,5,GUSTAVO A. MADERO,843,C,727,155,85,155,11,0,10,1,7,1,17,2,180,11,8,
1,5,GUSTAVO A. MADERO,844,B,645,110,78,150,11,2,19,1,6,0,16,8,191,5,11,
1,5,GUSTAVO A. MADERO,844,C,646,107,97,139,14,2,17,3,7,2,10,5,182,6,9,
1,5,GUSTAVO A. MADERO,845,B,489,89,89,96,14,1,4,1,0,1,17,1,118,3,9,
1,5,GUSTAVO A. MADERO,845,C,490,111,84,110,15,0,5,0,3,0,9,0,130,0,8,
1,5,GUSTAVO A. MADERO,846,B,613,126,64,148,16,0,8,0,2,3,11,4,179,8,2,
1,5,GUSTAVO A. MADERO,846,C,614,110,80,143,12,0,6,0,3,0,8,1,162,5,4,
1,5,GUSTAVO A. MADERO,847,B,729,103,110,138,13,0,9,0,4,3,11,7,170,10,6,
1,5,GUSTAVO A. MADERO,848,B,642,116,89,130,16,1,11,0,3,1,12,2,161,9,4,
1,5,GUSTAVO A. MADERO,848,C,643,136,93,117,17,1,9,0,7,1,7,4,149,5,11,
1,5,GUSTAVO A. MADERO,849,B,694,87,99,172,19,4,10,0,7,0,9,7,212,6,16,
1,5,GUSTAVO A. MADERO,849,C,695,104,78,187,22,0,5,0,8,3,8,0,217,6,6,
1,5,GUSTAVO A. MADERO,850,B,708,131,95,172,17,1,10,1,1,1,11,6,208,6,7,
1,5,GUSTAVO A. MADERO,850,C,708,139,94,173,11,0,12,13,3,0,0,0,209,9,8,
1,5,GUSTAVO A. MADERO,851,B,574,137,81,117,7,0,14,0,3,1,10,14,153,6,9,
1,5,GUSTAVO A. MADERO,851,C,575,115,89,120,23,1,7,1,3,0,16,0,152,7,8,
1,5,GUSTAVO A. MADERO,852,B,725,135,138,142,15,1,11,1,6,2,15,0,172,0,16,
1,5,GUSTAVO A. MADERO,852,C1,725,131,124,125,9,0,20,1,1,1,0,1,157,7,8,
1,5,GUSTAVO A. MADERO,852,C2,726,137,146,118,24,1,18,0,3,2,11,5,168,13,7,
1,5,GUSTAVO A. MADERO,852,C3,726,141,124,143,11,1,10,2,3,2,10,2,171,9,5,
1,5,GUSTAVO A. MADERO,853,B,568,110,71,133,19,0,16,0,3,3,22,8,179,5,7,
1,5,GUSTAVO A. MADERO,853,C,569,106,86,109,12,4,16,0,4,2,13,5,148,8,11,
1,5,GUSTAVO A. MADERO,854,B,714,165,107,124,26,1,10,0,7,3,23,7,171,4,13,
1,5,GUSTAVO A. MADERO,854,C,715,172,130,134,30,2,7,0,2,1,23,5,179,4,9,
1,5,GUSTAVO A. MADERO,855,B,586,135,114,110,8,1,2,1,3,1,6,4,127,3,6,
1,5,GUSTAVO A. MADERO,855,C,586,124,110,91,10,1,6,0,3,0,13,0,108,4,12,
1,5,GUSTAVO A. MADERO,856,B,639,148,110,128,22,1,7,0,4,0,14,5,163,8,9,
1,5,GUSTAVO A. MADERO,856,C,639,132,103,131,18,1,5,0,7,0,16,2,157,5,7,
1,5,GUSTAVO A. MADERO,857,B,652,110,103,148,23,1,8,1,2,1,11,3,185,9,5,
1,5,GUSTAVO A. MADERO,857,C,652,141,81,158,18,5,4,1,5,1,14,0,187,0,0,
1,5,GUSTAVO A. MADERO,858,B,518,119,76,94,2,0,2,1,3,1,5,0,100,3,3,
1,5,GUSTAVO A. MADERO,858,C,518,135,63,100,14,0,5,1,10,2,5,0,122,1,6,
1,5,GUSTAVO A. MADERO,859,B,595,85,102,98,15,1,6,0,7,1,6,2,123,3,9,
1,5,GUSTAVO A. MADERO,859,C1,595,89,119,87,9,2,9,0,5,1,12,3,111,7,5,
1,5,GUSTAVO A. MADERO,859,C2,596,99,99,115,14,3,4,1,1,0,2,2,139,8,4,
1,5,GUSTAVO A. MADERO,860,B,540,115,78,112,5,2,4,2,1,0,11,1,126,7,4,
1,5,GUSTAVO A. MADERO,860,C1,541,112,67,99,17,3,6,1,8,2,11,5,133,5,4,
1,5,GUSTAVO A. MADERO,860,C2,541,100,59,98,10,2,12,1,3,0,9,2,125,0,18,
1,5,GUSTAVO A. MADERO,861,B,557,123,72,143,7,2,11,1,4,0,15,5,169,4,7,
1,5,GUSTAVO A. MADERO,861,C,557,108,91,136,20,4,10,1,9,0,16,2,173,3,4,
1,5,GUSTAVO A. MADERO,862,B,556,117,96,136,10,0,6,1,7,0,15,0,153,1,5,
1,5,GUSTAVO A. MADERO,863,B,550,140,67,113,9,1,7,0,2,1,14,2,133,1,11,
1,5,GUSTAVO A. MADERO,863,C,550,125,79,112,8,1,3,0,6,1,18,0,125,12,4,
1,5,GUSTAVO A. MADERO,864,B,549,130,63,144,0,0,0,0,5,0,12,0,144,4,5,
1,5,GUSTAVO A. MADERO,864,C,549,114,72,108,12,0,5,1,1,0,12,0,126,5,8,
1,5,GUSTAVO A. MADERO,865,B,621,93,144,119,8,0,7,0,2,0,5,0,134,7,8,
1,5,GUSTAVO A. MADERO,865,C1,621,98,139,80,17,0,8,1,2,0,11,0,106,5,6,
1,5,GUSTAVO A. MADERO,865,C2,621,80,155,93,11,0,13,0,3,0,13,3,120,3,9,
1,5,GUSTAVO A. MADERO,865,C3,621,93,145,89,6,0,3,4,4,0,9,10,112,5,8,
1,5,GUSTAVO A. MADERO,865,C4,621,103,135,102,6,1,7,2,3,2,14,1,121,9,5,
1,5,GUSTAVO A. MADERO,866,B,571,117,85,109,18,0,10,1,5,0,13,3,141,8,8,
1,5,GUSTAVO A. MADERO,866,C,571,140,91,92,20,2,18,0,6,0,13,3,135,6,2,
1,5,GUSTAVO A. MADERO,867,B,517,111,60,103,11,0,2,1,3,0,10,3,120,8,8,
1,5,GUSTAVO A. MADERO,867,C,518,98,59,105,15,1,6,0,3,0,7,2,129,2,7,
1,5,GUSTAVO A. MADERO,868,B,455,136,70,62,2,0,6,0,1,1,5,0,71,1,6,
1,5,GUSTAVO A. MADERO,868,C,456,122,82,64,4,2,6,0,1,2,9,0,78,3,6,
1,5,GUSTAVO A. MADERO,869,B,538,108,92,104,6,1,8,1,1,0,14,0,120,0,12,
1,5,GUSTAVO A. MADERO,869,C,538,109,64,99,4,0,10,0,1,1,14,0,114,0,9,
1,5,GUSTAVO A. MADERO,870,B,523,118,65,116,14,1,8,1,2,0,10,2,142,3,4,
1,5,GUSTAVO A. MADERO,870,C,524,111,76,127,9,0,10,2,0,1,11,3,152,4,5,
1,5,GUSTAVO A. MADERO,871,B,637,141,84,120,19,7,9,2,3,3,15,0,160,3,5,
1,5,GUSTAVO A. MADERO,871,C,637,157,92,107,11,0,11,0,4,1,8,5,135,9,4,
1,5,GUSTAVO A. MADERO,872,B,538,141,66,134,7,2,6,0,3,4,11,2,155,6,4,
1,5,GUSTAVO A. MADERO,872,C,539,118,87,130,12,2,10,2,4,2,14,2,160,1,2,
1,5,GUSTAVO A. MADERO,873,B,588,144,93,138,16,2,4,1,5,0,8,0,161,0,0,
1,5,GUSTAVO A. MADERO,873,C,589,124,94,135,3,3,8,4,2,0,11,0,153,9,10,
1,5,GUSTAVO A. MADERO,874,B,569,155,62,135,10,1,12,1,3,1,17,1,161,5,7,
1,5,GUSTAVO A. MADERO,874,C,570,154,75,148,10,3,4,1,2,0,13,0,166,4,5,
1,5,GUSTAVO A. MADERO,875,B,749,145,114,159,12,1,9,2,8,0,17,0,183,3,18,
1,5,GUSTAVO A. MADERO,875,C,749,136,135,147,18,0,10,1,8,1,5,3,180,11,12,
1,5,GUSTAVO A. MADERO,876,B,538,46,163,88,3,0,1,0,2,0,6,0,92,0,4,
1,5,GUSTAVO A. MADERO,876,C1,538,42,174,72,9,2,3,1,3,0,4,1,88,4,7,
1,5,GUSTAVO A. MADERO,876,C2,539,53,175,63,7,1,3,0,5,0,11,0,74,0,5,
1,5,GUSTAVO A. MADERO,877,B,577,77,101,97,13,0,4,0,0,2,12,1,117,10,8,
1,5,GUSTAVO A. MADERO,877,C1,577,124,96,83,5,0,4,0,0,1,7,2,95,2,12,
1,5,GUSTAVO A. MADERO,877,C2,578,77,78,95,8,5,0,2,0,1,12,5,116,1,4,
1,5,GUSTAVO A. MADERO,878,B,652,105,80,159,6,0,3,0,4,2,7,4,174,0,15,
1,5,GUSTAVO A. MADERO,878,C,653,73,105,157,11,1,8,2,6,0,6,4,183,5,9,
1,5,GUSTAVO A. MADERO,879,B,556,107,81,103,6,2,5,1,2,2,5,6,125,0,15,
1,5,GUSTAVO A. MADERO,879,C,557,98,82,114,8,1,3,0,4,1,1,0,127,3,5,
1,5,GUSTAVO A. MADERO,880,B,514,105,60,95,12,1,12,2,8,2,6,2,126,3,7,
1,5,GUSTAVO A. MADERO,880,C,514,101,73,90,12,2,3,0,0,0,7,2,109,4,8,
1,5,GUSTAVO A. MADERO,881,B,712,129,113,155,8,0,6,1,4,1,5,3,174,10,5,
1,5,GUSTAVO A. MADERO,881,C,712,155,107,127,11,0,10,2,8,0,10,0,150,0,25,
1,5,GUSTAVO A. MADERO,882,B,589,125,80,133,13,4,8,0,5,0,8,3,161,5,4,
1,5,GUSTAVO A. MADERO,882,C,589,114,80,117,22,4,12,1,3,0,12,2,158,2,7,
1,5,GUSTAVO A. MADERO,883,B,615,113,126,137,6,1,6,1,3,0,20,8,159,4,0,
1,5,GUSTAVO A. MADERO,883,C,616,131,112,101,14,1,4,1,5,2,13,0,123,5,4,
1,5,GUSTAVO A. MADERO,884,B,592,137,81,117,6,0,14,0,5,1,10,14,152,6,9,
1,5,GUSTAVO A. MADERO,884,C,592,151,77,133,11,0,6,2,6,1,11,0,153,0,0,
1,5,GUSTAVO A. MADERO,885,B,571,130,65,115,4,0,7,0,5,0,6,4,130,10,5,
1,5,GUSTAVO A. MADERO,885,C,572,114,92,109,9,2,13,1,4,0,16,0,134,1,6,
1,5,GUSTAVO A. MADERO,886,B,455,106,67,68,5,2,9,1,2,0,10,1,86,2,3,
1,5,GUSTAVO A. MADERO,886,C,455,119,44,91,1,2,8,0,2,0,13,1,103,0,5,
1,5,GUSTAVO A. MADERO,887,B,646,146,95,133,9,0,11,0,5,0,7,2,155,12,5,
1,5,GUSTAVO A. MADERO,887,C,646,169,85,125,7,3,5,1,1,1,16,0,142,4,2,
1,5,GUSTAVO A. MADERO,888,B,507,109,64,113,8,0,8,1,3,0,9,2,132,7,3,
1,5,GUSTAVO A. MADERO,888,C1,507,125,53,119,7,0,5,2,2,0,7,2,135,3,3,
1,5,GUSTAVO A. MADERO,888,C2,508,142,64,106,7,1,9,1,1,0,4,1,125,4,10,
1,5,GUSTAVO A. MADERO,889,B,590,151,98,111,12,0,4,1,0,0,17,0,128,0,7,
1,5,GUSTAVO A. MADERO,889,C,591,148,88,102,6,1,9,0,5,0,21,2,120,4,3,
1,5,GUSTAVO A. MADERO,890,B,627,158,71,140,9,1,10,0,5,1,16,5,166,2,4,
1,5,GUSTAVO A. MADERO,890,C,627,177,71,138,6,2,6,1,5,0,23,0,153,6,2,
1,5,GUSTAVO A. MADERO,891,B,653,121,74,162,9,1,7,0,4,0,16,10,189,0,9,
1,5,GUSTAVO A. MADERO,891,C,653,137,103,156,10,0,9,0,3,3,17,5,183,7,6,
1,5,GUSTAVO A. MADERO,892,B,557,106,79,124,12,1,9,2,3,2,10,8,158,3,7,
1,5,GUSTAVO A. MADERO,892,C,558,107,90,119,12,2,7,0,4,0,13,0,140,2,4,
1,5,GUSTAVO A. MADERO,893,B,634,162,94,127,10,1,7,1,5,0,15,9,155,5,6,
1,5,GUSTAVO A. MADERO,893,C,634,137,83,146,12,0,5,2,5,3,8,4,172,3,8,
1,5,GUSTAVO A. MADERO,894,B,638,103,87,152,9,1,5,1,5,3,4,4,175,4,12,
1,5,GUSTAVO A. MADERO,894,C,639,115,90,122,12,2,7,1,4,1,10,8,153,3,14,
1,5,GUSTAVO A. MADERO,895,B,742,123,116,146,16,2,5,2,6,0,13,0,171,0,22,
1,5,GUSTAVO A. MADERO,895,C,743,123,95,164,20,2,8,0,9,0,9,0,194,5,4,
1,5,GUSTAVO A. MADERO,896,B,705,121,82,193,16,0,10,0,2,0,8,0,219,8,5,
1,5,GUSTAVO A. MADERO,896,C,705,100,59,186,14,1,12,0,4,0,6,7,220,7,15,
1,5,GUSTAVO A. MADERO,897,B,585,120,89,110,6,1,9,1,2,0,12,4,131,3,10,
1,5,GUSTAVO A. MADERO,897,C,586,117,100,106,7,0,5,2,3,0,14,0,120,4,5,
1,5,GUSTAVO A. MADERO,898,B,519,112,66,123,7,0,8,0,5,1,12,6,145,8,4,
1,5,GUSTAVO A. MADERO,898,C,519,132,58,127,8,2,8,0,2,1,13,4,150,2,5,
1,5,GUSTAVO A. MADERO,899,B,549,149,64,104,12,0,9,0,3,0,9,0,125,8,4,
1,5,GUSTAVO A. MADERO,899,C,550,154,79,101,6,2,7,0,3,0,16,0,116,1,11,
1,5,GUSTAVO A. MADERO,900,B,641,172,83,116,11,1,5,0,2,3,18,0,136,7,4,
1,5,GUSTAVO A. MADERO,900,C,641,172,83,101,16,1,14,0,6,0,15,0,132,9,12,
1,5,GUSTAVO A. MADERO,901,B,574,155,67,98,12,2,6,0,3,3,7,2,123,2,4,
1,5,GUSTAVO A. MADERO,901,C,575,167,82,110,8,2,12,1,2,0,8,2,135,4,5,
1,5,GUSTAVO A. MADERO,902,B,546,157,87,111,7,0,0,0,1,0,5,0,118,5,3,
1,5,GUSTAVO A. MADERO,902,C,546,158,69,66,9,0,4,2,3,3,7,1,85,0,10,
1,5,GUSTAVO A. MADERO,903,B,539,145,86,81,6,1,5,0,3,0,8,1,94,7,3,
1,5,GUSTAVO A. MADERO,903,C,540,141,102,103,0,0,0,0,2,0,17,0,103,3,11,
1,5,GUSTAVO A. MADERO,904,B,609,130,71,135,10,2,6,2,2,1,26,0,156,2,5,
1,5,GUSTAVO A. MADERO,904,C,610,168,84,122,8,2,7,1,84,0,12,0,140,6,9,
1,5,GUSTAVO A. MADERO,905,B,736,151,81,186,11,0,13,2,5,0,16,7,219,5,6,
1,5,GUSTAVO A. MADERO,905,C,737,194,87,189,0,0,0,0,2,0,14,0,189,4,9,
1,5,GUSTAVO A. MADERO,906,B,630,127,88,157,11,0,10,0,3,2,8,2,182,3,6,
1,5,GUSTAVO A. MADERO,906,C,630,141,83,150,11,0,13,0,4,1,15,0,175,5,3,
1,5,GUSTAVO A. MADERO,907,B,520,115,74,115,6,1,6,1,4,1,9,1,131,3,8,
1,5,GUSTAVO A. MADERO,907,C,520,114,89,105,6,1,10,0,2,0,9,0,122,0,3,
1,5,GUSTAVO A. MADERO,908,B,599,105,74,131,10,4,10,0,6,1,18,4,160,4,8,
1,5,GUSTAVO A. MADERO,908,C,599,95,103,133,13,0,13,0,5,0,6,11,170,0,11,
1,5,GUSTAVO A. MADERO,909,B,675,99,79,209,20,0,5,1,4,3,12,9,247,6,4,
1,5,GUSTAVO A. MADERO,909,C,675,105,81,173,0,0,7,0,5,0,12,0,180,4,4,
1,5,GUSTAVO A. MADERO,910,B,564,100,104,127,0,0,0,0,3,0,8,0,127,0,12,
1,5,GUSTAVO A. MADERO,910,C1,564,110,105,124,9,1,0,0,1,2,5,0,136,1,7,
1,5,GUSTAVO A. MADERO,910,C2,565,118,91,130,5,1,9,0,0,1,8,2,148,4,7,
1,5,GUSTAVO A. MADERO,911,B,590,98,64,139,9,0,15,0,5,0,9,4,167,2,3,
1,5,GUSTAVO A. MADERO,911,C,591,130,78,124,6,1,7,0,6,0,7,5,143,4,3,
1,5,GUSTAVO A. MADERO,912,B,620,95,111,141,10,2,4,2,8,0,8,0,159,2,9,
1,5,GUSTAVO A. MADERO,912,C,621,98,107,147,9,2,6,6,0,1,8,2,173,3,5,
1,5,GUSTAVO A. MADERO,913,B,700,162,88,157,14,0,4,0,3,0,22,7,182,2,5,
1,5,GUSTAVO A. MADERO,913,C,701,158,115,145,10,4,12,0,3,0,15,0,171,8,7,
1,5,GUSTAVO A. MADERO,914,B,661,104,89,182,0,0,0,0,0,0,12,4,186,2,6,
1,5,GUSTAVO A. MADERO,914,C,661,118,85,194,12,2,9,1,5,2,19,5,225,3,7,
1,5,GUSTAVO A. MADERO,915,B,683,160,80,145,20,1,4,2,6,0,21,3,175,1,8,
1,5,GUSTAVO A. MADERO,915,C,684,149,85,164,9,1,5,0,6,2,14,10,191,3,4,
1,5,GUSTAVO A. MADERO,916,B,623,150,59,127,6,0,9,0,3,0,10,8,150,4,7,
1,5,GUSTAVO A. MADERO,916,C,624,160,60,134,12,0,11,0,5,0,12,0,157,6,15,
1,5,GUSTAVO A. MADERO,917,B,641,129,81,170,12,0,13,0,4,0,13,0,195,5,9,
1,5,GUSTAVO A. MADERO,917,C,641,143,82,155,5,0,8,1,7,3,19,0,172,4,4,
1,5,GUSTAVO A. MADERO,918,B,643,142,67,161,6,0,4,3,5,2,23,0,176,2,6,
1,5,GUSTAVO A. MADERO,918,C,643,150,78,157,13,0,10,0,4,0,16,3,183,0,0,
1,5,GUSTAVO A. MADERO,919,B,568,170,59,105,0,0,3,0,4,0,16,0,108,0,7,
1,5,GUSTAVO A. MADERO,919,C,569,134,73,142,17,1,5,0,2,1,18,1,167,5,3,
1,5,GUSTAVO A. MADERO,920,B,596,170,58,157,0,0,0,0,1,0,19,2,159,0,5,
1,5,GUSTAVO A. MADERO,920,C,596,168,70,148,4,3,7,1,0,0,20,0,163,2,1,
1,5,GUSTAVO A. MADERO,921,B,548,129,63,122,9,2,8,1,4,2,12,0,144,9,6,
1,5,GUSTAVO A. MADERO,921,C,549,134,48,138,11,2,8,0,5,1,23,2,162,6,5,
1,5,GUSTAVO A. MADERO,922,B,601,126,61,157,8,0,12,0,3,0,17,3,180,4,1,
1,5,GUSTAVO A. MADERO,922,C,602,139,50,148,10,3,9,1,2,2,10,6,179,5,3,
1,5,GUSTAVO A. MADERO,923,B,638,130,75,132,11,2,9,0,1,0,11,0,154,0,17,
1,5,GUSTAVO A. MADERO,923,C,639,156,131,113,13,1,4,0,4,2,7,0,133,0,5,
1,5,GUSTAVO A. MADERO,924,B,558,120,100,93,5,0,5,2,6,2,7,0,107,9,6,
1,5,GUSTAVO A. MADERO,924,C,558,117,108,81,5,0,12,0,8,0,5,0,98,0,18,
1,5,GUSTAVO A. MADERO,925,B,493,99,82,92,6,0,4,0,3,0,11,0,102,8,7,
1,5,GUSTAVO A. MADERO,925,C,494,101,78,67,12,0,5,0,4,1,10,0,85,5,4,
1,5,GUSTAVO A. MADERO,926,B,632,166,79,87,6,1,6,0,5,0,10,0,100,10,7,
1,5,GUSTAVO A. MADERO,926,C,633,168,96,96,7,1,7,0,4,0,7,0,111,0,18,
1,5,GUSTAVO A. MADERO,927,B,676,167,119,108,20,0,10,0,3,2,20,0,140,4,7,
1,5,GUSTAVO A. MADERO,927,C,676,153,131,114,12,1,12,1,5,0,17,2,142,3,7,
1,5,GUSTAVO A. MADERO,928,B,646,127,71,158,12,0,9,0,0,1,21,3,183,2,6,
1,5,GUSTAVO A. MADERO,928,C1,646,120,67,165,9,2,13,0,1,1,9,8,198,6,4,
1,5,GUSTAVO A. MADERO,928,C2,647,116,71,173,6,0,3,0,6,1,21,3,186,3,6,
1,5,GUSTAVO A. MADERO,929,B,577,168,72,109,16,0,8,0,7,1,20,0,134,6,9,
1,5,GUSTAVO A. MADERO,929,C,578,123,64,149,13,1,10,1,2,1,18,0,175,0,8,
1,5,GUSTAVO A. MADERO,930,B,456,90,48,140,6,2,9,0,6,1,15,0,158,0,5,
1,5,GUSTAVO A. MADERO,930,C,456,89,71,116,14,1,10,1,2,0,13,1,143,3,0,
1,5,GUSTAVO A. MADERO,931,B,582,124,67,136,9,1,8,1,3,1,18,0,156,4,9,
1,5,GUSTAVO A. MADERO,931,C,582,150,90,126,9,1,15,0,4,3,15,0,154,6,1,
1,5,GUSTAVO A. MADERO,932,B,472,109,74,115,6,0,11,1,3,0,15,1,134,2,2,
1,5,GUSTAVO A. MADERO,932,C,473,93,60,111,8,1,7,0,5,0,17,2,129,2,2,
1,5,GUSTAVO A. MADERO,933,B,512,116,64,131,10,0,5,0,0,0,12,3,149,4,4,
1,5,GUSTAVO A. MADERO,933,C1,512,125,58,111,7,1,6,2,5,0,17,3,130,0,6,
1,5,GUSTAVO A. MADERO,933,C2,512,116,67,138,5,0,3,0,2,0,14,6,152,2,5,
1,5,GUSTAVO A. MADERO,934,B,418,104,64,68,4,1,3,0,2,0,13,0,76,0,6,
1,5,GUSTAVO A. MADERO,934,C,418,98,71,86,6,0,2,0,2,1,14,1,96,1,7,
1,5,GUSTAVO A. MADERO,935,B,489,97,66,137,6,2,4,0,2,3,12,3,155,4,3,
1,5,GUSTAVO A. MADERO,935,C,490,138,69,120,4,2,4,0,1,0,14,5,135,8,4,
1,5,GUSTAVO A. MADERO,936,B,555,117,73,114,7,1,6,0,5,1,14,2,131,7,3,
1,5,GUSTAVO A. MADERO,936,C,555,125,71,126,8,1,3,0,0,2,10,2,142,4,4,
1,5,GUSTAVO A. MADERO,937,B,633,142,84,140,12,0,7,1,3,0,5,0,160,9,18,
1,5,GUSTAVO A. MADERO,937,C,633,170,91,144,0,0,0,0,5,0,14,0,144,0,1,
1,5,GUSTAVO A. MADERO,938,B,545,142,67,123,0,2,12,0,3,0,10,0,137,2,25,
1,5,GUSTAVO A. MADERO,938,C,546,125,69,126,11,0,10,0,5,1,11,2,150,6,9,
1,5,GUSTAVO A. MADERO,939,B,668,180,88,123,15,0,2,0,3,0,9,4,144,4,5,
1,5,GUSTAVO A. MADERO,939,C,669,150,90,151,10,1,3,2,4,3,19,1,171,0,15,
1,5,GUSTAVO A. MADERO,940,B,553,117,61,128,7,0,11,1,4,0,5,0,147,5,10,
1,5,GUSTAVO A. MADERO,940,C,553,113,64,126,9,0,7,1,4,0,5,4,147,9,0,
1,5,GUSTAVO A. MADERO,941,B,593,128,90,96,3,0,8,0,5,0,4,0,107,10,6,
1,5,GUSTAVO A. MADERO,941,C,594,134,67,99,9,1,22,0,4,0,10,0,131,3,10,
1,5,GUSTAVO A. MADERO,942,B,386,111,44,101,5,0,4,0,3,0,5,0,110,0,4,
1,5,GUSTAVO A. MADERO,942,C,386,114,53,70,3,2,4,0,0,0,5,0,79,4,2,
1,5,GUSTAVO A. MADERO,943,B,604,147,96,117,6,3,5,0,7,0,14,2,133,6,11,
