"DTO_LOC,N,12,0","CVE_DEL,N,12,0","NOM_DEL,C,28","SECCION,N,12,0","CASILLA,C,13","LIS_NOM,N,9,0","APC,N,8,0","PRI,N,7,0","PRD,N,8,0","PT,N,6,0","CDPPN,N,7,0","PCD,N,7,0","PSN,N,5,0","PARM,N,7,0","PAS,N,6,0","DSPPN,N,7,0","V_CC,N,7,0","TOTV_CC,N,10,0","V_BLAN,N,8,0","V_NUL,N,7,0","OBSERVACIO,C,18"
9,5,GUSTAVO A. MADERO,1570,B,615,160,111,131,1,1,1,0,3,0,25,0,134,2,5,
9,5,GUSTAVO A. MADERO,1570,C,615,136,107,132,7,1,4,1,4,0,33,1,146,1,9,
9,5,GUSTAVO A. MADERO,1571,B,438,95,102,99,0,0,0,0,3,0,13,0,99,0,6,
9,5,GUSTAVO A. MADERO,1571,C,439,88,96,87,4,0,5,0,4,1,15,0,97,0,5,
9,5,GUSTAVO A. MADERO,1572,B,451,112,53,108,6,1,2,0,4,0,16,1,118,3,3,
9,5,GUSTAVO A. MADERO,1572,C,451,128,68,117,4,1,6,1,1,0,21,0,129,3,5,
9,5,GUSTAVO A. MADERO,1573,B,517,109,126,94,2,1,2,0,2,1,37,1,101,5,1,
9,5,GUSTAVO A. MADERO,1573,C,517,104,129,118,5,0,4,0,1,0,31,0,127,2,2,
9,5,GUSTAVO A. MADERO,1574,B,597,97,116,120,9,0,1,2,3,1,19,2,135,10,2,
9,5,GUSTAVO A. MADERO,1574,C,598,108,128,76,8,1,7,0,8,3,14,1,96,3,4,
9,5,GUSTAVO A. MADERO,1575,B,422,78,71,73,4,2,2,0,2,0,18,1,82,2,3,
9,5,GUSTAVO A. MADERO,1575,C,423,75,78,91,2,0,2,1,3,0,13,0,96,1,4,
9,5,GUSTAVO A. MADERO,1576,B,541,127,96,113,7,0,2,0,2,1,14,1,124,4,11,
9,5,GUSTAVO A. MADERO,1576,C,541,95,82,134,5,0,6,0,3,4,17,0,149,3,2,
9,5,GUSTAVO A. MADERO,1577,B,667,94,102,131,8,1,8,1,9,0,25,5,154,7,10,
9,5,GUSTAVO A. MADERO,1577,C,668,108,122,146,9,2,4,0,3,1,14,0,162,1,0,
9,5,GUSTAVO A. MADERO,1578,B,530,125,76,136,6,1,7,2,6,1,24,2,155,2,5,
9,5,GUSTAVO A. MADERO,1578,C1,530,132,66,134,6,0,1,0,5,0,19,0,141,4,3,
9,5,GUSTAVO A. MADERO,1578,C2,530,112,84,130,8,1,10,0,0,2,24,0,151,0,15,
9,5,GUSTAVO A. MADERO,1579,B,716,108,103,147,5,0,2,1,6,1,10,2,158,6,8,
9,5,GUSTAVO A. MADERO,1579,C,716,141,75,172,7,1,2,0,1,2,21,1,185,6,10,
9,5,GUSTAVO A. MADERO,1580,B,465,83,96,97,2,2,1,0,3,0,12,4,106,1,4,
9,5,GUSTAVO A. MADERO,1580,C,465,105,65,109,7,0,1,2,3,0,10,0,119,3,7,
9,5,GUSTAVO A. MADERO,1581,B,636,114,103,187,8,3,12,0,0,4,19,0,214,1,12,
9,5,GUSTAVO A. MADERO,1581,C,637,90,116,153,8,0,9,2,5,1,23,3,176,2,7,
9,5,GUSTAVO A. MADERO,1582,B,532,112,96,110,6,0,6,1,2,0,13,1,124,1,6,
9,5,GUSTAVO A. MADERO,1582,C,533,96,115,90,9,1,3,0,0,1,21,1,105,3,5,
9,5,GUSTAVO A. MADERO,1583,B,690,114,119,153,0,0,11,0,5,0,25,0,164,8,5,
9,5,GUSTAVO A. MADERO,1583,C,691,117,140,144,6,1,7,1,2,0,26,1,160,2,8,
9,5,GUSTAVO A. MADERO,1584,B,715,127,114,137,8,1,5,0,4,1,19,4,156,4,8,
9,5,GUSTAVO A. MADERO,1584,C1,715,146,139,137,9,2,6,0,1,1,15,2,157,3,14,
9,5,GUSTAVO A. MADERO,1584,C2,716,131,142,156,13,2,8,0,3,2,23,1,182,3,3,
9,5,GUSTAVO A. MADERO,1588,B,427,88,105,71,6,1,2,0,4,2,28,2,84,4,4,
9,5,GUSTAVO A. MADERO,1588,C,428,75,87,89,3,1,4,0,4,0,27,7,104,2,4,
9,5,GUSTAVO A. MADERO,1589,B,535,104,66,193,8,0,5,0,0,4,18,4,214,4,1,
9,5,GUSTAVO A. MADERO,1589,C1,535,112,52,197,5,0,6,0,4,0,19,5,213,5,6,
9,5,GUSTAVO A. MADERO,1589,C2,536,108,44,191,8,1,6,0,3,0,42,5,211,3,4,
9,5,GUSTAVO A. MADERO,1590,B,416,93,48,134,8,3,1,1,1,0,13,3,150,2,3,
9,5,GUSTAVO A. MADERO,1590,C,416,91,55,141,6,1,4,1,4,1,15,2,156,1,2,
9,5,GUSTAVO A. MADERO,1591,B,746,206,81,183,9,2,15,1,5,3,30,0,213,2,10,
9,5,GUSTAVO A. MADERO,1591,C,747,205,85,220,7,2,10,1,1,0,21,5,245,6,13,
9,5,GUSTAVO A. MADERO,1592,B,729,207,90,181,8,1,6,0,6,0,37,0,196,1,6,
9,5,GUSTAVO A. MADERO,1592,C,729,213,84,201,4,1,6,2,5,0,28,3,217,1,6,
9,5,GUSTAVO A. MADERO,1593,B,562,165,94,136,6,1,5,0,4,1,25,0,149,1,6,
9,5,GUSTAVO A. MADERO,1593,C,563,170,79,131,3,0,6,0,4,1,27,2,143,0,5,
9,5,GUSTAVO A. MADERO,1594,B,605,143,125,148,10,3,7,1,5,1,20,0,170,1,3,
9,5,GUSTAVO A. MADERO,1594,C,606,138,111,143,6,1,3,0,3,1,29,0,154,3,8,
9,5,GUSTAVO A. MADERO,1595,B,607,145,148,115,5,1,3,0,7,0,24,2,126,2,7,
9,5,GUSTAVO A. MADERO,1595,C,607,131,149,123,6,0,11,0,4,2,26,0,142,7,2,
9,5,GUSTAVO A. MADERO,1596,B,691,236,98,120,7,1,9,1,1,0,43,0,138,3,10,
9,5,GUSTAVO A. MADERO,1596,C,692,269,95,154,5,4,8,0,3,1,32,2,174,1,6,
9,5,GUSTAVO A. MADERO,1597,B,604,136,85,141,9,0,9,0,7,1,24,0,160,6,8,
9,5,GUSTAVO A. MADERO,1597,C,605,159,103,121,8,0,3,1,3,0,18,3,136,6,7,
9,5,GUSTAVO A. MADERO,1598,B,611,173,81,176,13,1,6,0,3,0,20,3,199,6,0,
9,5,GUSTAVO A. MADERO,1598,C,612,184,92,147,6,2,5,0,6,0,25,2,162,1,2,
9,5,GUSTAVO A. MADERO,1599,B,455,98,88,89,2,0,7,0,5,0,14,4,102,3,6,
9,5,GUSTAVO A. MADERO,1599,C,455,139,87,94,3,1,6,0,3,0,11,3,107,2,3,
9,5,GUSTAVO A. MADERO,1600,B,537,136,102,127,7,0,6,0,0,0,11,0,140,5,2,
9,5,GUSTAVO A. MADERO,1600,C,538,148,80,120,8,0,3,1,2,0,16,4,136,4,2,
9,5,GUSTAVO A. MADERO,1601,B,499,147,73,106,4,2,6,1,0,0,21,1,120,2,4,
9,5,GUSTAVO A. MADERO,1601,C,499,125,90,97,7,1,4,0,5,1,20,3,113,7,4,
9,5,GUSTAVO A. MADERO,1602,B,563,109,102,123,7,3,2,0,0,0,12,4,139,1,1,
9,5,GUSTAVO A. MADERO,1602,C1,564,145,129,138,10,1,9,1,7,0,28,0,159,4,6,
9,5,GUSTAVO A. MADERO,1602,C2,564,130,91,121,7,0,5,0,2,2,13,2,137,0,9,
9,5,GUSTAVO A. MADERO,1603,B,535,131,99,90,13,0,11,1,1,0,30,1,116,8,6,
9,5,GUSTAVO A. MADERO,1603,C,536,140,100,111,6,0,4,0,2,0,17,2,123,1,7,
9,5,GUSTAVO A. MADERO,1604,B,566,162,90,112,8,0,0,0,9,0,29,0,120,1,2,
9,5,GUSTAVO A. MADERO,1604,C1,566,164,86,110,4,2,11,0,1,0,18,0,127,3,5,
9,5,GUSTAVO A. MADERO,1604,C2,566,129,113,92,5,18,6,0,7,1,18,2,124,0,8,
9,5,GUSTAVO A. MADERO,1605,B,719,195,106,150,11,2,13,0,4,1,26,0,177,0,10,
9,5,GUSTAVO A. MADERO,1605,C,719,196,117,156,8,0,8,0,3,1,24,1,174,0,15,
9,5,GUSTAVO A. MADERO,1606,B,635,163,94,153,9,0,11,1,1,2,21,3,179,3,5,
9,5,GUSTAVO A. MADERO,1606,C,635,131,145,134,7,2,6,0,2,0,25,0,149,5,7,
9,5,GUSTAVO A. MADERO,1607,B,538,160,65,132,3,0,4,0,1,0,30,1,140,2,6,
9,5,GUSTAVO A. MADERO,1607,C,539,175,68,108,3,1,7,1,1,0,30,1,121,4,5,
9,5,GUSTAVO A. MADERO,1608,B,730,198,117,179,12,1,10,1,2,2,31,1,206,3,6,
9,5,GUSTAVO A. MADERO,1608,C,730,215,108,146,6,5,9,0,6,2,42,1,169,4,8,
9,5,GUSTAVO A. MADERO,1609,B,670,181,110,162,9,2,9,0,0,0,29,0,182,3,4,
9,5,GUSTAVO A. MADERO,1609,C,671,195,122,146,5,0,9,2,7,1,38,1,164,5,4,
9,5,GUSTAVO A. MADERO,1610,B,678,170,116,146,9,1,15,1,4,1,18,4,177,4,4,
9,5,GUSTAVO A. MADERO,1610,C,679,145,109,180,6,2,11,1,1,0,14,0,200,5,7,
9,5,GUSTAVO A. MADERO,1611,B,711,177,110,189,4,2,5,0,8,1,26,2,203,4,7,
9,5,GUSTAVO A. MADERO,1611,C,712,180,113,186,13,0,7,0,1,1,22,0,207,5,7,
9,5,GUSTAVO A. MADERO,1612,B,674,162,134,101,7,1,12,0,2,1,27,1,123,6,3,
9,5,GUSTAVO A. MADERO,1612,C,674,161,136,125,10,0,12,0,2,0,24,0,147,1,3,
9,5,GUSTAVO A. MADERO,1613,B,644,156,97,144,10,1,10,1,11,0,26,0,166,3,7,
9,5,GUSTAVO A. MADERO,1613,C,645,166,97,148,9,2,10,1,2,1,31,2,173,3,6,
9,5,GUSTAVO A. MADERO,1614,B,548,136,117,95,5,1,6,1,3,0,17,0,108,1,10,
9,5,GUSTAVO A. MADERO,1614,C1,548,146,87,112,6,0,4,0,5,0,9,1,123,2,15,
9,5,GUSTAVO A. MADERO,1614,C2,548,129,91,115,9,1,12,0,2,2,19,3,142,6,0,
9,5,GUSTAVO A. MADERO,1615,B,535,122,114,95,5,1,8,0,1,0,21,0,109,0,10,
9,5,GUSTAVO A. MADERO,1615,C1,535,129,114,88,7,2,10,0,2,1,13,4,112,2,2,
9,5,GUSTAVO A. MADERO,1615,C2,536,117,90,119,6,2,12,2,5,0,14,0,141,2,10,
9,5,GUSTAVO A. MADERO,1616,B,592,150,126,139,10,0,10,1,1,1,19,1,162,2,3,
9,5,GUSTAVO A. MADERO,1616,C,593,127,111,134,7,0,6,0,2,0,25,1,148,4,1,
9,5,GUSTAVO A. MADERO,1617,B,405,86,70,91,8,0,10,0,2,1,9,0,110,4,5,
9,5,GUSTAVO A. MADERO,1617,C,406,77,75,88,10,1,20,0,1,0,14,0,119,0,4,
9,5,GUSTAVO A. MADERO,1618,B,693,192,104,133,10,1,11,0,3,0,23,2,157,4,6,
9,5,GUSTAVO A. MADERO,1618,C,694,197,129,136,7,5,6,1,0,2,31,0,157,1,7,
9,5,GUSTAVO A. MADERO,1619,B,701,147,128,178,6,0,11,0,0,0,15,0,195,6,0,
9,5,GUSTAVO A. MADERO,1619,C,701,132,128,165,7,3,6,1,3,1,16,4,187,5,3,
9,5,GUSTAVO A. MADERO,1620,B,529,174,78,129,8,1,9,0,2,1,20,2,150,0,7,
9,5,GUSTAVO A. MADERO,1620,C,529,137,71,122,10,1,10,2,6,0,18,1,146,1,4,
9,5,GUSTAVO A. MADERO,1621,B,677,207,90,154,6,3,3,0,4,0,26,3,169,4,6,
9,5,GUSTAVO A. MADERO,1621,C,678,210,71,188,8,2,5,0,6,1,31,2,206,1,5,
9,5,GUSTAVO A. MADERO,1622,B,647,207,106,151,8,3,7,1,6,1,17,1,172,3,3,
9,5,GUSTAVO A. MADERO,1622,C,647,186,106,148,4,1,6,1,3,0,29,5,165,0,6,
9,5,GUSTAVO A. MADERO,1623,B,595,101,174,107,4,1,7,0,4,0,18,3,122,3,3,
9,5,GUSTAVO A. MADERO,1623,C,596,104,167,138,4,1,6,2,0,0,17,1,152,0,6,
9,5,GUSTAVO A. MADERO,1624,B,596,182,106,106,5,0,5,0,3,3,21,0,119,3,5,
9,5,GUSTAVO A. MADERO,1624,C,597,164,95,129,4,1,4,1,4,1,32,0,140,0,4,
9,5,GUSTAVO A. MADERO,1625,B,617,169,109,126,11,1,4,1,3,1,24,4,148,4,3,
9,5,GUSTAVO A. MADERO,1625,C,617,145,105,132,6,0,8,0,4,0,17,0,146,5,3,
9,5,GUSTAVO A. MADERO,1626,B,665,176,138,140,9,0,8,1,3,0,30,0,158,2,5,
9,5,GUSTAVO A. MADERO,1626,C,665,184,103,153,5,2,6,0,1,0,37,1,167,4,8,
9,5,GUSTAVO A. MADERO,1627,B,662,153,125,145,9,2,11,1,1,2,24,0,170,4,4,
9,5,GUSTAVO A. MADERO,1627,C,662,145,122,152,8,3,9,0,3,0,24,3,175,3,10,
9,5,GUSTAVO A. MADERO,1628,B,566,136,96,131,6,1,5,2,2,0,17,0,145,3,2,
9,5,GUSTAVO A. MADERO,1628,C,567,164,82,136,14,0,3,0,2,0,16,2,155,3,2,
9,5,GUSTAVO A. MADERO,1629,B,653,177,97,150,8,3,10,0,3,1,24,1,173,1,12,
9,5,GUSTAVO A. MADERO,1629,C,653,204,104,132,5,3,8,2,3,1,21,3,154,2,4,
9,5,GUSTAVO A. MADERO,1630,B,538,157,90,104,6,1,5,0,1,0,19,4,120,3,6,
9,5,GUSTAVO A. MADERO,1630,C,538,161,80,103,5,0,7,0,2,0,23,0,115,4,6,
9,5,GUSTAVO A. MADERO,1631,B,744,217,120,168,9,6,5,0,4,1,36,3,192,5,4,
9,5,GUSTAVO A. MADERO,1631,C,744,231,104,168,7,6,4,1,8,1,34,3,190,5,3,
9,5,GUSTAVO A. MADERO,1632,B,507,139,81,119,7,3,10,0,2,1,17,1,141,4,7,
9,5,GUSTAVO A. MADERO,1632,C1,508,153,93,109,8,0,5,0,1,1,14,0,123,1,6,
9,5,GUSTAVO A. MADERO,1632,C2,508,148,92,121,0,0,0,0,4,0,16,0,121,5,4,
9,5,GUSTAVO A. MADERO,1633,B,686,195,122,171,2,0,11,0,5,0,23,2,186,8,2,
9,5,GUSTAVO A. MADERO,1633,C,687,198,106,202,6,0,12,0,3,0,31,3,223,1,2,
9,5,GUSTAVO A. MADERO,1634,B,562,172,79,138,7,1,6,0,4,0,33,1,153,4,3,
9,5,GUSTAVO A. MADERO,1634,C,563,149,98,105,1,1,8,0,2,1,21,0,116,3,6,
9,5,GUSTAVO A. MADERO,1635,B,726,131,126,191,11,0,7,1,7,1,19,0,211,0,7,
9,5,GUSTAVO A. MADERO,1635,C,726,150,126,170,13,0,17,0,3,4,21,2,206,1,9,
9,5,GUSTAVO A. MADERO,1636,B,669,122,120,205,7,1,4,0,3,0,21,0,217,6,4,
9,5,GUSTAVO A. MADERO,1636,C,670,115,119,175,6,1,15,0,6,1,23,4,202,0,4,
9,5,GUSTAVO A. MADERO,1637,B,712,219,123,147,4,2,10,1,1,0,23,0,164,0,4,
9,5,GUSTAVO A. MADERO,1637,C,713,202,119,130,5,1,6,1,7,1,20,3,147,5,6,
9,5,GUSTAVO A. MADERO,1638,B,610,172,113,115,4,1,6,0,5,0,25,2,128,3,4,
9,5,GUSTAVO A. MADERO,1638,C,610,186,122,135,0,0,0,0,6,0,24,0,135,5,4,
9,5,GUSTAVO A. MADERO,1639,B,531,143,123,91,6,1,7,0,1,1,12,2,108,4,5,
9,5,GUSTAVO A. MADERO,1639,C,531,144,90,104,4,2,2,0,3,1,22,2,115,2,9,
9,5,GUSTAVO A. MADERO,1640,B,503,149,80,73,4,2,6,1,2,1,19,1,88,1,7,
9,5,GUSTAVO A. MADERO,1640,C,504,123,112,100,6,0,14,0,2,0,24,2,122,5,3,
9,5,GUSTAVO A. MADERO,1641,B,651,136,112,137,6,2,4,0,2,0,18,2,151,1,9,
9,5,GUSTAVO A. MADERO,1641,C,652,151,86,119,12,3,4,2,4,2,27,4,146,3,4,
9,5,GUSTAVO A. MADERO,1642,B,487,129,52,99,7,0,3,0,5,2,23,5,116,4,7,
9,5,GUSTAVO A. MADERO,1642,C,487,130,67,106,1,1,9,0,2,2,13,0,119,0,6,
9,5,GUSTAVO A. MADERO,1643,B,580,163,131,101,5,0,6,0,4,1,24,0,113,0,8,
9,5,GUSTAVO A. MADERO,1643,C,581,165,110,105,6,2,6,1,3,0,19,2,122,3,5,
9,5,GUSTAVO A. MADERO,1644,B,627,194,127,114,0,0,8,0,3,3,22,4,129,0,7,
9,5,GUSTAVO A. MADERO,1644,C,627,152,122,130,13,0,6,0,2,4,16,0,153,2,8,
9,5,GUSTAVO A. MADERO,1645,B,481,132,61,112,5,0,7,0,3,1,26,0,125,0,3,
9,5,GUSTAVO A. MADERO,1645,C,482,119,77,109,3,1,7,0,7,1,15,3,124,5,5,
9,5,GUSTAVO A. MADERO,1646,B,486,136,82,95,3,1,3,0,4,0,26,2,104,5,1,
9,5,GUSTAVO A. MADERO,1646,C,487,127,90,77,6,2,2,0,2,0,23,3,90,6,3,
9,5,GUSTAVO A. MADERO,1647,B,617,190,108,123,5,3,3,1,4,1,26,0,136,2,3,
9,5,GUSTAVO A. MADERO,1647,C,618,188,110,129,3,2,14,0,2,0,26,3,151,6,3,
9,5,GUSTAVO A. MADERO,1648,B,612,200,110,126,0,0,0,0,0,0,35,0,126,0,6,
9,5,GUSTAVO A. MADERO,1648,C,612,167,126,118,5,1,6,1,1,1,19,4,136,7,1,
9,5,GUSTAVO A. MADERO,1649,B,512,126,75,92,5,0,12,0,2,0,11,3,112,4,10,
9,5,GUSTAVO A. MADERO,1649,C,513,122,75,101,1,0,8,0,3,0,11,1,111,3,12,
9,5,GUSTAVO A. MADERO,1650,B,452,120,55,111,5,0,11,0,3,1,10,3,131,1,6,
9,5,GUSTAVO A. MADERO,1650,C,453,98,64,100,7,2,7,0,1,1,18,1,118,4,5,
9,5,GUSTAVO A. MADERO,1651,B,614,142,69,155,5,1,1,1,2,0,15,1,164,1,3,
9,5,GUSTAVO A. MADERO,1651,C,615,145,51,175,0,0,0,0,7,0,20,0,175,0,10,
9,5,GUSTAVO A. MADERO,1652,B,652,168,101,183,0,0,0,0,2,0,20,0,183,0,3,
9,5,GUSTAVO A. MADERO,1652,C,653,159,105,143,9,1,8,2,2,0,14,5,168,1,7,
9,5,GUSTAVO A. MADERO,1653,B,486,125,63,96,8,1,12,0,4,0,22,2,119,3,1,
9,5,GUSTAVO A. MADERO,1653,C,487,114,82,93,6,1,4,2,1,2,12,0,108,2,7,
9,5,GUSTAVO A. MADERO,1654,B,692,149,94,182,0,0,0,0,7,0,17,0,182,6,7,
9,5,GUSTAVO A. MADERO,1654,C,693,165,115,168,7,0,6,0,7,0,18,5,186,4,5,
9,5,GUSTAVO A. MADERO,1655,B,622,139,88,139,8,0,11,0,4,0,16,0,158,9,7,
9,5,GUSTAVO A. MADERO,1655,C,623,134,79,133,7,1,5,3,4,4,23,5,158,10,4,
9,5,GUSTAVO A. MADERO,1656,B,626,131,99,153,8,1,0,1,4,0,22,0,163,7,8,
9,5,GUSTAVO A. MADERO,1656,C,627,136,113,126,13,3,5,0,7,0,16,2,149,6,2,
9,5,GUSTAVO A. MADERO,1657,B,663,149,96,168,8,1,3,2,5,0,17,10,192,3,5,
9,5,GUSTAVO A. MADERO,1657,C,664,174,110,138,8,1,3,0,2,4,18,4,158,2,3,
9,5,GUSTAVO A. MADERO,1658,B,437,117,79,77,0,0,0,0,3,0,12,12,89,3,9,
9,5,GUSTAVO A. MADERO,1658,C,437,107,58,102,1,1,6,0,2,1,15,2,113,5,2,
9,5,GUSTAVO A. MADERO,1659,B,617,156,73,154,10,2,5,1,4,2,19,0,174,2,11,
9,5,GUSTAVO A. MADERO,1659,C,617,126,87,144,8,1,3,0,3,1,18,0,157,0,16,
9,5,GUSTAVO A. MADERO,1660,B,548,99,105,128,10,1,1,0,2,0,14,2,142,4,3,
9,5,GUSTAVO A. MADERO,1660,C,549,130,88,124,10,1,6,0,5,1,9,0,142,2,9,
9,5,GUSTAVO A. MADERO,1661,B,546,106,91,121,9,0,3,2,4,0,15,0,135,4,4,
9,5,GUSTAVO A. MADERO,1661,C,546,115,94,111,11,0,8,0,1,0,15,2,132,3,5,
9,5,GUSTAVO A. MADERO,1662,B,427,100,66,86,4,2,10,0,0,0,22,1,103,4,7,
9,5,GUSTAVO A. MADERO,1662,C,428,106,71,83,9,0,14,1,0,1,16,0,108,1,4,
9,5,GUSTAVO A. MADERO,1663,B,693,105,173,160,6,1,9,1,2,0,15,3,180,1,8,
9,5,GUSTAVO A. MADERO,1664,B,402,108,67,88,0,0,0,0,0,0,11,0,88,0,6,
9,5,GUSTAVO A. MADERO,1664,C,403,127,44,100,1,1,5,0,0,0,12,0,107,0,4,
9,5,GUSTAVO A. MADERO,1665,B,378,92,61,93,26,0,6,1,6,0,11,0,126,1,3,
9,5,GUSTAVO A. MADERO,1665,C,379,92,65,80,19,0,5,0,2,1,24,1,106,2,0,
9,5,GUSTAVO A. MADERO,1666,B,615,147,125,140,6,0,12,1,3,0,30,0,159,2,10,
9,5,GUSTAVO A. MADERO,1666,C,615,166,113,131,12,2,4,0,7,0,40,0,149,3,3,
9,5,GUSTAVO A. MADERO,1667,B,591,146,81,157,4,1,5,1,3,0,23,3,171,4,2,
9,5,GUSTAVO A. MADERO,1667,C,591,134,79,151,11,1,4,2,5,1,18,3,173,5,7,
9,5,GUSTAVO A. MADERO,1668,B,408,102,61,82,10,2,5,0,1,0,12,0,99,0,4,
9,5,GUSTAVO A. MADERO,1668,C,408,113,78,69,0,14,3,0,2,0,0,4,90,7,6,
9,5,GUSTAVO A. MADERO,1669,B,468,111,74,103,11,0,9,0,5,1,12,0,124,7,0,
9,5,GUSTAVO A. MADERO,1669,C,469,134,58,106,7,1,9,1,1,0,16,1,125,4,4,
9,5,GUSTAVO A. MADERO,1670,B,731,228,128,131,6,4,5,1,7,0,30,0,147,8,2,
9,5,GUSTAVO A. MADERO,1671,B,419,92,51,132,2,1,5,0,3,0,18,0,140,7,4,
9,5,GUSTAVO A. MADERO,1671,C,420,103,52,122,4,0,5,0,1,1,20,1,133,3,2,
10,15,CUAUHTEMOC,4586,B,514,70,71,148,9,3,6,0,2,1,16,0,167,3,5,
10,15,CUAUHTEMOC,4586,C,515,71,84,147,3,2,3,0,5,1,13,2,158,3,3,
10,15,CUAUHTEMOC,4587,B,552,123,77,138,7,1,9,1,2,0,20,2,158,1,7,
10,15,CUAUHTEMOC,4588,B,643,191,109,109,5,0,4,0,7,0,16,2,120,3,4,
10,15,CUAUHTEMOC,4588,C,644,171,96,147,5,1,5,1,2,0,23,0,159,1,1,
10,15,CUAUHTEMOC,4589,B,673,182,114,137,9,0,5,0,6,2,27,0,153,3,7,
10,15,CUAUHTEMOC,4589,C,673,186,106,155,4,0,0,0,0,1,17,0,160,4,3,
10,15,CUAUHTEMOC,4590,B,598,128,100,118,10,2,4,1,2,1,19,4,140,3,1,
10,15,CUAUHTEMOC,4590,C,598,125,92,140,8,0,6,0,1,2,17,2,158,3,3,
10,15,CUAUHTEMOC,4591,B,649,128,135,109,11,1,9,1,5,1,36,2,134,1,4,
10,15,CUAUHTEMOC,4591,C,649,138,139,118,7,2,7,0,3,0,44,2,136,1,4,
10,15,CUAUHTEMOC,4592,B,654,186,127,95,3,1,0,7,3,1,14,3,110,8,9,
10,15,CUAUHTEMOC,4593,B,505,123,92,71,2,1,1,0,1,0,26,3,78,7,5,
10,15,CUAUHTEMOC,4593,C1,505,141,77,102,9,0,5,0,1,1,26,3,120,2,2,
10,15,CUAUHTEMOC,4593,C2,505,110,79,94,5,1,1,1,3,2,22,16,120,2,5,
10,15,CUAUHTEMOC,4594,B,554,132,70,135,9,1,5,0,2,2,27,0,152,4,6,
10,15,CUAUHTEMOC,4594,C,555,138,78,118,9,0,5,1,1,0,28,1,134,2,1,
10,15,CUAUHTEMOC,4595,B,696,146,126,176,6,2,6,1,2,3,30,0,194,3,2,
10,15,CUAUHTEMOC,4595,C,697,170,98,173,11,5,7,1,3,1,35,4,202,2,6,
10,15,CUAUHTEMOC,4596,B,639,159,86,156,6,0,12,0,1,1,25,3,178,4,2,
10,15,CUAUHTEMOC,4596,C,639,130,95,170,6,1,12,0,4,1,27,0,190,12,9,
10,15,CUAUHTEMOC,4597,B,687,150,102,153,11,3,15,0,2,0,31,1,183,6,5,
10,15,CUAUHTEMOC,4597,C,688,160,124,180,6,1,12,0,5,0,21,0,199,2,8,
10,15,CUAUHTEMOC,4598,B,523,118,87,130,5,0,11,0,1,0,19,2,148,0,4,
10,15,CUAUHTEMOC,4598,C,524,98,97,118,6,0,10,0,4,2,29,3,139,3,3,
10,15,CUAUHTEMOC,4599,B,565,120,119,126,6,0,6,1,2,1,20,1,141,5,5,
10,15,CUAUHTEMOC,4599,C,565,129,122,113,9,3,8,0,3,0,19,0,133,5,5,
10,15,CUAUHTEMOC,4600,B,512,121,84,130,7,0,6,0,2,0,11,3,146,2,5,
10,15,CUAUHTEMOC,4600,C,513,120,87,116,9,0,8,3,1,2,24,0,138,0,8,
10,15,CUAUHTEMOC,4601,B,525,123,81,127,10,1,5,0,1,1,18,0,144,2,2,
10,15,CUAUHTEMOC,4601,C,525,118,87,124,3,1,7,1,4,0,22,0,136,0,10,
10,15,CUAUHTEMOC,4602,B,599,179,96,112,7,2,0,0,3,0,20,2,123,0,7,
10,15,CUAUHTEMOC,4602,C,599,146,133,111,6,2,14,2,1,1,28,1,137,0,6,
10,15,CUAUHTEMOC,4603,B,420,100,89,90,3,1,8,1,3,0,13,0,103,3,2,
10,15,CUAUHTEMOC,4603,C,421,111,86,89,4,1,2,0,2,3,18,0,99,1,2,
10,15,CUAUHTEMOC,4604,B,629,168,140,117,2,0,2,2,1,0,18,0,123,10,7,
10,15,CUAUHTEMOC,4604,C,629,152,144,133,4,1,8,1,2,0,30,1,148,8,12,CASILLA ANULADA
10,15,CUAUHTEMOC,4605,B,700,140,125,159,15,0,8,0,1,0,22,2,184,4,7,
10,15,CUAUHTEMOC,4605,C,700,161,130,167,13,2,11,1,1,0,17,3,197,4,5,
10,15,CUAUHTEMOC,4606,B,514,94,71,126,14,0,1,0,1,2,12,8,151,3,9,
10,15,CUAUHTEMOC,4606,C1,514,87,92,120,6,0,1,2,1,0,18,1,130,3,3,
10,15,CUAUHTEMOC,4606,C2,514,67,87,140,9,0,5,0,1,1,8,4,159,1,6,
10,15,CUAUHTEMOC,4607,B,615,100,108,182,6,1,8,1,2,1,18,8,207,3,10,
10,15,CUAUHTEMOC,4607,C,615,108,83,162,11,0,4,1,2,0,15,0,178,3,8,
10,15,CUAUHTEMOC,4608,B,572,149,103,106,8,0,7,0,4,0,30,0,121,1,7,
10,15,CUAUHTEMOC,4608,C,573,131,87,124,5,1,5,1,3,0,16,0,136,3,5,
10,15,CUAUHTEMOC,4609,B,537,114,78,142,3,1,4,0,2,0,15,4,154,0,5,
10,15,CUAUHTEMOC,4609,C1,537,115,72,141,7,0,5,1,3,1,19,4,159,1,3,
10,15,CUAUHTEMOC,4609,C2,538,112,85,124,12,1,7,1,3,1,15,2,148,6,5,
10,15,CUAUHTEMOC,4610,B,575,160,92,99,6,3,4,0,3,1,22,4,117,3,5,
10,15,CUAUHTEMOC,4610,C,575,172,79,105,3,2,1,0,1,0,19,3,114,0,3,
10,15,CUAUHTEMOC,4611,B,620,181,88,94,8,1,6,0,3,0,26,3,112,0,6,
10,15,CUAUHTEMOC,4611,C,620,191,84,109,2,1,8,0,1,0,35,0,120,1,2,
