sep=|
20:11 horas (UTC-5)
lunes 8 de junio de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
1,512|831|64.53|1,498|14|53.836

ID_ESTADO|ESTADO|ID_DISTRITO|DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PRD|PT|PVEM|MOVIMIENTO_CIUDADANO|NUEVA_ALIANZA|PSD|MORENA|ES|PH|C_PRI_PV|C_PRI_PANAL|C_PV_PANAL|C_PRI_PV_PANAL|C_PRD_PT|CAND_IND_1|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
17|MORELOS|9|PUENTE DE IXTLA|596|2|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |615| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|596|3|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |614| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|597|1|B|0|2|11|335|326|327|17|20|37|43|4|15|85|8|45|18|18|-|-|-|-|-|-|Sin dato|17|327|641| |1| |f13d0313324ef70e1dc08c2141352b2df54af6e5788456de6a8e974af6ecf810|2015-06-08 02:19:00.000|2015-06-08 04:13:03.551|2015-06-08 04:13:10.480|
17|MORELOS|9|PUENTE DE IXTLA|597|1|C|0|2|11|350|313|308|6|21|26|46|10|16|84|7|77|Ilegible|Ilegible|-|-|-|-|-|-|Ilegible|Ilegible|293|641| |1| |0f2ebc6d54aeddcc00511833dd297ef6cd8afcd59a538e6ab4ccf2cc9ba036cd|2015-06-08 04:16:00.000|2015-06-08 06:17:58.400|2015-06-08 06:18:07.271|
17|MORELOS|9|PUENTE DE IXTLA|597|2|C|0|2|11|345|313|317|5|34|30|37|5|19|73|4|57|19|20|-|-|-|-|-|-|0|14|317|641| |1| |0657ba0bff76a0e46c517999bd90208c8c9627b2a12a9a46f1148cd7140f5832|2015-06-08 01:18:00.000|2015-06-08 02:48:42.391|2015-06-08 02:48:45.935|
17|MORELOS|9|PUENTE DE IXTLA|598|1|B|0|1|11|324|331|333|7|31|43|45|7|14|65|23|58|7|13|-|-|-|-|-|-|0|20|333|636| |1| |86d2680ed229c3fee8db6ac453848db87a27e84db47e668bf2cb6cfdb62c09ec|2015-06-08 01:01:00.000|2015-06-08 02:25:28.092|2015-06-08 02:37:13.339|
17|MORELOS|9|PUENTE DE IXTLA|598|1|C|0|1|11|324|330|332|8|25|35|43|11|26|88|9|59|9|9|-|-|-|-|-|-|0|10|332|635| |1| |b0b9382968c30452165e84205c7fc9f1447f3087d53acafd9005835e69d5cbc7|2015-06-08 01:41:00.000|2015-06-08 03:21:05.285|2015-06-08 03:21:08.930|
17|MORELOS|9|PUENTE DE IXTLA|598|2|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |635| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|598|3|C|0|1|11|317|339|334|8|20|29|54|6|30|79|15|57|13|14|-|-|-|-|-|-|Sin dato|13|338|635| |1| |9c21a15e200864839801a5c59a4e1781373b34394521e64672d442261fd3c0eb|2015-06-08 02:19:00.000|2015-06-08 04:31:37.631|2015-06-08 04:31:43.546|
17|MORELOS|9|PUENTE DE IXTLA|598|4|C|0|1|11|316|336|340|10|31|32|50|3|23|85|9|51|7|22|-|-|-|-|-|-|Sin dato|17|340|635| |1| |d354f30359a912d15c4bea3504b8a32154a2f49395128d814b691cb32553c368|2015-06-08 01:05:00.000|2015-06-08 02:36:54.839|2015-06-08 02:36:58.258|
17|MORELOS|9|PUENTE DE IXTLA|599|1|B|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |706| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|599|1|C|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |705| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|599|2|C|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |705| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|599|3|C|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |705| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|600|1|B|0|2|11|324|0|Ilegible|5|33|31|40|4|63|56|11|62|22|12|-|-|-|-|-|-|3|30|372|656| |1| |175ffff92067c7e879919b4ab1532e7fcdb5ef8bd36a47f6c852d364dbd2ef8e|2015-06-08 02:41:00.000|2015-06-08 04:14:53.415|2015-06-08 04:26:36.433|
17|MORELOS|9|PUENTE DE IXTLA|600|1|C|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |656| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|600|2|C|0|2|11|367|308|308|8|47|24|35|3|24|75|10|50|9|8|-|-|-|-|-|-|0|12|305|655| |1| |e38d1288f719766bf496bf8b5793614ea0dd108f93a45538f73f5179eb83df67|2015-06-08 03:06:00.000|2015-06-08 15:50:02.895|2015-06-08 15:50:06.618|
17|MORELOS|9|PUENTE DE IXTLA|601|1|B|0|2|11|291|331|331|74|32|14|25|14|16|101|7|20|5|7|-|-|-|-|-|-|Sin dato|16|331|601| |1| |e012cbfe6f57f4c403813ef471210ed4ea68a7a8542fc2ab8634082c1b07e364|2015-06-08 04:59:00.000|2015-06-08 07:03:26.448|2015-06-08 07:03:28.256|
17|MORELOS|9|PUENTE DE IXTLA|601|1|C|0|2|11|293|329|329|65|42|7|19|15|25|96|12|22|3|6|-|-|-|-|-|-|0|17|329|601| |1| |dc364f5614e51c43e01eb0fb99ed2d3d55bec84db2f1239e5fd56c4ea5872809|2015-06-08 00:42:00.000|2015-06-08 01:59:22.415|2015-06-08 01:59:26.266|
17|MORELOS|9|PUENTE DE IXTLA|601|2|C|0|2|11|324|297|297|69|27|17|19|16|16|81|8|24|3|5|-|-|-|-|-|-|0|12|297|600| |1| |3f536ed25150571df7f54fbecedb70f4564ab67b200b43da46f2ca56dc26458a|2015-06-08 01:04:00.000|2015-06-08 03:00:47.930|2015-06-08 03:00:50.027|
17|MORELOS|9|PUENTE DE IXTLA|602|1|B|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |550| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|602|1|C|0|2|11|271|300|300|62|25|4|16|14|38|86|9|19|2|6|-|-|-|-|-|-|17|Sin dato|298|550| |1| |b4ad6de60e80c153378a967659d9113fb0957e56e221e9c9e039d79d8265f45e|2015-06-08 03:28:00.000|2015-06-08 05:08:14.412|2015-06-08 05:08:17.367|
17|MORELOS|9|PUENTE DE IXTLA|602|2|C|0|2|11|Sin dato|Sin dato|Sin dato|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|-|-|-|-|-|-|Ilegible|Ilegible|0|549| |1| |46e2ae7c2050416cb7b9352c32555fa12426510b52947bfbadda35c9ccae42bd|2015-06-08 04:58:00.000|2015-06-08 15:50:31.607|2015-06-08 15:50:37.494|
17|MORELOS|9|PUENTE DE IXTLA|603|1|B|0|2|11|157|139|143|12|33|2|7|6|4|38|3|14|5|13|-|-|-|-|-|-|0|6|143|279| |1| |da5bcd06bfe77a430cf5171641d803eca1887cb0269a7b9e8837101118fbf2c3|2015-06-07 22:25:00.000|2015-06-07 23:02:22.700|2015-06-07 23:02:25.884|
17|MORELOS|9|PUENTE DE IXTLA|604|1|B|0|2|11|248|294|301|4|64|4|41|10|33|76|11|28|1|1|-|-|-|-|-|-|0|24|297|524| |1| |e99d3c7c2e3ea721926c91bffb8ea86fcd085fab64d3c48424f6145fef384a1f|2015-06-08 04:09:00.000|2015-06-08 06:01:54.494|2015-06-08 06:02:03.976|
17|MORELOS|9|PUENTE DE IXTLA|605|1|B|0|2|11|337|409|409|4|97|20|38|9|103|88|2|14|2|5|-|-|-|-|-|-|0|27|409|726| |1| |db7bd3eeef0b40f05af5b26ae6abbe4962d9a3d4e294d3d4df34cdd798304895|2015-06-08 04:57:00.000|2015-06-08 07:04:02.526|2015-06-08 07:04:05.760|
17|MORELOS|9|PUENTE DE IXTLA|605|1|C|0|2|11|358|387|388|5|81|20|24|3|96|88|6|23|2|2|-|-|-|-|-|-|0|38|388|725| |1| |e47a3071b784eb36f22c410af22599e64a942b05aa6741263b0188e3f62149c6|2015-06-08 04:12:00.000|2015-06-08 06:14:05.766|2015-06-08 06:14:10.859|
17|MORELOS|9|PUENTE DE IXTLA|606|1|B|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |529| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|606|1|C|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |529| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|607|1|B|0|2|11|271|348|Sin dato|18|46|28|15|15|67|85|5|33|4|7|-|-|-|-|-|-|0|25|348|600| |1| |b275fea25e52738b61d512bc4dc4abdea3d1064f5ab5f94debf5212adc9472f3|2015-06-08 05:56:00.000|2015-06-08 16:26:37.139|2015-06-08 16:26:43.378|
17|MORELOS|9|PUENTE DE IXTLA|607|1|C|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |600| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|608|1|B|0|1|11|310|254|3|33|39|18|7|56|22|23|4|20|3|8|-|-|-|-|-|-|0|21|254|542| |1| |272cbdf17acd93c60da45460a1a1bc00ebf16e971ba6398193132afed5ce0ce8|2015-06-08 06:25:00.000|2015-06-08 08:27:34.068|2015-06-08 08:27:40.644|
17|MORELOS|9|PUENTE DE IXTLA|608|1|C|0|2|11|271|291|291|47|26|23|9|61|26|29|5|29|5|29|-|-|-|-|-|-|7|21|317|541| |1| |1472818dfee231366cec9f634749e2800e66c0457b9443c9099c67b3610e9176|2015-06-08 06:04:00.000|2015-06-08 08:16:14.038|2015-06-08 08:16:18.887|
17|MORELOS|9|PUENTE DE IXTLA|609|1|B|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |591| | | | | | | |
17|MORELOS|9|PUENTE DE IXTLA|609|1|C|0|2|11|324|285|287|16|46|18|13|17|26|90|7|26|3|5|-|-|-|-|-|-|Sin dato|20|287|590| |1| |bb577869f882099e57103ad3b21cf0d8adb4dd337fd3de25187bf3d181353f32|2015-06-07 22:07:00.000|2015-06-07 22:15:46.704|2015-06-07 22:27:31.925|
17|MORELOS|9|PUENTE DE IXTLA|610|1|B|0|2|11|151|258|258|10|34|24|16|14|35|89|4|12|0|2|-|-|-|-|-|-|0|18|258|388| |1| |9075b2edd497401a9916e8eef22f73fb82c20869ab4de679938bcf9dbc7a4580|2015-06-07 23:36:00.000|2015-06-08 00:26:40.134|2015-06-08 00:26:43.570|
17|MORELOS|10|ZACATEPEC|707|1|B|0|2|11|271|342|Sin dato|21|90|51|Ilegible|10|Ilegible|8|Ilegible|Ilegible|Ilegible|Ilegible|Sin dato|Sin dato|Sin dato|4|-|-|Ilegible|Ilegible|184|595| |1| |6fc13f80d0b0683660b651c85012ca4164a223dfe0ba2b04e3f3217f142969b7|2015-06-08 00:27:00.000|2015-06-08 01:05:48.822|2015-06-08 01:05:55.930|
17|MORELOS|10|ZACATEPEC|707|1|C|0|2|11|298|310|316|19|92|53|6|9|22|6|46|28|13|6|2|0|1|2|-|-|0|11|316|595| |1| |225b991366a51aa03106bd9812bdce1949afa0cfc2a5574daf8f457d932f5104|2015-06-08 00:28:00.000|2015-06-08 01:08:35.881|2015-06-08 01:08:39.407|
17|MORELOS|10|ZACATEPEC|707|2|C|0|2|11|267|339|348|26|99|61|5|11|22|3|46|26|15|18|0|1|1|0|-|-|1|13|348|594| |1| |7728fafc6eaab59df0e33edfa88ba4c19333b2e1e78f4c1742b83dd8cc389ed2|2015-06-08 04:17:00.000|2015-06-08 04:54:26.165|2015-06-08 04:54:31.139|
17|MORELOS|10|ZACATEPEC|708|1|B|0|2|11|339|421|423|28|0|50|22|0|28|0|43|24|15|45|0|0|0|146|-|-|Sin dato|23|424|740| |1| |c50e291c316cda0672488a70747681892836582c3d359aa93f362065f919a88c|2015-06-08 00:50:00.000|2015-06-08 01:17:57.476|2015-06-08 01:18:00.952|
17|MORELOS|10|ZACATEPEC|708|1|C|0|2|11|339|Sin dato|Sin dato|30|112|49|18|13|29|13|49|23|20|42|Sin dato|1|Sin dato|2|-|-|Sin dato|21|422|740| |1| |bb9d8cf3fbb185031453cd3270a38876fc4bd3235859bfcc0e44b9d5a6a093d7|2015-06-08 06:26:00.000|2015-06-08 06:58:39.027|2015-06-08 06:58:44.155|
17|MORELOS|10|ZACATEPEC|708|2|C|0|2|11|348|412|411|24|101|63|15|11|27|3|57|24|34|33|Sin dato|Sin dato|Sin dato|2|-|-|Sin dato|17|411|739| |1| |d6eec146affbf07d98deba9c1a877d8054c82955712b5f36f5822ba8d4cea191|2015-06-08 01:03:00.000|2015-06-08 01:51:17.822|2015-06-08 01:51:20.091|
17|MORELOS|10|ZACATEPEC|709|1|B|0|2|11|182|338|343|11|99|60|7|7|32|5|58|20|17|5|1|0|0|4|-|-|2|13|341|502| |1| |87cc6f531d61270bc135fa837ecfad9ca38bb78d926181ede6c4727800f2be9c|2015-06-08 00:47:00.000|2015-06-08 01:14:41.918|2015-06-08 01:14:44.734|
17|MORELOS|10|ZACATEPEC|709|1|C|0|2|11|Ilegible|Ilegible|318|13|105|46|3|16|16|4|46|35|10|6|1|0|0|2|-|-|0|15|318|502| |1| |096f92fae142cba8438b44a4a98cb7100d54034d33cbc46e4669a96b3c9a5008|2015-06-08 00:44:00.000|2015-06-08 01:18:48.584|2015-06-08 01:18:54.679|
17|MORELOS|10|ZACATEPEC|709|2|C|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |501| | | | | | | |
17|MORELOS|10|ZACATEPEC|710|1|B|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |617| | | | | | | |
17|MORELOS|10|ZACATEPEC|710|1|C|0|2|11|258|378|379|20|119|53|11|10|18|6|49|23|11|38|Sin dato|1|Sin dato|2|-|-|Sin dato|18|379|616| |1| |dd122767b504dbc9129f0be2207660d3ac2e68782dd2d8d0077df6105b5c66a1|2015-06-08 03:39:00.000|2015-06-08 04:28:51.996|2015-06-08 04:28:55.659|
17|MORELOS|10|ZACATEPEC|710|2|C|0|2|11|240|388|388|22|121|45|3|9|16|10|51|30|15|45|Sin dato|Sin dato|Sin dato|2|-|-|1|18|388|616| |1| |8faac32629a3e599813453092e982db914116547cab2c3cfef41117203823df1|2015-06-08 05:45:00.000|2015-06-08 06:06:19.911|2015-06-08 06:06:24.946|
17|MORELOS|10|ZACATEPEC|710|3|C|0|2|11|246|Ilegible|391|17|113|56|17|7|18|10|44|21|20|42|0|0|0|0|-|-|1|25|391|616| |1| |0d0725688fafe51aaf2dfd31dc98c46c63af629488dc54023e9bae80f9944490|2015-06-08 05:25:00.000|2015-06-08 05:55:39.583|2015-06-08 05:55:44.602|
17|MORELOS|10|ZACATEPEC|711|1|B|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |532| | | | | | | |
17|MORELOS|10|ZACATEPEC|711|1|C|0|2|11|181|368|372|7|155|86|3|5|9|7|42|16|19|11|Sin dato|Sin dato|Sin dato|1|-|-|0|11|372|532| |1| |4db4d643f409552739392702267ffb6e235fa6722c93d9142a19123c912c6a6a|2015-06-08 01:07:00.000|2015-06-08 01:52:28.326|2015-06-08 01:52:33.412|
17|MORELOS|10|ZACATEPEC|712|1|B|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |654| | | | | | | |
17|MORELOS|10|ZACATEPEC|713|1|B|0|2|11|262|306|307|6|104|Sin dato|48|15|Ilegible|5|Ilegible|Ilegible|Ilegible|Ilegible|Sin dato|Sin dato|Sin dato|Sin dato|-|-|Ilegible|Ilegible|178|549| |1| |e0143a7d05a4f1ac76039f6606ee677e0a2cc78af5cb2c7303e304a63eed04c7|2015-06-07 22:45:00.000|2015-06-07 23:06:43.093|2015-06-07 23:06:46.488|
17|MORELOS|10|ZACATEPEC|713|1|C|0|2|11|261|309|309|3|Sin dato|64|3|Sin dato|20|Sin dato|32|25|12|24|Sin dato|Sin dato|Sin dato|Sin dato|-|-|Sin dato|8|191|549| |1| |7582106d30a75b4ff7ae3334a445342cde17ef4b732075ee2ca1f81bef729c9f|2015-06-07 22:48:00.000|2015-06-07 23:05:48.427|2015-06-07 23:05:53.582|
17|MORELOS|10|ZACATEPEC|714|1|B|0|2|11|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|Sin dato|Sin dato|0|545| |1| |8dd30b7065551caf38375f549169c3db5ae89edeb978f10c2ee1e3a92269810f|2015-06-08 16:27:00.000|2015-06-08 16:34:13.372|2015-06-08 16:34:18.155|
17|MORELOS|10|ZACATEPEC|714|1|C|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |544| | | | | | | |
17|MORELOS|10|ZACATEPEC|714|2|C|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |544| | | | | | | |
17|MORELOS|10|ZACATEPEC|715|1|B|0|2|11|245|296|Ilegible|15|72|36|18|12|31|2|27|22|20|17|1|0|0|2|-|-|1|18|294|520| |1| |9c8057ee1b8f0e2538c0afbea0ee837d23c64df9e26978ac84405496a13c9f88|2015-06-08 02:11:00.000|2015-06-08 02:32:35.199|2015-06-08 02:44:20.349|
17|MORELOS|10|ZACATEPEC|716|1|B|0|2|11|217|381|383|14|132|97|2|9|9|5|9|12|59|18|Sin dato|Sin dato|Sin dato|Sin dato|-|-|Sin dato|Sin dato|366|580| |1| |7f7356485f09c27de1290cc8f22050c0210a00b0b152b57b2063397dfad71316|2015-06-08 05:22:00.000|2015-06-08 05:49:21.462|2015-06-08 05:49:25.518|
17|MORELOS|10|ZACATEPEC|716|1|C|0|2|11|207|392|0|14|151|93|5|7|3|4|10|7|54|28|1|0|0|2|-|-|0|14|393|579| |1| |35192189e2b56af4f062770d4424382ce2f63ce3e1a0da562ff9774af201e3c6|2015-06-08 05:21:00.000|2015-06-08 05:46:53.037|2015-06-08 05:46:55.971|
17|MORELOS|10|ZACATEPEC|717|1|B|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |743| | | | | | | |
17|MORELOS|10|ZACATEPEC|717|1|C|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |743| | | | | | | |
17|MORELOS|10|ZACATEPEC|718|1|B|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |412| | | | | | | |
17|MORELOS|10|ZACATEPEC|718|1|C|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |411| | | | | | | |
17|MORELOS|10|ZACATEPEC|719|1|B|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |422| | | | | | | |
17|MORELOS|10|ZACATEPEC|719|1|C|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |421| | | | | | | |
17|MORELOS|10|ZACATEPEC|720|1|B|0|2|11|217|357|360|29|106|61|5|10|10|5|15|6|52|35|4|0|0|1|-|-|0|21|360|556| |1| |b4b44f2c16e4fb9fa6d110fd7fcf0a71787cd9e5f8b27a06344d10e48410d8bd|2015-06-07 22:31:00.000|2015-06-07 23:00:52.885|2015-06-07 23:00:56.195|
17|MORELOS|10|ZACATEPEC|720|1|S|0|2|12| | | | | | | | | | | | | | | | | | |-|-| | | |0| | | | | | | |
17|MORELOS|10|ZACATEPEC|720|1|S|0|2|13| | | | | | | | | | | | | | | | | | |-|-| | | |0| | | | | | | |
17|MORELOS|10|ZACATEPEC|721|1|B|0|2|11|331|386|389|33|96|31|15|19|13|10|33|31|33|54|2|0|0|0|-|-|Sin dato|19|389|699| |1| |ad7e64529c2e330b6260b41d95fe288d040ff5fb4d18a81fb99ec32ad2f7b3d2|2015-06-07 23:23:00.000|2015-06-07 23:40:02.463|2015-06-07 23:40:06.704|
17|MORELOS|10|ZACATEPEC|722|1|B|0|2|11|241|280|283|26|58|30|7|9|7|4|17|6|60|43|0|1|0|1|-|-|0|14|283|503| |1| |7806c1c240cb22ff8af3f0ef455e167781dcc2c018beb7c4d84239419e46a9f0|2015-06-08 00:16:00.000|2015-06-08 01:00:13.035|2015-06-08 01:00:18.478|
17|MORELOS|10|ZACATEPEC|722|1|C|0|2|11|245|278|278|20|67|40|9|14|4|2|14|7|48|34|2|0|0|0|-|-|0|17|278|502| |1| |4c43d62c6c1c559685af7dcd7fd62a82b8a015ccee1d4fb7a012cd21bf6ce5b3|2015-06-08 00:17:00.000|2015-06-08 01:00:02.793|2015-06-08 01:00:09.513|
17|MORELOS|10|ZACATEPEC|723|1|B|0|2|11|227|410|411|44|50|37|15|44|7|2|13|9|158|13|2|1|0|0|-|-|0|16|411|618| |1| |d5cddf53bd70aa8f557ef55417683101b4eec6cfa74fa5f8cd8952b2e6334c87|2015-06-08 00:33:00.000|2015-06-08 01:09:38.087|2015-06-08 01:09:40.892|
17|MORELOS|10|ZACATEPEC|723|1|C|0|2|11|223|416|417|55|44|50|19|47|12|2|11|4|139|12|1|0|0|0|-|-|1|20|417|618| |1| |c7ad2a9d4c5cd3530e0434ff1b59deeb160b290bfc742c61c50936687c12bdcf|2015-06-08 01:44:00.000|2015-06-08 02:32:36.926|2015-06-08 02:32:41.982|
17|MORELOS|10|ZACATEPEC|723|2|C|0|2|11|233|405|405|41|52|37|13|42|19|2|28|5|132|12|1|0|0|0|-|-|0|21|405|617| |1| |2fe88d2879b19d8edf85623afc098bf5dc13df67b9afd5b0f9ee210cf3ed4c82|2015-06-08 01:24:00.000|2015-06-08 02:20:18.890|2015-06-08 02:20:21.854|
17|MORELOS|10|ZACATEPEC|724|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |554| | | | | | | |
17|MORELOS|10|ZACATEPEC|724|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |554| | | | | | | |
17|MORELOS|10|ZACATEPEC|724|2|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |553| | | | | | | |
17|MORELOS|10|ZACATEPEC|725|1|B|0|1|11|236|345|350|40|61|Ilegible|Ilegible|6|Ilegible|3|Ilegible|Ilegible|Ilegible|Ilegible|0|0|0|111|-|-|Ilegible|Ilegible|221|566| |1| |99887833f03cde185c3a1eb103352d9f048dc22770f84b590844c38b4f65e816|2015-06-08 02:15:00.000|2015-06-08 02:44:51.414|2015-06-08 02:44:54.518|
17|MORELOS|10|ZACATEPEC|725|1|C|0|1|11|269|318|317|29|70|105|9|14|9|5|18|3|31|4|2|1|0|0|-|-|0|17|317|565| |1| |5c706692122082dc46f7f95ef2f66d208c7b6513bb6d0b911270655d6a7d5931|2015-06-08 02:20:00.000|2015-06-08 02:52:25.043|2015-06-08 02:52:29.834|
17|MORELOS|10|ZACATEPEC|725|2|C|0|1|11|236|345|350|54|66|105|8|11|15|7|15|11|41|4|1|0|0|0|-|-|0|12|350|565| |1| |4921ec059266775c45df272d91f6cb34044d59e34074ffc64b0e4e12ea128560|2015-06-08 02:36:00.000|2015-06-08 02:56:14.007|2015-06-08 02:56:19.185|
17|MORELOS|10|ZACATEPEC|725|3|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |565| | | | | | | |
17|MORELOS|10|ZACATEPEC|726|1|B|0|1|11|203|336|342|30|97|69|24|9|2|2|18|8|62|6|0|0|0|0|-|-|0|15|342|525| |1| |7be094a12225e060d5b0cf3cb32ddcb127da9d79482cc81e755a8bfd125ff0af|2015-06-08 06:27:00.000|2015-06-08 06:58:33.328|2015-06-08 06:58:36.297|
17|MORELOS|10|ZACATEPEC|726|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |525| | | | | | | |
17|MORELOS|10|ZACATEPEC|727|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |670| | | | | | | |
17|MORELOS|10|ZACATEPEC|727|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |670| | | | | | | |
17|MORELOS|10|ZACATEPEC|727|2|C|0|1|11|372|318|320|48|Sin dato|37|11|Sin dato|18|107|16|14|39|15|Sin dato|Sin dato|Sin dato|Sin dato|-|-|0|14|319|670| |1| |03cea7648f537eda332e6a11281ec86693a25bbbd70473686fa88a88f9dab1dc|2015-06-08 01:11:00.000|2015-06-08 01:52:36.243|2015-06-08 01:52:40.146|
17|MORELOS|10|ZACATEPEC|728|1|B|0|1|11|363|365|Sin dato|66|66|62|11|14|16|4|20|15|53|17|Sin dato|Sin dato|Sin dato|Sin dato|-|-|Sin dato|21|365|712| |1| |37b4df935cff47683a5236fefb61a414390c5b13770b10fb559abbccbdbbdd38|2015-06-08 03:53:00.000|2015-06-08 04:43:28.069|2015-06-08 04:43:29.481|
17|MORELOS|10|ZACATEPEC|728|1|C|0|1|11|344|386|396|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|-|Sin dato|Sin dato|0|712| |1| |9c6718173bedc399132850a63527740ff36cebd531dc7b331de8f3bc9842ac7c|2015-06-08 04:39:00.000|2015-06-08 05:30:41.539|2015-06-08 05:30:44.561|
17|MORELOS|10|ZACATEPEC|729|1|B|0|1|11|239|182|185|18|45|23|5|4|8|2|11|22|26|12|0|0|1|0|-|-|0|8|185|403| |1| |deadddba6c16c8de3fa24ed0c5d9d1d7aaf0c86679bca952ec3d93b18f120171|2015-06-08 00:10:00.000|2015-06-08 00:57:47.963|2015-06-08 00:57:51.580|
17|MORELOS|10|ZACATEPEC|729|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |403| | | | | | | |
17|MORELOS|10|ZACATEPEC|730|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |727| | | | | | | |
17|MORELOS|10|ZACATEPEC|730|1|C|0|1|11|377|367|367|64|72|39|14|39|11|5|24|16|44|53|2|0|0|0|-|-|0|19|402|726| |1| |eaf08f618c50c190d03eb07953a0bbdd7f3ed92d2e3508d0962f23ec374d0efb|2015-06-08 06:16:00.000|2015-06-08 06:39:10.812|2015-06-08 06:50:55.482|
17|MORELOS|10|ZACATEPEC|731|1|B|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |743| | | | | | | |
17|MORELOS|10|ZACATEPEC|731|1|C|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |743| | | | | | | |
17|MORELOS|10|ZACATEPEC|731|2|C|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |743| | | | | | | |
17|MORELOS|10|ZACATEPEC|731|3|C|0|2|11|329|433|0|12|55|51|8|18|7|5|27|23|62|143|0|0|0|0|-|-|1|21|433|743| |1| |87a625d9e91af49e719ee92795dc7e581add72bca8b3fb31186bdcac1d7ede56|2015-06-08 06:01:00.000|2015-06-08 06:43:41.581|2015-06-08 06:43:45.920|
17|MORELOS|10|ZACATEPEC|732|1|B|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |467| | | | | | | |
17|MORELOS|10|ZACATEPEC|732|1|C|0|2|11| | | | | | | | | | | | | | | | | | |-|-| | | |466| | | | | | | |
