sep=|
20:11 horas (UTC-5)
lunes 8 de junio de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
1,512|831|64.53|1,498|14|53.836

ID_ESTADO|ESTADO|ID_DISTRITO|DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PRD|PT|PVEM|MOVIMIENTO_CIUDADANO|NUEVA_ALIANZA|PSD|MORENA|ES|PH|C_PRI_PV|C_PRI_PANAL|C_PV_PANAL|C_PRI_PV_PANAL|C_PRD_PT|CAND_IND_1|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
17|MORELOS|4|CUERNAVACA SUR|367|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |540| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|367|1|C|0|1|11|293|260|267|34|33|27|18|10|20|8|47|27|16|12|1|0|0|0|-|-|0|14|267|540| |1| |23dd7e570f3fdcca20c6a910915c571ffb7d911d825b10c1e5d70e8e6b812f14|2015-06-08 01:03:00.000|2015-06-08 01:05:56.404|2015-06-08 01:05:59.956|
17|MORELOS|4|CUERNAVACA SUR|367|2|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |539| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|368|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |521| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|368|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |520| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|369|1|B|0|1|11|335|320|329|76|38|23|6|12|19|4|44|22|24|28|0|0|0|0|-|-|0|33|329|643| |1| |88ce7c706b695a28d8dbdea26870971db5fc8b37096f236ef09e05347a9a02e5|2015-06-08 08:40:00.000|2015-06-08 08:42:04.134|2015-06-08 08:42:08.234|
17|MORELOS|4|CUERNAVACA SUR|369|1|C|0|1|11|346|306|317|69|42|17|5|10|16|8|43|40|25|16|0|0|0|0|-|-|4|22|317|642| |1| |563c8788b2a827ae0e9e1894e1c0c069ad873bcd4e4ceeeadd19ef20962e3e33|2015-06-08 07:55:00.000|2015-06-08 08:19:08.691|2015-06-08 08:19:13.510|
17|MORELOS|4|CUERNAVACA SUR|370|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |579| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|370|1|C|0|1|11|253|337|345|45|34|45|10|11|25|5|73|41|11|19|Sin dato|Sin dato|Sin dato|Sin dato|-|-|1|25|345|578| |1| |47805ab8c05ca29c88e5974e6bfe59fef36a0a2c5e1fde2d04ef8c8b9775a237|2015-06-08 19:39:00.000|2015-06-08 19:50:30.566|2015-06-08 19:50:36.615|
17|MORELOS|4|CUERNAVACA SUR|370|2|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |578| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|371|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |511| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|371|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |511| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|372|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |402| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|372|1|C|0|1|11|183|231|240|51|33|16|5|8|22|6|27|28|8|11|Sin dato|Sin dato|Sin dato|Sin dato|-|-|2|23|240|402| |1| |1f555ae02aebf1b8a782950d6bd27149dc6c46cf6e7c805bd1665a6dbc6ebe51|2015-06-08 00:19:00.000|2015-06-08 00:20:35.008|2015-06-08 00:20:38.636|
17|MORELOS|4|CUERNAVACA SUR|373|1|B|0|2|11|283|246|252|39|32|32|14|19|18|3|41|14|9|8|1|Sin dato|Sin dato|Sin dato|-|-|Sin dato|22|252|514| |1| |738adfab008c66cb52591a93d9c5b05b2b6f4f88ccef94bbda41ad57b4019602|2015-06-08 03:30:00.000|2015-06-08 03:34:39.711|2015-06-08 03:34:46.653|
17|MORELOS|4|CUERNAVACA SUR|373|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |513| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|373|2|C|0|1|11|297|231|236|49|28|22|14|17|13|2|36|18|14|7|1|Sin dato|Sin dato|Sin dato|-|-|Sin dato|15|236|513| |1| |ef80597255f63b21608820f0b450aa3fb902d5afdb873bf05714e078cf9d9898|2015-06-08 03:46:00.000|2015-06-08 03:51:00.758|2015-06-08 03:51:02.705|
17|MORELOS|4|CUERNAVACA SUR|373|1|E|0|2|11|274|292|290|35|33|57|12|14|12|16|41|11|18|6|2|2|0|3|-|-|0|28|290|543| |1| |bac968eb8f8bad0eda81facbe89c1505f5a5d07bac7aa7ac5059c610fc680f49|2015-06-08 15:05:00.000|2015-06-08 15:11:02.141|2015-06-08 15:11:05.367|
17|MORELOS|4|CUERNAVACA SUR|374|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |623| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|374|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |622| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|375|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |627| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|375|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |627| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|375|2|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |627| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|375|3|C|0|1|11|336|307|310|61|39|32|10|18|20|3|60|20|17|8|0|0|1|0|-|-|2|19|310|627| |1| |26aced3d2bb2e760dbf55313ccca4bac5c885d2d27fb79aa47404e9468450789|2015-06-08 10:18:00.000|2015-06-08 10:09:25.790|2015-06-08 10:21:10.984|
17|MORELOS|4|CUERNAVACA SUR|375|4|C|0|1|11|357|285|291|55|53|27|10|17|19|12|43|20|12|8|Sin dato|1|Sin dato|Sin dato|-|-|Sin dato|14|291|627| |1| |1bf98fa0b20f6927d5d4ab09612faa863e68439e0f038c85ada05485582ec614|2015-06-08 19:54:00.000|2015-06-08 19:59:44.000|2015-06-08 19:59:47.444|
17|MORELOS|4|CUERNAVACA SUR|376|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |705| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|377|1|B|0|1|11|215|238|238|45|27|25|3|16|13|10|30|23|16|12|0|1|0|0|-|-|2|15|238|431| |1| |bf919dbac6e107cc37b7f1f3b492b4364f0e198bc4413ac500d41203fc0c9767|2015-06-08 06:05:00.000|2015-06-08 06:07:19.166|2015-06-08 06:07:24.367|
17|MORELOS|4|CUERNAVACA SUR|377|1|C|0|1|11|221|222|226|37|31|17|2|14|15|8|28|19|20|7|0|0|0|0|-|-|2|26|226|430| |1| |ffafdd22c1eecd48b00445124da838f786dfd87b5e62b1234bc039591e4419a1|2015-06-08 05:48:00.000|2015-06-08 05:50:18.469|2015-06-08 05:50:23.022|
17|MORELOS|4|CUERNAVACA SUR|378|1|B|0|1|11|310|325|328|65|28|21|5|10|41|7|52|40|12|16|1|0|0|0|-|-|Sin dato|30|328|618| |1| |46f9dc09445f93638d86e33402aead532a41f203634dd30e1ca0f805aa7e9379|2015-06-08 07:57:00.000|2015-06-08 07:58:42.984|2015-06-08 07:58:45.539|
17|MORELOS|4|CUERNAVACA SUR|378|1|C|0|1|11|330|299|309|40|26|11|4|19|41|9|59|44|18|16|0|0|0|0|-|-|2|20|309|618| |1| |3315583de015142f5945c0f0c13c8dcc61eb60e154abe8830c007484a5e63457|2015-06-08 19:36:00.000|2015-06-08 19:51:28.127|2015-06-08 19:51:29.635|
17|MORELOS|4|CUERNAVACA SUR|379|1|B|0|1|11|334|328|332|46|32|34|4|23|24|1|76|28|17|18|0|0|0|1|-|-|0|24|328|641| |1| |3b6a65c212a5c084da1072bd40d510f4092719a755512516d87e739fe0b4d158|2015-06-08 01:58:00.000|2015-06-08 02:03:56.855|2015-06-08 02:15:42.333|
17|MORELOS|4|CUERNAVACA SUR|379|1|C|0|1|11|305|351|356|57|30|35|10|20|22|2|82|45|15|14|0|0|0|0|-|-|1|25|358|641| |1| |5cfafc8823db287e06565e98329f08399c122664ecdcba3e5826425a4a696f25|2015-06-08 01:54:00.000|2015-06-08 01:54:45.265|2015-06-08 01:54:49.202|
17|MORELOS|4|CUERNAVACA SUR|380|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |599| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|381|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |681| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|382|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |670| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|382|1|C|0|1|11|301|389|389|95|42|26|4|19|38|10|39|37|23|14|2|Sin dato|Sin dato|Sin dato|-|-|2|38|389|670| |1| |febcb80de927ecfd91ee55606765bac6f80c8ba7d78eb7a86e26c5d36ec98131|2015-06-08 05:06:00.000|2015-06-08 05:06:48.534|2015-06-08 05:06:51.029|
17|MORELOS|4|CUERNAVACA SUR|382|2|C|0|1|11|306|0|383|90|43|49|6|14|27|18|34|43|10|12|1|0|0|1|-|-|1|34|383|669| |1| |700c5542e80cfade2b51d384da3e4faf2b0ee220df8b787c9fb39bf6a59c4fa3|2015-06-08 09:47:00.000|2015-06-08 09:48:44.636|2015-06-08 09:48:51.391|
17|MORELOS|4|CUERNAVACA SUR|383|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |661| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|383|1|E|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |647| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|383|1|E|1|1|11|391|271|277|52|36|20|2|14|14|3|43|37|17|12|0|0|0|0|-|-|1|26|277|647| |1| |6256f34af22aafbfe8ccc30bb2fcfa66cc9588fc9af586e77ebeadcb7f328854|2015-06-08 07:32:00.000|2015-06-08 07:36:42.238|2015-06-08 07:36:47.304|
17|MORELOS|4|CUERNAVACA SUR|383|1|E|2|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |647| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|383|1|S|0|1|12|726|0|Ilegible|2|0|0|0|2|1|1|2|1|2|0|0|0|0|0|-|-|0|1|12|0| |1| |96042e83c72ed39da5d856a95cbf6b5c1e90e464c078dfba653507103a817b09|2015-06-07 22:35:00.000|2015-06-07 22:35:52.251|2015-06-07 22:35:55.493|
17|MORELOS|4|CUERNAVACA SUR|383|1|S|0|1|13|726|33|Ilegible|6|7|2|0|4|1|1|4|0|1|3| | | | |-|-|0|4|33|0| |1| |bcbd0de90eb06e5b0481ba5bd1e4bbe7d587b18fde2c8923cd3d9d3b30f177d2|2015-06-08 11:17:00.000|2015-06-08 11:23:55.755|2015-06-08 11:24:05.180|
17|MORELOS|4|CUERNAVACA SUR|384|1|B|0|2|11|262|273|278|62|31|20|9|14|13|5|30|43|14|9|0|0|0|0|-|-|0|28|278|519| |1| | |2015-06-07 12:00:00.000|2015-06-08 18:45:02.885|2015-06-08 18:45:03.451|
17|MORELOS|4|CUERNAVACA SUR|384|1|C|0|1|11|260|276|280|48|23|19|13|14|22|8|35|29|10|19|0|0|0|0|-|-|1|39|280|519| |1| |80a11d94f443b189b34972913f69edf60f8f77c19c02e6e8c2f513fb5a2ce082|2015-06-08 02:08:00.000|2015-06-08 02:10:19.754|2015-06-08 02:10:23.236|
17|MORELOS|4|CUERNAVACA SUR|384|1|E|0|2|11|208|218|223|86|13|22|2|6|8|11|38|18|5|10|0|0|0|0|-|-|0|4|223|410| |1| |44210e9a23f5bf1bde51f697bacc82a475cc818eff05cac5afbd82f24030a416|2015-06-08 01:57:00.000|2015-06-08 01:59:25.291|2015-06-08 01:59:30.897|
17|MORELOS|4|CUERNAVACA SUR|385|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |621| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|385|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |621| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|385|2|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |620| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|385|3|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |620| | | | | | | |
17|MORELOS|4|CUERNAVACA SUR|386|1|B|0|1|11|262|273|278|62|31|20|9|14|13|5|30|43|14|9|Sin dato|Sin dato|Sin dato|Sin dato|-|-|Sin dato|28|278|742| |1| |487b89e205424fa765e06360413d4caf12937e8ffa25be8c304ebc7d7ccfbcf2|2015-06-08 06:09:00.000|2015-06-08 06:11:26.593|2015-06-08 06:11:33.510|
17|MORELOS|4|CUERNAVACA SUR|386|1|C|0|1|11|369|384|394|102|56|41|10|24|19|9|63|22|17|15|1|0|0|0|-|-|0|14|393|742| |1| |731bbfb5dad5812e95e3f4152ee234703ed91e201ff9d4c75f184898efe821a3|2015-06-08 19:42:00.000|2015-06-08 19:52:54.513|2015-06-08 19:53:00.418|
17|MORELOS|4|CUERNAVACA SUR|386|2|C|0|1|11|371|386|392|74|50|37|11|23|23|Sin dato|75|20|24|17|Ilegible|0|0|0|-|-|0|25|379|742| |1| |6022c293e4a522a2d8c48915229bf1971013bf5a6da63dffc7a4bae548daf2c4|2015-06-08 19:54:00.000|2015-06-08 19:58:30.903|2015-06-08 19:58:34.206|
17|MORELOS|4|CUERNAVACA SUR|387|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |726|Sin acta(3)|0| | | | | |
17|MORELOS|4|CUERNAVACA SUR|387|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |726|Sin acta(3)|0| | | | | |
17|MORELOS|4|CUERNAVACA SUR|387|2|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |726|Sin acta(3)|0| | | | | |
17|MORELOS|4|CUERNAVACA SUR|387|3|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |726|Sin acta(3)|0| | | | | |
17|MORELOS|4|CUERNAVACA SUR|387|4|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |726|Sin acta(3)|0| | | | | |
17|MORELOS|4|CUERNAVACA SUR|388|1|B|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |744|Sin acta(3)|0| | | | | |
17|MORELOS|4|CUERNAVACA SUR|388|1|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |744|Sin acta(3)|0| | | | | |
17|MORELOS|4|CUERNAVACA SUR|388|2|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |743|Sin acta(3)|0| | | | | |
17|MORELOS|4|CUERNAVACA SUR|388|3|C|0|1|11| | | | | | | | | | | | | | | | | | |-|-| | | |743|Sin acta(3)|0| | | | | |
17|MORELOS|4|CUERNAVACA SUR|612|1|B|0|1|11|383|366|0|97|35|24|9|16|30|9|77|33|10|11|0|0|0|2|-|-|0|21|374|734| |1| |788516d5eeba3813cfeca13e298b25347c52665c840461a15038129735dd4477|2015-06-08 08:40:00.000|2015-06-08 08:42:59.057|2015-06-08 08:43:04.014|
17|MORELOS|4|CUERNAVACA SUR|612|1|C|0|1|11|384|365|361|115|34|23|13|12|24|5|65|20|24|8|0|0|0|0|-|-|3|22|368|733| |1| |ca5b622b5d7971844ac335df12aed655b4e2ce02b1263352a2e9f23b216e70e9|2015-06-08 18:00:00.000|2015-06-08 18:01:51.442|2015-06-08 18:01:54.097|
17|MORELOS|4|CUERNAVACA SUR|907|1|B|0|1|11|35|278|284|95|15|27|7|11|7|3|67|18|9|7|0|0|0|0|-|-|2|16|284|615| |1| |ca473dc4d19af53c805fc308c2ecdf80d91eb8bb1edd09d980be8e2ed68c5bfd|2015-06-08 06:07:00.000|2015-06-08 06:08:49.803|2015-06-08 06:08:55.017|
17|MORELOS|5|TEMIXCO|391|1|B|0|2|11|Ilegible|391|Sin dato|24|13|90|28|143|8|13|7|23|17|15|-|-|-|-|-|-|1|12|394|628| |1| |b91d6157c5398b0727bd3796e3766a753a58246702bc13dcb1e3ee9f0af62e69|2015-06-08 01:19:00.000|2015-06-08 01:38:40.358|2015-06-08 01:38:47.340|
17|MORELOS|5|TEMIXCO|391|1|C|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |627| | | | | | | |
17|MORELOS|5|TEMIXCO|391|2|C|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |627| | | | | | | |
17|MORELOS|5|TEMIXCO|391|3|C|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |627| | | | | | | |
17|MORELOS|5|TEMIXCO|391|4|C|0|2|11|272|376|376|15|15|78|26|166|5|14|6|22|11|11|-|-|-|-|-|-|1|6|376|627| |1| |eed8fa882b6fd8dd4c0a44f2fc6bf05c9613b941d753d9be98871f84a380e750|2015-06-08 00:43:00.000|2015-06-08 00:57:11.804|2015-06-08 00:57:23.151|
17|MORELOS|5|TEMIXCO|391|5|C|0|2|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |627| | | | | | | |
17|MORELOS|5|TEMIXCO|392|1|B|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |639| | | | | | | |
17|MORELOS|5|TEMIXCO|392|1|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |639| | | | | | | |
17|MORELOS|5|TEMIXCO|392|2|C|0|1|11|272|387|362|39|18|58|34|147|3|13|1|22|8|19|-|-|-|-|-|-|0|25|387|638| |1| |40241791c8201701dfb3f7dcdfefdc98053724551d06937184dbd7c80a78d0ee|2015-06-08 03:08:00.000|2015-06-08 03:36:23.660|2015-06-08 03:36:29.459|
17|MORELOS|5|TEMIXCO|393|1|B|0|1|11|415|327|326|28|25|36|18|96|16|13|4|31|17|26|-|-|-|-|-|-|Ilegible|16|326|722| |1| |a8f63347be904de118ac8455a837a2410625ff93c41fe5890b3b280fcafcd11b|2015-06-08 00:34:00.000|2015-06-08 00:46:51.734|2015-06-08 00:46:55.358|
17|MORELOS|5|TEMIXCO|393|1|C|0|1|11|312|332|331|28|15|60|26|93|15|12|12|22|26|10|-|-|-|-|-|-|Sin dato|12|331|722| |1| |696373079eb7a0bc7b37c29c01a8d99336e8a9b8ac9c4323bc62d4d3e9fe6981|2015-06-08 02:13:00.000|2015-06-08 02:41:03.160|2015-06-08 02:41:07.361|
17|MORELOS|5|TEMIXCO|393|2|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |722| | | | | | | |
17|MORELOS|5|TEMIXCO|393|3|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |721| | | | | | | |
17|MORELOS|5|TEMIXCO|393|4|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |721| | | | | | | |
17|MORELOS|5|TEMIXCO|394|1|B|0|1|11|229|397|402|52|22|73|36|140|8|10|3|18|1|17|-|-|-|-|-|-|0|22|402|610| |1| |cc56835b4166de5cc36947f851375b91ba71386fa125ba8cc182494131ecb9c1|2015-06-08 02:56:00.000|2015-06-08 03:28:05.122|2015-06-08 03:28:07.519|
17|MORELOS|5|TEMIXCO|394|1|C|0|1|11|252|376|379|43|29|70|30|118|5|16|1|28|9|13|-|-|-|-|-|-|0|17|379|610| |1| |80e4d0462c6fa210be27034996eb62ffa80aeada3766a83529ce736e69c63bbd|2015-06-08 01:43:00.000|2015-06-08 02:16:17.882|2015-06-08 02:16:21.461|
17|MORELOS|5|TEMIXCO|394|2|C|0|1|11|228|395|402|45|16|79|38|130|3|11|3|29|9|22|-|-|-|-|-|-|Ilegible|17|402|609| |1| |330f254710eeead19730d443d87189eb259962f979615b3e04e9c27527289316|2015-06-08 02:47:00.000|2015-06-08 03:31:30.277|2015-06-08 03:31:33.192|
17|MORELOS|5|TEMIXCO|395|1|B|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |741| | | | | | | |
17|MORELOS|5|TEMIXCO|395|1|C|0|1|11|278|475|Sin dato|32|16|115|39|186|14|12|4|18|16|11|-|-|-|-|-|-|Sin dato|20|483|741| |1| |f202cb97927bd5a49000b0940b2baa1c69cfc0671d5f0538efedd64cbdf07260|2015-06-08 04:03:00.000|2015-06-08 04:58:38.745|2015-06-08 04:58:40.809|
17|MORELOS|5|TEMIXCO|396|1|B|0|1|11|264|389|398|37|16|96|28|135|10|12|5|23|12|10|-|-|-|-|-|-|0|15|399|643| |1| |b411adad2854f9ee7cf093d985ec889face0d76bb31c66c8966425c359f46670|2015-06-08 04:00:00.000|2015-06-08 04:58:45.443|2015-06-08 04:58:51.105|
17|MORELOS|5|TEMIXCO|396|1|C|0|1|11|238|425|426|31|10|82|19|182|10|11|2|28|13|18|-|-|-|-|-|-|Sin dato|20|426|643| |1| |308b8707f15f55f28c876c5dcf06cf5fa636839a61836ea240748b9873512a01|2015-06-08 01:11:00.000|2015-06-08 01:23:46.548|2015-06-08 01:23:53.412|
17|MORELOS|5|TEMIXCO|396|2|C|0|1|11|245|Sin dato|Sin dato|27|15|64|32|191|15|13|1|22|11|9|-|-|-|-|-|-|Sin dato|15|415|643| |1| |fcfaae055fda39ef72661a0dd35f9d9027a744f9727f646ee11189e2f167b11f|2015-06-08 02:49:00.000|2015-06-08 03:17:24.798|2015-06-08 03:17:28.431|
17|MORELOS|5|TEMIXCO|396|3|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |643| | | | | | | |
17|MORELOS|5|TEMIXCO|396|4|C|0|1|11|263|314|404|27|14|82|18|185|12|5|4|19|12|15|-|-|-|-|-|-|0|16|409|643| |1| |1b97bc6d5410fb28bd92632e428a75ece23cbdca22310455684c6830a551309f|2015-06-08 04:00:00.000|2015-06-08 04:56:25.172|2015-06-08 04:56:29.187|
17|MORELOS|5|TEMIXCO|396|5|C|0|1|11|265|401|401|35|14|80|22|158|12|9|Sin dato|29|12|10|-|-|-|-|-|-|Sin dato|20|401|643| |1| |e1b5ba4c6478957fa29b8ef002161df1eaaea2197b445c0b8e40593c2617323d|2015-06-08 04:06:00.000|2015-06-08 05:00:50.472|2015-06-08 05:00:53.728|
17|MORELOS|5|TEMIXCO|397|1|B|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |601| | | | | | | |
17|MORELOS|5|TEMIXCO|397|1|C|0|1|11|216|399|Sin dato|35|22|70|31|157|9|11|3|37|12|6|-|-|-|-|-|-|Sin dato|12|405|600| |1| |92e661913b0b6403577db7803f3ab670cf47f9fed449f9956c308160f20682cb|2015-06-08 00:54:00.000|2015-06-08 01:08:20.487|2015-06-08 01:08:24.639|
17|MORELOS|5|TEMIXCO|397|2|C|0|1|11|210|401|411|41|26|66|24|159|12|17|4|31|5|9|-|-|-|-|-|-|Sin dato|17|411|600| |1| |ee1f718e448a32c48ed2ee82dc1d48ec8451914207642568165632fe323c21c5|2015-06-07 23:23:00.000|2015-06-07 23:27:48.471|2015-06-07 23:39:32.028|
17|MORELOS|5|TEMIXCO|398|1|B|0|1|11|149|409|415|47|27|58|21|138|12|10|4|68|5|12|-|-|-|-|-|-|Sin dato|13|415|543| |1| |dcb277bb5018b12e87c032b951e302dca59ee9e5ca6bbc843cec415730ae836b|2015-06-08 00:21:00.000|2015-06-08 00:42:43.790|2015-06-08 00:42:50.020|
17|MORELOS|5|TEMIXCO|398|1|C|0|1|11|166|386|389|43|24|64|13|138|7|8|2|65|4|0|-|-|-|-|-|-|Sin dato|11|379|543| |1| |eef7a5162a3c9acdda541bcdf81bf6f891394a83582e39fa48c239c765f72fb6|2015-06-07 23:30:00.000|2015-06-07 23:48:44.205|2015-06-07 23:48:47.183|
17|MORELOS|5|TEMIXCO|398|2|C|0|1|11|157|407|407|46|23|75|19|143|6|9|3|51|6|9|-|-|-|-|-|-|0|17|407|543| |1| |8109f21008272e9e8312323ad1993edf189e98c83d541ab93364447d33afabd1|2015-06-08 00:40:00.000|2015-06-08 00:50:17.033|2015-06-08 00:50:19.037|
17|MORELOS|5|TEMIXCO|399|1|B|0|2|11|243|433|433|29|22|63|9|183|9|28|1|42|8|20|-|-|-|-|-|-|0|14|428|658| |1| |810f579a487753d6627f9858ffd2777ef128032bd162b67cea14b4609c185fd7|2015-06-08 03:19:00.000|2015-06-08 03:53:39.692|2015-06-08 03:53:43.922|
17|MORELOS|5|TEMIXCO|399|1|C|0|2|11|242|430|439|42|23|53|9|169|9|34|5|47|7|25|-|-|-|-|-|-|0|16|439|658| |1| |56d5e937b0db985520e3c6277b65badb57a61d06e807b57c80c548f70c4a4af0|2015-06-08 02:45:00.000|2015-06-08 03:00:54.578|2015-06-08 03:12:39.650|
17|MORELOS|5|TEMIXCO|399|2|C|0|2|11|236|435|443|40|23|54|12|208|13|25|3|34|6|11|-|-|-|-|-|-|Sin dato|14|443|658| |1| |9bbf77b47de9fc706d7898f0312121f5634a22a873af392bef4bd26882396d50|2015-06-08 02:16:00.000|2015-06-08 02:43:39.915|2015-06-08 02:43:43.489|
17|MORELOS|5|TEMIXCO|399|3|C|0|2|11|239|434|440|36|14|73|17|170|11|30|2|42|8|17|-|-|-|-|-|-|4|19|443|658| |1| |4cf4d6bf4bea375f3e3f26c6042857b3dd599ee4b39cd7ab1cd9fcdbbfe573e8|2015-06-08 04:04:00.000|2015-06-08 04:58:41.153|2015-06-08 04:58:43.847|
17|MORELOS|5|TEMIXCO|400|1|B|0|1|11|164|464|467|33|43|54|21|160|6|34|0|69|5|23|-|-|-|-|-|-|0|19|467|623| |1| |c11bfbfad06fb5f0ec8440a36f40c79cf216e8dbc2f6211f51837a631b73639d|2015-06-08 02:43:00.000|2015-06-08 03:14:07.162|2015-06-08 03:14:13.885|
17|MORELOS|5|TEMIXCO|400|1|C|0|1|11|183|457|460|35|34|61|18|164|9|25|2|56|11|27|-|-|-|-|-|-|0|18|460|622| |1| |5c6c4f8393e687f24665e16f5510e5e0c04bed81590c5abed0e8b37504ccd737|2015-06-08 01:38:00.000|2015-06-08 01:56:48.185|2015-06-08 01:56:53.340|
17|MORELOS|5|TEMIXCO|400|2|C|0|1|11| | | | | | | | | | | | | | |-|-|-|-|-|-| | | |622| | | | | | | |
17|MORELOS|5|TEMIXCO|401|1|B|0|1|11|266|367|375|32|25|49|12|124|5|28|7|68|8|9|-|-|-|-|-|-|0|8|375|617| |1| |57e5a28a8fcd329e87b1f82cefcdb9396d68aa7752cede693d4fcfd179b0d154|2015-06-08 03:50:00.000|2015-06-08 04:56:06.993|2015-06-08 04:56:10.725|
17|MORELOS|5|TEMIXCO|401|1|C|0|1|11|278|353|355|41|15|64|11|124|6|17|1|53|7|9|-|-|-|-|-|-|0|8|356|617| |1| |b038e547bd2d4fb75895ee6035f663043263af589d0aa8e4f21b1e7bb3722fbd|2015-06-08 03:53:00.000|2015-06-08 04:55:46.484|2015-06-08 04:55:47.639|
