sep=|
20:11 horas (UTC-5)
lunes 8 de junio de 2015
ACTAS_CAPTURADAS|ACTAS_POR_CAPTURAR|PORCENTAJE_ACTAS_CAPTURADAS|ACTAS_CONTABILIZADAS|ACTAS_NO_CONTABILIZADAS|PARTICIPACION_CIUDADANA
1,761|563|75.77|1,748|13|53.071

ID_ESTADO|ESTADO|ID_MUNICIPIO|MUNICIPIO|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|NUM_BOLETAS_SOBRANTES|TOTAL_CIUDADANOS_VOTARON|NUM_BOLETAS_EXTRAIDAS|PAN|PRI|PRD|PT|PVEM|MOVIMIENTO_CIUDADANO|NUEVA_ALIANZA|PSD|MORENA|ES|PH|C_PRI_PV|C_PRI_PANAL|C_PV_PANAL|C_PRI_PV_PANAL|C_PRD_PT|CAND_IND_1|NO_REGISTRADOS|NULOS|TOTAL_VOTOS|LISTA_NOMINAL|OBSERVACIONES|CONTABILIZADA|CRYT|SHA|HORA_ACOPIO|HORA_CAPTURA|HORA_REGISTRO
17|MORELOS|7|CUERNAVACA|292|1|C|0|1|14|370|311|317|33|37|50|4|11|9|6|107|23|11|7|1|0|1|0|0|-|2|15|317|664| |1| |c874d9f2531ebb5eac07aafe7cebfb03f411517c9d729f6575e81297da832f7c|2015-06-08 01:53:00.000|2015-06-08 01:54:31.880|2015-06-08 01:54:35.406|
17|MORELOS|7|CUERNAVACA|292|2|C|0|1|14|326|353|354|53|30|81|1|6|6|8|104|17|11|11|1|0|0|1|0|-|2|28|360|663| |1| |042425fe24738f22b8e40a931fb8c3b7ae28763135ce69bd956d4a53aa86063c|2015-06-08 06:34:00.000|2015-06-08 06:38:16.185|2015-06-08 06:38:21.335|
17|MORELOS|7|CUERNAVACA|293|1|B|0|1|14|Sin dato|Sin dato|Sin dato|80|33|50|2|6|16|8|50|22|15|6|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|Sin dato|23|311|597| |1| |a844155dd7597c1c1c9a735e6ba16c754ee092c7d3ff5845d2534f66f4a4a9dc|2015-06-07 21:49:00.000|2015-06-07 21:38:30.818|2015-06-07 21:50:16.177|
17|MORELOS|7|CUERNAVACA|294|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |483| | | | | | | |
17|MORELOS|7|CUERNAVACA|294|1|C|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |482| | | | | | | |
17|MORELOS|7|CUERNAVACA|295|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |733| | | | | | | |
17|MORELOS|7|CUERNAVACA|296|1|B|0|1|14|203|231|231|21|44|34|3|9|8|15|57|18|7|11|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|1|3|231|413| |1| |feb688508053ee2623cc640fabc69046bc16ec727fd6e9a7e907d0615a582ea2|2015-06-07 23:00:00.000|2015-06-07 23:10:04.572|2015-06-07 23:10:06.085|
17|MORELOS|7|CUERNAVACA|296|1|C|0|1|14|220|206|213|26|Sin dato|37|6|Sin dato|7|Sin dato|56|14|4|7|Sin dato|Sin dato|Sin dato|47|Sin dato|-|Sin dato|8|212|412| |1| |54da4b43eb88818cb92cd8c9f82daa34ee78431eae46aecdf3dd80145527e18d|2015-06-07 22:57:00.000|2015-06-07 23:00:04.040|2015-06-07 23:00:11.300|
17|MORELOS|7|CUERNAVACA|297|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |485| | | | | | | |
17|MORELOS|7|CUERNAVACA|297|1|C|0|1|14|249|253|253|34|32|44|2|8|1|13|74|23|9|5|1|Sin dato|Sin dato|1|Sin dato|-|Sin dato|9|256|484| |1| |24b385c3f3328bb53a219391d8ef41360f55c6aa85a012b9a1b6901d756ec767|2015-06-08 03:40:00.000|2015-06-08 03:41:34.082|2015-06-08 03:41:37.755|
17|MORELOS|7|CUERNAVACA|298|1|B|0|1|14|230|198|209|29|32|31|4|7|10|1|51|21|7|5|2|Sin dato|Sin dato|Sin dato|Sin dato|-|Sin dato|9|209|417| |1| |0bd768e22542ad69d66e776f1724d4c19b3166547443a39c4f9fde7ed1a18d67|2015-06-08 07:50:00.000|2015-06-08 07:40:21.794|2015-06-08 07:52:06.888|
17|MORELOS|7|CUERNAVACA|298|1|C|0|1|14|223|207|213|29|43|29|Sin dato|5|9|1|53|20|8|6|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|1|9|213|416| |1| |b18c2676b6528eae144cd4b51944cf809fac14fec6f632eae583f5ea18749674|2015-06-08 00:55:00.000|2015-06-08 00:56:31.752|2015-06-08 00:56:34.532|
17|MORELOS|7|CUERNAVACA|299|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |419| | | | | | | |
17|MORELOS|7|CUERNAVACA|300|1|B|0|1|14|218|212|220|24|33|35|1|2|9|14|54|11|12|5|Sin dato|Sin dato|Sin dato|1|35|-|Sin dato|19|255|417| |1| |8cce3e72e129fe40ad4d5ae970b41472d3ce07ea536ef3e8f14a73c23c700808|2015-06-08 00:20:00.000|2015-06-08 00:21:39.319|2015-06-08 00:21:42.239|
17|MORELOS|7|CUERNAVACA|300|1|C|0|1|14|233|200|204|36|42|25|1|3|7|7|49|17|6|4|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|Sin dato|7|204|416| |1| |4fa009e7fbc1b9e4b987417666c06d51c6f76e3934f7556cef3135cd70acb024|2015-06-07 23:29:00.000|2015-06-07 23:29:59.488|2015-06-07 23:30:02.895|
17|MORELOS|7|CUERNAVACA|301|1|B|0|1|14|313|244|253|30|56|23|1|3|14|3|64|24|4|7|2|0|0|1|0|-|0|21|253|545| |1| |eed4330ab7c45eeacc3ab4413411d31ba082ee7763ad2372f0dd49a0f9ad08e4|2015-06-08 01:05:00.000|2015-06-08 01:07:35.188|2015-06-08 01:07:40.596|
17|MORELOS|7|CUERNAVACA|301|1|C|0|1|14|311|255|255|33|53|27|3|4|16|5|68|21|6|6|0|0|0|1|0|-|1|11|255|545| |1| |e15b25f6f8c8c092b57778dd8eb44d601d18fe7deb379939eb7d7cc608f65b64|2015-06-08 03:43:00.000|2015-06-08 03:44:45.068|2015-06-08 03:44:49.533|
17|MORELOS|7|CUERNAVACA|302|1|B|0|1|14|302|350|364|14|Sin dato|Sin dato|Sin dato|Sin dato|8|Sin dato|144|7|6|2|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|0|23|204|647| |1| |3cec1ee526515925d407abb8412abfd6ef9c35f0584c6559f01075ad57b9c6ac|2015-06-08 02:16:00.000|2015-06-08 02:19:36.845|2015-06-08 02:19:40.737|
17|MORELOS|7|CUERNAVACA|302|1|C|0|1|14|337|2|331|13|46|75|3|7|8|16|115|18|4|3|1|1|1|2|0|-|Sin dato|18|331|646| |1| |7b7b0094d150d2ee8d18df7908452978d0aa8dabcee63749a20e9d14d29f4c77|2015-06-08 05:10:00.000|2015-06-08 05:11:09.766|2015-06-08 05:11:14.865|
17|MORELOS|7|CUERNAVACA|302|2|C|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |646| | | | | | | |
17|MORELOS|7|CUERNAVACA|302|3|C|0|1|14|354|307|311|11|43|81|3|12|4|9|98|11|1|5|1|1|0|5|1|-|1|24|311|646| |1| |b424fce16809b14e14b813635d75bd78e9b5638544d20fb9fa466cfc1c9e4e61|2015-06-08 05:46:00.000|2015-06-08 05:48:29.926|2015-06-08 05:48:35.214|
17|MORELOS|7|CUERNAVACA|303|1|B|0|1|14|308|276|297|51|47|32|2|5|14|5|87|19|8|6|0|0|0|1|0|-|1|19|297|587| |1| |3eea72ff2b318cd8c90fd9cb3e36d647ed0963f152193195ab399574ff799bf0|2015-06-08 08:37:00.000|2015-06-08 08:41:47.470|2015-06-08 08:41:53.147|
17|MORELOS|7|CUERNAVACA|303|1|C|0|1|14|338|267|269|27|43|25|4|4|8|10|103|12|12|9|1|0|0|0|0|-|0|12|270|586| |1| |a91d34516b5097a85777cb83a384a6ef14ba4b5be50ace3946988dd27eeb55af|2015-06-08 09:47:00.000|2015-06-08 09:49:46.807|2015-06-08 09:49:50.246|
17|MORELOS|7|CUERNAVACA|303|2|C|0|1|14|328|269|276|43|40|27|1|3|12|7|98|18|11|3|2|0|0|1|0|-|0|10|276|586| |1| |a211fbac6465799b016109777f252887ac8f64225270126c497d6de24f286f66|2015-06-08 09:42:00.000|2015-06-08 09:45:06.470|2015-06-08 09:45:10.972|
17|MORELOS|7|CUERNAVACA|303|3|C|0|1|14|298|299|307|54|39|4|8|4|101|9|17|13|8|0|Ilegible|Ilegible|1|54|32|-|14|30|388|586| |1| |5f4d02e790b0f06dc3214f3d562cc93c6b1be109ab19f33a41fbca21b1e6f304|2015-06-08 17:10:00.000|2015-06-08 17:12:17.868|2015-06-08 17:12:21.663|
17|MORELOS|7|CUERNAVACA|304|1|B|0|1|14|354|390|400|74|53|49|Sin dato|13|17|13|96|51|8|8|Sin dato|Sin dato|Sin dato|Sin dato|1|-|Sin dato|16|399|733| |1| |8adf793cb62adcaff9013a0e246d2852971af0f45d5fd2a0986292c5fdf22a95|2015-06-08 03:26:00.000|2015-06-08 03:30:17.608|2015-06-08 03:30:21.329|
17|MORELOS|7|CUERNAVACA|304|1|C|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |733| | | | | | | |
17|MORELOS|7|CUERNAVACA|311|1|B|0|1|14|400|306|312|70|41|26|1|8|9|5|92|22|10|11|0|2|0|0|0|-|1|14|312|690| |1| |04408dfc6b65596802c294cc175728bc7af957a48efa486d8390792616912ba7|2015-06-08 17:08:00.000|2015-06-08 17:10:03.813|2015-06-08 17:10:05.997|
17|MORELOS|7|CUERNAVACA|311|1|C|0|1|14|369|335|0|58|58|35|6|8|11|6|108|19|9|7|1|1|0|2|0|-|0|12|341|690| |1| |ddfd4959d4773fe79951d76a1dcfcc7842eb12aa067fc5efd291d178a311b169|2015-06-08 17:57:00.000|2015-06-08 18:00:31.429|2015-06-08 18:00:40.457|
17|MORELOS|7|CUERNAVACA|312|1|B|0|1|14|Ilegible|Ilegible|Ilegible|47|53|56|Ilegible|5|Ilegible|14|Ilegible|Ilegible|Ilegible|Ilegible|0|0|1|1|7|-|Ilegible|Ilegible|184|623| |1| |b7c25fb0862bebc849ac150f6dfb401c75557b2d3d7acc44d9c99715d4273e95|2015-06-08 18:02:00.000|2015-06-08 18:02:31.250|2015-06-08 18:02:34.039|
17|MORELOS|7|CUERNAVACA|312|1|C|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |622| | | | | | | |
17|MORELOS|7|CUERNAVACA|313|1|B|0|1|14|194|208|215|23|38|11|1|4|13|2|75|21|6|4|1|1|Sin dato|2|Sin dato|-|2|Sin dato|204|388| |1| |619cb5262e1e812e8c98c2626658b3db9469b52ea1a535858aa4057d5d14654f|2015-06-08 00:53:00.000|2015-06-08 00:56:38.679|2015-06-08 00:56:42.524|
17|MORELOS|7|CUERNAVACA|314|1|B|0|1|14|256|257|262|26|39|36|3|13|9|5|77|22|11|12|0|0|0|0|0|-|0|9|262|497| |1| |4affb4148f7b47c74b86e7fc4814d6c37da4052032457aa7301bd918cda8187c|2015-06-08 05:17:00.000|2015-06-08 05:24:05.124|2015-06-08 05:24:10.087|
17|MORELOS|7|CUERNAVACA|314|1|C|0|1|14|276|230|241|23|42|37|2|5|10|4|67|20|8|8|1|0|1|1|0|-|0|12|241|496| |1| |ce38c089ab0d0e43a78e6fd23310906caa258969027461d2acda1728a22c154a|2015-06-08 07:31:00.000|2015-06-08 07:33:50.611|2015-06-08 07:33:55.871|
17|MORELOS|7|CUERNAVACA|315|1|B|0|1|14|Sin dato|Sin dato|Sin dato|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|-|Ilegible|Ilegible|0|511| |1| |ac3970aa4fa92433852bd584cd74cb18b9d438b7c6d0c214d8c9e94d5f954ea6|2015-06-08 17:09:00.000|2015-06-08 17:10:41.028|2015-06-08 17:10:43.876|
17|MORELOS|7|CUERNAVACA|315|1|C|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |510| | | | | | | |
17|MORELOS|7|CUERNAVACA|318|1|B|0|1|14|Sin dato|355|Sin dato|46|47|54|9|8|13|16|107|28|11|4|7|4|0|4|0|-|0|26|384|741| |1| |b06f5a029fa44f77631810804ecb201d245b6742c2ac408e09beb86029cc42d4|2015-06-08 15:11:00.000|2015-06-08 15:18:59.059|2015-06-08 15:19:01.823|
17|MORELOS|7|CUERNAVACA|318|1|C|0|1|14|379|370|378|31|73|68|5|9|12|17|103|16|16|4|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|0|24|378|740| |1| |5e12fc8b6cc13b43d1aa0dbdc55cdb204d9995a59855a09bdc4ae46fa2fbbe75|2015-06-08 09:29:00.000|2015-06-08 09:33:26.455|2015-06-08 09:33:28.294|
17|MORELOS|7|CUERNAVACA|319|1|B|0|1|14|215|209|218|32|30|15|0|4|5|5|84|13|12|5|1|0|0|1|0|-|Sin dato|1|208|412| |1| |0df8a66ad80c302d2736e6a5799e409d95168638be08238a570ecb88a4fbedf2|2015-06-08 03:25:00.000|2015-06-08 03:26:45.042|2015-06-08 03:26:48.259|
17|MORELOS|7|CUERNAVACA|321|1|B|0|1|14|322|321|330|39|51|35|7|15|12|8|94|31|6|6|0|2|0|3|1|-|1|19|330|632| |1| |940ecb418a5db33e114a87a406f7a5fb4423bbadafe8514e8afa85122cda7762|2015-06-08 02:00:00.000|2015-06-08 02:02:57.430|2015-06-08 02:03:01.059|
17|MORELOS|7|CUERNAVACA|321|1|C|0|1|14|318|336|336|42|59|42|3|14|4|10|94|35|4|3|2|1|2|1|0|-|Sin dato|14|330|631| |1| |333d9b00eef2e92ceff7ec99ded41a2e7f5761877a42adc1ff46ef6a1fe62d58|2015-06-08 06:25:00.000|2015-06-08 06:27:35.279|2015-06-08 06:27:38.849|
17|MORELOS|7|CUERNAVACA|322|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |633| | | | | | | |
17|MORELOS|7|CUERNAVACA|322|1|C|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |633| | | | | | | |
17|MORELOS|7|CUERNAVACA|323|1|B|0|1|14|355|270|277|20|47|42|3|6|9|8|94|16|11|6|0|1|0|0|1|-|0|15|279|611| |1| |3bfb7741b7c0d26a9f702a0f2de1c553c6846f2a773934f598c04943685f5a5a|2015-06-08 06:08:00.000|2015-06-08 06:10:47.860|2015-06-08 06:10:54.775|
17|MORELOS|7|CUERNAVACA|324|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |537| | | | | | | |
17|MORELOS|7|CUERNAVACA|324|1|C|0|1|14|324|233|233|31|43|20|5|3|8|6|78|16|2|7|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|1|13|233|536| |1| |7bc6a47afa94bb059ccdd1b68d037e48b7b385c227f358390b7139df7691716c|2015-06-07 23:05:00.000|2015-06-07 23:06:37.893|2015-06-07 23:06:42.015|
17|MORELOS|7|CUERNAVACA|325|1|B|0|1|14|232|190|198|36|35|24|1|6|8|3|47|19|3|4|Ilegible|Ilegible|Ilegible|1|Ilegible|-|Ilegible|11|198|409| |1| |d5d60819f59226199aaf19bd22bceb7e9402f51629b4a8f9ba7a11a85ea8ac8a|2015-06-08 13:13:00.000|2015-06-08 13:06:31.807|2015-06-08 13:18:16.850|
17|MORELOS|7|CUERNAVACA|326|1|B|0|1|14|173|137|144|17|23|19|2|4|7|4|39|11|5|3|Sin dato|Sin dato|Sin dato|Sin dato|1|-|Sin dato|Sin dato|135|296| |1| |e970bb35bc3839509fee0fa5647b040fa34840de06bf26507ef47659ad306989|2015-06-08 04:12:00.000|2015-06-08 04:01:37.652|2015-06-08 04:13:20.852|
17|MORELOS|7|CUERNAVACA|346|1|B|0|1|14|351|303|312|38|77|39|2|0|20|0|84|12|13|5|0|0|0|0|0|-|0|13|303|642| |1| |7146c0a5e1008d1f6e2c3b2e88447de47e2c27c11a296d2b07380d6d91560619|2015-06-08 05:49:00.000|2015-06-08 05:51:00.848|2015-06-08 05:51:03.936|
17|MORELOS|7|CUERNAVACA|347|1|B|0|1|14|254|183|191|24|38|26|2|4|17|2|38|10|8|6|0|0|0|1|1|-|1|13|191|444| |1| |9b1fd55e6fe5a80ad24f9e9463476f103c4ec0f266c64b31405ddcf929b3a997|2015-06-08 13:26:00.000|2015-06-08 13:17:29.246|2015-06-08 13:29:14.433|
17|MORELOS|7|CUERNAVACA|349|1|B|0|2|14|261|276|280|40|44|40|5|18|5|12|76|15|4|3|Sin dato|Sin dato|Sin dato|1|Sin dato|-|Sin dato|17|280|520| |1| |f6bf9f6e34d50af4968c917eedbec714d8f51df5b2120837e075a78b6b1a1579|2015-06-07 22:55:00.000|2015-06-07 23:04:04.970|2015-06-07 23:04:08.285|
17|MORELOS|7|CUERNAVACA|349|1|C|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |520| | | | | | | |
17|MORELOS|7|CUERNAVACA|349|2|C|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |519| | | | | | | |
17|MORELOS|7|CUERNAVACA|327|1|B|0|1|14|255|277|Sin dato|36|70|29|1|9|15|5|67|22|10|6|0|0|0|1|0|-|1|8|280|514| |1| |8909073b8cd8bb590117b6629afdf8a9c518ebc249081c0aaa5839129b5f3ed3|2015-06-08 15:08:00.000|2015-06-08 15:15:59.494|2015-06-08 15:16:02.934|
17|MORELOS|7|CUERNAVACA|327|1|C|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |513| | | | | | | |
17|MORELOS|7|CUERNAVACA|328|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |474| | | | | | | |
17|MORELOS|7|CUERNAVACA|328|1|C|0|1|14|221|267|273|67|5|21|1|1|13|1|94|8|12|9|0|0|0|74|1|-|0|10|317|473| |1| |0e091ece6e722d2f2aa6634a3fa3a790d6767416d566b654e397a663a0845621|2015-06-08 13:10:00.000|2015-06-08 13:14:18.002|2015-06-08 13:14:19.685|
17|MORELOS|7|CUERNAVACA|329|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |667| | | | | | | |
17|MORELOS|7|CUERNAVACA|330|1|B|0|1|14|221|249|257|50|29|22|2|4|31|2|72|12|5|4|1|1|0|0|0|-|1|21|257|457| |1| |5efe0581cd350e952ef8bb27868baea928a577401a86b6e220d51fe78c8fe3a2|2015-06-08 03:30:00.000|2015-06-08 03:33:20.625|2015-06-08 03:33:22.707|
17|MORELOS|7|CUERNAVACA|330|1|C|0|1|14|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|Sin dato|Sin dato|0|457| |1| |8dea6accca95a2c3d64a2db4c039f322dd86ea7a1f86b025273a605fc75949b6|2015-06-08 17:04:00.000|2015-06-08 17:09:05.302|2015-06-08 17:09:11.085|
17|MORELOS|7|CUERNAVACA|331|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |446| | | | | | | |
17|MORELOS|7|CUERNAVACA|331|1|C|0|1|14|230|230|237|26|40|31|3|7|8|4|71|11|10|8|0|0|0|1|0|-|1|16|237|446| |1| |2a1886beab37e0037407b8f9452ac7ae591b4006cb19f56fbfb950b76c1a78bc|2015-06-08 03:49:00.000|2015-06-08 03:40:51.352|2015-06-08 03:52:36.508|
17|MORELOS|7|CUERNAVACA|332|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |559| | | | | | | |
17|MORELOS|7|CUERNAVACA|332|1|C|0|1|14|315|258|261|42|54|26|4|6|9|Sin dato|68|19|6|6|3|Sin dato|Sin dato|Sin dato|1|-|Sin dato|17|261|559| |1| |c071876cfb38b2fc3b31caab1b7e5a3025c6bde1b3cd41508b95b156ec7aecf0|2015-06-08 16:12:00.000|2015-06-08 16:16:11.099|2015-06-08 16:16:17.786|
17|MORELOS|7|CUERNAVACA|332|2|C|0|1|14|312|256|271|31|62|32|5|7|70|4|21|9|8|1|0|0|0|1|0|-|13|271|535|559| |1| |35e3488957646ec8869433ae26652372fecd462fde3a5bf68a6ef88c0595b6bc|2015-06-08 06:39:00.000|2015-06-08 06:43:39.147|2015-06-08 06:43:42.671|
17|MORELOS|7|CUERNAVACA|333|1|B|0|1|14|316|306|313|38|50|28|2|12|15|4|97|18|10|12|2|0|0|0|0|-|2|25|315|607| |1| |3c8634a8522ba6e259e1fa2f46bd957e0de2b247a093b3f2d52f7aaeaf71f71d|2015-06-08 09:36:00.000|2015-06-08 09:38:18.991|2015-06-08 09:38:23.336|
17|MORELOS|7|CUERNAVACA|333|1|C|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |606| | | | | | | |
17|MORELOS|7|CUERNAVACA|333|2|C|0|1|14|Ilegible|286|309|46|Sin dato|33|3|Sin dato|12|Sin dato|77|31|15|7|Sin dato|Sin dato|Sin dato|Sin dato|Sin dato|-|Sin dato|31|255|606| |1| |5382a0c4d13dacbe1feeb579aa60f4a3bdf29b7305e3bc221b360d98f61cb7af|2015-06-08 17:21:00.000|2015-06-08 17:23:24.829|2015-06-08 17:23:28.064|
17|MORELOS|7|CUERNAVACA|333|1|S|0|1|15|693|78|Ilegible|12|10|5|0|2|5|0|22|9|3|2|0|0|0|1|1|-|2|4|78|0| |1| |afad1445dc5faabf156859725e75be04c8f66a620ac3d9da6b760bb198a35396|2015-06-08 09:36:00.000|2015-06-08 09:40:42.834|2015-06-08 09:40:45.896|
17|MORELOS|7|CUERNAVACA|334|1|B|0|1|14|323|287|287|31|42|24|3|6|16|3|85|28|15|11|0|0|0|1|0|-|2|19|286|590| |1| |4d8af10917c9b038ded73e6e262ca0dd4079d7195761901c85b61899542b9d87|2015-06-08 17:29:00.000|2015-06-08 17:32:18.015|2015-06-08 17:32:19.480|
17|MORELOS|7|CUERNAVACA|334|1|C|0|1|14|341|269|269|38|32|38|6|9|21|1|79|13|7|5|1|0|0|1|1|-|0|17|269|589| |1| |97dd18c1bbf0a3d707815bbb2480d1dc5ea0fbcfc5ef10a5891e2352894728c5|2015-06-07 23:38:00.000|2015-06-07 23:40:48.697|2015-06-07 23:40:52.744|
17|MORELOS|7|CUERNAVACA|334|2|C|0|1|14|Sin dato|249|256|36|44|Sin dato|3|5|Sin dato|0|111|19|12|3|0|0|Sin dato|Sin dato|1|-|1|14|249|589| |1| |6f6c31c085d04a575e3ff5f9be89ac7b1f4923030e65f7f1310c53e64b702d41|2015-06-08 00:48:00.000|2015-06-08 00:51:19.925|2015-06-08 00:51:25.042|
17|MORELOS|7|CUERNAVACA|335|1|B|0|1|14|340|282|282|41|42|27|5|13|19|5|74|18|9|3|1|Sin dato|Sin dato|Sin dato|Sin dato|-|Sin dato|Ilegible|257|601| |1| |7004170db6692c7a22bf6f2ecb59db2000742735dd96ae16229a1cde3f3a0a96|2015-06-08 07:59:00.000|2015-06-08 08:00:39.608|2015-06-08 08:00:42.906|
17|MORELOS|7|CUERNAVACA|335|1|C|0|1|14|331|290|290|18|42|26|1|12|15|5|94|34|14|7|3|0|0|0|0|-|Sin dato|Sin dato|271|601| |1| |8bc4d824a7644e68ea24cd2a4abfa539e83df1fa9d0a1371fae71a47b22a577e|2015-06-08 07:58:00.000|2015-06-08 08:00:55.316|2015-06-08 08:00:58.283|
17|MORELOS|7|CUERNAVACA|335|2|C|0|1|14|375|243|248|44|32|15|4|7|16|0|74|26|10|3|3|0|0|0|0|-|1|13|248|601| |1| |77dcbb65e865ea748debb8fbff5d3d25b1513d991244ac00051d8149e2a1dc4b|2015-06-08 06:17:00.000|2015-06-08 06:18:29.747|2015-06-08 06:18:33.158|
17|MORELOS|7|CUERNAVACA|336|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |625| | | | | | | |
17|MORELOS|7|CUERNAVACA|336|1|C|0|1|14|334|310|312|44|55|30|2|9|10|4|99|17|12|6|Ilegible|Ilegible|Ilegible|Ilegible|2|-|1|21|312|624| |1| |fddf879ea3e811d9bb9c3011f80839fe0a9ab184e45178b6021418ee919125eb|2015-06-08 04:20:00.000|2015-06-08 04:21:13.026|2015-06-08 04:21:15.079|
17|MORELOS|7|CUERNAVACA|337|1|B|0|1|14| | | | | | | | | | | | | | | | | | | |-| | | |530| | | | | | | |
17|MORELOS|7|CUERNAVACA|337|1|C|0|1|14|269|275|281|25|58|21|2|7|10|3|65|35|24|8|Ilegible|Ilegible|Ilegible|Ilegible|Ilegible|-|Ilegible|23|281|529| |1| |4727a2fd77297f65dc61b705d9ee810325606765dc9b605057c8eb0efc3edf58|2015-06-08 09:58:00.000|2015-06-08 10:02:14.163|2015-06-08 10:02:16.058|
17|MORELOS|7|CUERNAVACA|338|1|B|0|1|14|299|398|398|57|113|15|1|10|13|7|97|32|17|15|3|0|0|0|0|-|Sin dato|18|398|676| |1| |c359a63882101780773554fb2989379550558b31ca13bcae4eb8f61d4986c423|2015-06-08 17:19:00.000|2015-06-08 17:20:41.286|2015-06-08 17:20:43.364|
17|MORELOS|7|CUERNAVACA|338|1|C|0|1|14|365|330|331|46|73|29|2|4|16|9|91|24|12|2|0|0|1|2|0|-|0|20|331|676| |1| |84de52c9cf19d141b1ffca5be4addcc334d3ac4de82e418c30f5735c30e68910|2015-06-08 01:20:00.000|2015-06-08 01:22:25.340|2015-06-08 01:22:28.002|
17|MORELOS|7|CUERNAVACA|338|2|C|0|1|14|318|370|381|47|96|37|4|14|15|5|89|29|14|12|0|1|0|0|0|-|0|18|381|675| |1| |e9cad9c5b156386e8291d3b4eebb36734fb4f221b4afa0d83d151be69fdbd7c0|2015-06-08 03:48:00.000|2015-06-08 03:49:39.484|2015-06-08 03:49:44.228|
17|MORELOS|7|CUERNAVACA|339|1|B|0|1|14|360|329|318|32|49|37|5|14|25|1|93|19|12|10|3|0|0|1|0|-|1|17|319|655| |1| |69e82225b2a6759d350eb94d07761c07e1e2485bc1c2dbe521f3a6e4e10792c3|2015-06-08 09:32:00.000|2015-06-08 09:35:11.822|2015-06-08 09:35:14.737|
17|MORELOS|7|CUERNAVACA|339|1|C|0|1|14|371|297|Sin dato|32|51|39|4|9|19|2|68|26|16|11|2|1|0|1|0|-|0|18|299|655| |1| |f81dbf2189ffb7aa248ba55fd0beb7eb4aafcc3e7aa5e022b0abca346e552041|2015-06-08 09:28:00.000|2015-06-08 09:31:18.661|2015-06-08 09:31:22.448|
17|MORELOS|7|CUERNAVACA|340|1|B|0|1|14|358|338|Sin dato|59|35|Sin dato|Sin dato|Sin dato|16|Sin dato|108|Sin dato|19|1|Sin dato|Sin dato|Sin dato|51|1|-|Sin dato|22|312|681| |1| |a49b5f2a3a07b6d567801e079516281e880924c93d98bf312a9a2b05b77569e2|2015-06-08 17:03:00.000|2015-06-08 17:10:40.128|2015-06-08 17:10:46.426|
17|MORELOS|7|CUERNAVACA|340|1|C|0|1|14|387|307|312|49|39|34|6|9|12|5|90|26|7|8|2|Sin dato|Sin dato|1|Sin dato|-|1|23|312|680| |1| |8299210f4d7bcb782e970ca0ba2a64ac47771f32af0d57ba2bf1d1c7e972ee32|2015-06-08 16:59:00.000|2015-06-08 16:59:30.661|2015-06-08 16:59:34.499|
